xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1983	4.8361254209618929
1984	3.6357783998424580
1985	6.0742028437502382
1986	4.1149745626179159
1987	5.1013755199602926
1988	4.2639830440877802
1989	4.4022087775471412
1990	5.8493847016980212
1991	3.5642230778384261
1992	6.9528065928476419
1993	5.8839038054657911
1994	3.6663533358229321
1995	3.8588648966234098
1996	3.7352444301931937
1997	5.8423849360821460
1998	3.9413616074678619
1999	5.7442412517305090
2000	3.6442017490816201
2001	4.6791569289985775
2002	5.4070116040203011
2003	3.2608607185584169
2004	4.2496017080198980
2005	3.5973419456207454
2006	3.4357460735302503
2007	5.0039284293708013
2008	5.0248113826930414
2009	3.0253008699129369
2010	6.5732605734329566
