xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	3.6576985878160029
1983	4.9174953256797327
1984	3.5878179737929634
1985	5.2879202109912402
1986	3.4199069572190561
1987	5.6953146404482142
1988	3.8131459728726353
1989	4.5793507177803754
1990	3.2978933901048704
1991	4.3481019024568024
1992	6.9128318635450867
1993	4.1963745961769092
1994	4.8408033786417803
1995	3.6012587488542960
1996	3.7472184670902466
1997	5.2844851535149733
1998	4.6798389959239417
1999	3.9281505133020658
2000	3.2963292494056660
2001	5.1368448528745718
2002	3.7281021663948617
2003	3.3687422464938201
2004	3.3184952378818449
2005	4.2427179886085593
2006	2.8095368719278735
2007	3.0277776771054654
2008	4.1393989602660888
2009	3.2846120138639598
2010	4.8438963280108256
2011	3.8491086157325762
2012	2.8314225327104521
2013	2.0998728086156193
2014	2.2134509900963630
2015	2.4816221294872891
2016	4.1411419343137359
