xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	9.1621070200919288	70.477746308399432	70.477746308399432
2	2.2515285887663015	17.319450682817699	87.797196991217135
3	1.0834519955749731	8.3342461198074833	96.131443111024623
4	0.26018054614800756	2.0013888165231348	98.132831927547755
5	0.14146443204799192	1.0881879388307067	99.221019866378455
6	6.0463620717951534E-002	0.46510477475347317	99.686124641131940
7	2.1894639868501126E-002	0.16842030668077784	99.854544947812713
8	1.0491089573982525E-002	8.0700689030634792E-002	99.935245636843348
9	4.8480077261757251E-003	3.7292367124428641E-002	99.972538003967770
10	2.7257937760604809E-003	2.0967644431234465E-002	99.993505648398994
11	4.4397159408452906E-004	3.4151661083425306E-003	99.996920814507334
12	3.1176770550305443E-004	2.3982131192542642E-003	99.999319027626584
13	8.8526408542664446E-005	6.8097237340511093E-004	100.00000000000001
