xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	13.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	2.8321909472482525
1983	2.6000382340406842
1984	3.0151244446630709
1985	2.9453304677317362
1986	3.3167526130165479
1987	2.5050770827480822
1988	1.9049159746312332
1989	1.3255530121030301
1990	2.6627978164665911
1991	3.6062683979565215
1992	2.5407400243273446
1993	1.8624012369931586
1994	2.1162890037109490
1995	2.1714585780950229
1996	3.2158285249232330
1997	2.7746379490472779
1998	-1.0154367860908589
1999	-0.44811949766678882
2000	3.6777390022921761
2001	3.2345506572210976
2002	3.5116359131117196
2003	2.0245222044735649
2004	3.7651183005646436
2005	2.8623887591610950
2006	3.6790567337572520
2007	3.2884034730098954
2008	3.5258922276698228
2009	2.9859225590405600
2010	2.5388413019425093
2011	2.4840901863063847
2012	-1.0060052752401498
2013	2.2920604201303614
2014	3.6261268022709063
2015	3.5069113084253729
2016	2.6902122966283999
