xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	15.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	3.8056806720838825
1983	2.9531348919940803
1984	3.6051550528211589
1985	2.5882052289784094
1986	4.1357858758737462
1987	3.1343994955015280
1988	3.4583375787677770
1989	2.8557019774905874
1990	2.7979955420184854
1991	5.3357780492563478
1992	3.4424215337691053
1993	2.3060776691754370
1994	1.5122581088263083
1995	2.2387042082675102
1996	4.2453237112076394
1997	2.0492866060543395
1998	-4.5992615543606634
1999	0.24092965584096993
2000	3.5598835508747211
2001	2.7006391633948579
2002	2.5754402458775818
2003	2.3855503920454919
2004	3.8807856048265856
2005	2.9978581078131969
2006	4.0095118244169559
2007	3.2054340049821080
2008	3.3612512349980941
2009	3.9075925295194072
2010	3.3737812382573544
2011	1.1483113727419205
2012	0.81548727196805926
2013	1.5703634136309070
2014	1.5562438956285405
2015	1.4457996236920079
2016	1.8382473877198480
