xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1982	1.2085389357021579
1983	2.4949590540439814
1984	2.8306494382142722
1985	4.1646787444027265
1986	2.3231599250713089
1987	4.2116753067998545
1988	2.5400936028779975
1989	3.6177123243521909
1990	1.8699011077236278
1991	2.4087455966198910
1992	5.6698758515852408
1993	3.2859946328603606
1994	1.9900509837460900
1995	0.62414760074379183
1996	1.8194332233545574
1997	4.7459279370386289
1998	2.6035427291275552
1999	-4.5833327891823199
2000	0.87288950936720333
2001	4.5102407444058947
2002	3.1881942282576876
2003	2.1085024924777391
2004	2.6024780242477172
2005	4.0462231735237175
2006	1.6307891284380349
2007	2.1242628264124130
2008	3.4416777700729133
2009	3.9705590521042780
2010	3.3507196053579733
2011	3.7901266351314771
2012	2.7197659498213493
2013	1.4582951914030842
2014	1.0580713721882977
2015	1.6365314024826705
2016	2.9217017025468262
