Y	M	Lead	P-Y	P-M	Streamflow_CV
1982 02 0 1982 02 46.3999
1983 02 0 1983 02 1.17
1984 02 0 1984 02 0.191
1985 02 0 1985 02 72.1999
1986 02 0 1986 02 4.85
1987 02 0 1987 02 147.5
1988 02 0 1988 02 66.0002
1989 02 0 1989 02 0.353999
1990 02 0 1990 02 3.71976e-11
1991 02 0 1991 02 62.8002
1992 02 0 1992 02 912.803
1993 02 0 1993 02 87.2999
1994 02 0 1994 02 3.71976e-11
1995 02 0 1995 02 2.73
1996 02 0 1996 02 3.71976e-11
1997 02 0 1997 02 10.4
1998 02 0 1998 02 3.04
1999 02 0 1999 02 106.4
2000 02 0 2000 02 2.76999
2001 02 0 2001 02 89.9001
2002 02 0 2002 02 56.4999
2003 02 0 2003 02 80.9004
2004 02 0 2004 02 88.5997
2005 02 0 2005 02 232.2
2006 02 0 2006 02 0.171
2007 02 0 2007 02 13
2008 02 0 2008 02 55.9998
2009 02 0 2009 02 0.0590003
2010 02 0 2010 02 257.299
2011 02 0 2011 02 0.838
2012 02 0 2012 02 3.71976e-11
2013 02 0 2013 02 13
2014 02 0 2014 02 0.195001
2015 02 0 2015 02 3.71976e-11
2016 02 0 2016 02 6.30003
1982 02 1 1982 02 32.2441
1983 02 1 1983 02 0.147399
1984 02 1 1984 02 16.4593
1985 02 1 1985 02 289.852
1986 02 1 1986 02 6.34794
1987 02 1 1987 02 81.8218
1988 02 1 1988 02 64.5733
1989 02 1 1989 02 0.255623
1990 02 1 1990 02 0.00105375
1991 02 1 1991 02 5.09074
1992 02 1 1992 02 151.913
1993 02 1 1993 02 89.7958
1994 02 1 1994 02 0.00109013
1995 02 1 1995 02 19.2914
1996 02 1 1996 02 0.000420061
1997 02 1 1997 02 58.8579
1998 02 1 1998 02 1.88776
1999 02 1 1999 02 114.937
2000 02 1 2000 02 2.08933
2001 02 1 2001 02 62.9508
2002 02 1 2002 02 83.561
2003 02 1 2003 02 18.0578
2004 02 1 2004 02 12.8347
2005 02 1 2005 02 180.105
2006 02 1 2006 02 0.188571
2007 02 1 2007 02 67.698
2008 02 1 2008 02 62.1056
2009 02 1 2009 02 0.180324
2010 02 1 2010 02 69.5583
2011 02 1 2011 02 0.445557
2012 02 1 2012 02 0.000207938
2013 02 1 2013 02 0.000225983
2014 02 1 2014 02 0.147207
2015 02 1 2015 02 0.00270738
2016 02 1 2016 02 3.88553
1982 02 2 1982 03 17.6233
1983 02 2 1983 03 15.4649
1984 02 2 1984 03 2.51767
1985 02 2 1985 03 9.52737
1986 02 2 1986 03 10.9321
1987 02 2 1987 03 51.6041
1988 02 2 1988 03 14.616
1989 02 2 1989 03 1.26298
1990 02 2 1990 03 0.222644
1991 02 2 1991 03 42.7806
1992 02 2 1992 03 42.8816
1993 02 2 1993 03 30.9183
1994 02 2 1994 03 0.22423
1995 02 2 1995 03 12.2902
1996 02 2 1996 03 1.4125
1997 02 2 1997 03 9.08569
1998 02 2 1998 03 4.72696
1999 02 2 1999 03 2.18849
2000 02 2 2000 03 0.492792
2001 02 2 2001 03 8.97825
2002 02 2 2002 03 24.707
2003 02 2 2003 03 24.7635
2004 02 2 2004 03 16.2566
2005 02 2 2005 03 26.3045
2006 02 2 2006 03 3.21507
2007 02 2 2007 03 23.9847
2008 02 2 2008 03 10.2146
2009 02 2 2009 03 2.59119
2010 02 2 2010 03 16.0282
2011 02 2 2011 03 1.25573
2012 02 2 2012 03 0.0710709
2013 02 2 2013 03 25.431
2014 02 2 2014 03 4.09348
2015 02 2 2015 03 0.227134
2016 02 2 2016 03 9.0607
1982 02 3 1982 04 19.3958
1983 02 3 1983 04 3.47396
1984 02 3 1984 04 0.66146
1985 02 3 1985 04 16.9078
1986 02 3 1986 04 1.33695
1987 02 3 1987 04 90.3435
1988 02 3 1988 04 22.3038
1989 02 3 1989 04 0.443005
1990 02 3 1990 04 86.605
1991 02 3 1991 04 1.71355
1992 02 3 1992 04 841.313
1993 02 3 1993 04 80.4863
1994 02 3 1994 04 6.66987
1995 02 3 1995 04 6.18642
1996 02 3 1996 04 4.89808e-06
1997 02 3 1997 04 62.6573
1998 02 3 1998 04 26.0629
1999 02 3 1999 04 32.5356
2000 02 3 2000 04 15.3081
2001 02 3 2001 04 60.4377
2002 02 3 2002 04 0.52818
2003 02 3 2003 04 79.7484
2004 02 3 2004 04 110.7
2005 02 3 2005 04 209.599
2006 02 3 2006 04 0.16114
2007 02 3 2007 04 13.4759
2008 02 3 2008 04 6.50938
2009 02 3 2009 04 9.57771e-06
2010 02 3 2010 04 7.85834
2011 02 3 2011 04 0.0467989
2012 02 3 2012 04 68.789
2013 02 3 2013 04 5.00293e-05
2014 02 3 2014 04 0.0186578
2015 02 3 2015 04 52.8267
2016 02 3 2016 04 11.2848
1982 02 4 1982 05 51.7865
1983 02 4 1983 05 0.184763
1984 02 4 1984 05 0.28269
1985 02 4 1985 05 2205.9
1986 02 4 1986 05 7.42583
1987 02 4 1987 05 90.19
1988 02 4 1988 05 5.86603
1989 02 4 1989 05 20.6873
1990 02 4 1990 05 218.427
1991 02 4 1991 05 270.077
1992 02 4 1992 05 2024.83
1993 02 4 1993 05 96.0855
1994 02 4 1994 05 7.93586
1995 02 4 1995 05 31.9992
1996 02 4 1996 05 0.154584
1997 02 4 1997 05 63.5975
1998 02 4 1998 05 2.19442
1999 02 4 1999 05 947.168
2000 02 4 2000 05 19.1603
2001 02 4 2001 05 108.789
2002 02 4 2002 05 2.18688
2003 02 4 2003 05 108.589
2004 02 4 2004 05 3949.24
2005 02 4 2005 05 100.037
2006 02 4 2006 05 1.91697
2007 02 4 2007 05 12.6065
2008 02 4 2008 05 46.5155
2009 02 4 2009 05 0.0194789
2010 02 4 2010 05 13.0768
2011 02 4 2011 05 0.219587
2012 02 4 2012 05 68.2158
2013 02 4 2013 05 0.0284581
2014 02 4 2014 05 0.387626
2015 02 4 2015 05 424.432
2016 02 4 2016 05 8.18534
1982 03 0 1982 03 92.1004
1983 03 0 1983 03 0.416
1984 03 0 1984 03 0.614
1985 03 0 1985 03 316.1
1986 03 0 1986 03 1.99
1987 03 0 1987 03 139.6
1988 03 0 1988 03 35.6001
1989 03 0 1989 03 2.71
1990 03 0 1990 03 221.599
1991 03 0 1991 03 3.53998
1992 03 0 1992 03 912.602
1993 03 0 1993 03 111.6
1994 03 0 1994 03 19.4
1995 03 0 1995 03 10.1
1996 03 0 1996 03 3.71976e-11
1997 03 0 1997 03 80.9004
1998 03 0 1998 03 26.1
1999 03 0 1999 03 263.599
2000 03 0 2000 03 35.9
2001 03 0 2001 03 93.2999
2002 03 0 2002 03 9.58999
2003 03 0 2003 03 63.4999
2004 03 0 2004 03 298.999
2005 03 0 2005 03 469.102
2006 03 0 2006 03 0.131999
2007 03 0 2007 03 5.35003
2008 03 0 2008 03 17.5001
2009 03 0 2009 03 3.71976e-11
2010 03 0 2010 03 10.2
2011 03 0 2011 03 0.163
2012 03 0 2012 03 49.3002
2013 03 0 2013 03 3.71976e-11
2014 03 0 2014 03 0.150001
2015 03 0 2015 03 42.4
2016 03 0 2016 03 13.8001
1982 03 1 1982 03 26.7447
1983 03 1 1983 03 2.5979
1984 03 1 1984 03 3.88787
1985 03 1 1985 03 37.3115
1986 03 1 1986 03 15.5366
1987 03 1 1987 03 57.2406
1988 03 1 1988 03 13.9974
1989 03 1 1989 03 0.356412
1990 03 1 1990 03 0.147353
1991 03 1 1991 03 36.9482
1992 03 1 1992 03 205.211
1993 03 1 1993 03 23.4934
1994 03 1 1994 03 0.147498
1995 03 1 1995 03 40.3003
1996 03 1 1996 03 1.66102
1997 03 1 1997 03 2.80332
1998 03 1 1998 03 0.853976
1999 03 1 1999 03 10.6706
2000 03 1 2000 03 1.1426
2001 03 1 2001 03 72.6696
2002 03 1 2002 03 15.2437
2003 03 1 2003 03 114.383
2004 03 1 2004 03 5.40152
2005 03 1 2005 03 193.636
2006 03 1 2006 03 0.509239
2007 03 1 2007 03 8.56096
2008 03 1 2008 03 0.967732
2009 03 1 2009 03 0.912421
2010 03 1 2010 03 40.843
2011 03 1 2011 03 0.0898362
2012 03 1 2012 03 0.41262
2013 03 1 2013 03 11.1398
2014 03 1 2014 03 5.83019
2015 03 1 2015 03 3.90534
2016 03 1 2016 03 18.2048
1982 03 2 1982 04 100.529
1983 03 2 1983 04 0.304498
1984 03 2 1984 04 0.478966
1985 03 2 1985 04 757.559
1986 03 2 1986 04 0.954856
1987 03 2 1987 04 695.82
1988 03 2 1988 04 4.86575
1989 03 2 1989 04 1.2383
1990 03 2 1990 04 219.611
1991 03 2 1991 04 2.27117
1992 03 2 1992 04 1290.29
1993 03 2 1993 04 55.8589
1994 03 2 1994 04 2.01079
1995 03 2 1995 04 4.27823
1996 03 2 1996 04 7.82957e-06
1997 03 2 1997 04 43.2051
1998 03 2 1998 04 1.9014
1999 03 2 1999 04 38.8371
2000 03 2 2000 04 3.42871
2001 03 2 2001 04 146.876
2002 03 2 2002 04 3.85726
2003 03 2 2003 04 130.122
2004 03 2 2004 04 62.572
2005 03 2 2005 04 122.541
2006 03 2 2006 04 0.0200302
2007 03 2 2007 04 1.03113
2008 03 2 2008 04 0.528686
2009 03 2 2009 04 0.000341799
2010 03 2 2010 04 29.21
2011 03 2 2011 04 0.0444112
2012 03 2 2012 04 13.0605
2013 03 2 2013 04 4.9444e-05
2014 03 2 2014 04 0.055504
2015 03 2 2015 04 87.174
2016 03 2 2016 04 33.361
1982 03 3 1982 05 52.4681
1983 03 3 1983 05 0.44868
1984 03 3 1984 05 1.00847
1985 03 3 1985 05 6445.98
1986 03 3 1986 05 32.244
1987 03 3 1987 05 48.0877
1988 03 3 1988 05 49.829
1989 03 3 1989 05 27.9299
1990 03 3 1990 05 896.87
1991 03 3 1991 05 25.5887
1992 03 3 1992 05 65.8294
1993 03 3 1993 05 102.562
1994 03 3 1994 05 7.52758
1995 03 3 1995 05 17.8321
1996 03 3 1996 05 0.325429
1997 03 3 1997 05 2981.9
1998 03 3 1998 05 8.81106
1999 03 3 1999 05 204.284
2000 03 3 2000 05 15.552
2001 03 3 2001 05 301.988
2002 03 3 2002 05 2.88354
2003 03 3 2003 05 295.732
2004 03 3 2004 05 639.15
2005 03 3 2005 05 20.0558
2006 03 3 2006 05 4.18567
2007 03 3 2007 05 11.8648
2008 03 3 2008 05 2.30183
2009 03 3 2009 05 0.00462704
2010 03 3 2010 05 65.7489
2011 03 3 2011 05 0.0267898
2012 03 3 2012 05 96.7141
2013 03 3 2013 05 0.0148142
2014 03 3 2014 05 0.981121
2015 03 3 2015 05 439.669
2016 03 3 2016 05 5.67425
1982 03 4 1982 06 244.551
1983 03 4 1983 06 2.80256
1984 03 4 1984 06 6.51793
1985 03 4 1985 06 250.387
1986 03 4 1986 06 22.1881
1987 03 4 1987 06 663.248
1988 03 4 1988 06 39.8014
1989 03 4 1989 06 36.0079
1990 03 4 1990 06 299.711
1991 03 4 1991 06 227.338
1992 03 4 1992 06 7591.67
1993 03 4 1993 06 39.8652
1994 03 4 1994 06 120.725
1995 03 4 1995 06 4.18447
1996 03 4 1996 06 0.00119372
1997 03 4 1997 06 95.8237
1998 03 4 1998 06 0.762079
1999 03 4 1999 06 4.7504
2000 03 4 2000 06 0.273549
2001 03 4 2001 06 13.7427
2002 03 4 2002 06 43.36
2003 03 4 2003 06 10.6941
2004 03 4 2004 06 113.602
2005 03 4 2005 06 59.8774
2006 03 4 2006 06 7.87904
2007 03 4 2007 06 59.1514
2008 03 4 2008 06 1.36914
2009 03 4 2009 06 4.17435
2010 03 4 2010 06 39.987
2011 03 4 2011 06 0.0266265
2012 03 4 2012 06 61.6298
2013 03 4 2013 06 2.44293
2014 03 4 2014 06 3.92777
2015 03 4 2015 06 2072.3
2016 03 4 2016 06 777.102
1982 04 0 1982 04 30.8001
1983 04 0 1983 04 0.0989996
1984 04 0 1984 04 0.00800001
1985 04 0 1985 04 506.498
1986 04 0 1986 04 0.398
1987 04 0 1987 04 88.2002
1988 04 0 1988 04 16.7999
1989 04 0 1989 04 1.07
1990 04 0 1990 04 642.9
1991 04 0 1991 04 98.5998
1992 04 0 1992 04 660.7
1993 04 0 1993 04 30.5999
1994 04 0 1994 04 0.407
1995 04 0 1995 04 63.0002
1996 04 0 1996 04 3.71976e-11
1997 04 0 1997 04 269.899
1998 04 0 1998 04 1.9
1999 04 0 1999 04 257.701
2000 04 0 2000 04 7.29002
2001 04 0 2001 04 53.3999
2002 04 0 2002 04 0.148
2003 04 0 2003 04 24.7001
2004 04 0 2004 04 1866
2005 04 0 2005 04 159.6
2006 04 0 2006 04 0.0460001
2007 04 0 2007 04 4.85
2008 04 0 2008 04 4.07001
2009 04 0 2009 04 3.71976e-11
2010 04 0 2010 04 256.4
2011 04 0 2011 04 3.71976e-11
2012 04 0 2012 04 6.59997
2013 04 0 2013 04 3.71976e-11
2014 04 0 2014 04 0.014
2015 04 0 2015 04 163.3
2016 04 0 2016 04 14.7999
1982 04 1 1982 04 27.087
1983 04 1 1983 04 0.149996
1984 04 1 1984 04 0.203387
1985 04 1 1985 04 246.283
1986 04 1 1986 04 0.690454
1987 04 1 1987 04 60.659
1988 04 1 1988 04 10.1114
1989 04 1 1989 04 1.04402
1990 04 1 1990 04 93.1318
1991 04 1 1991 04 2.6711
1992 04 1 1992 04 965.049
1993 04 1 1993 04 392.558
1994 04 1 1994 04 14.8282
1995 04 1 1995 04 4.12437
1996 04 1 1996 04 2.09441e-05
1997 04 1 1997 04 30.7517
1998 04 1 1998 04 6.24106
1999 04 1 1999 04 95.3069
2000 04 1 2000 04 13.4435
2001 04 1 2001 04 38.7978
2002 04 1 2002 04 15.4193
2003 04 1 2003 04 30.0911
2004 04 1 2004 04 165.071
2005 04 1 2005 04 816.542
2006 04 1 2006 04 0.0285361
2007 04 1 2007 04 3.6572
2008 04 1 2008 04 1.59485
2009 04 1 2009 04 5.67931e-05
2010 04 1 2010 04 2.91282
2011 04 1 2011 04 0.0326663
2012 04 1 2012 04 46.4487
2013 04 1 2013 04 1.79856e-05
2014 04 1 2014 04 0.0676444
2015 04 1 2015 04 60.7162
2016 04 1 2016 04 16.9135
1982 04 2 1982 05 20.7965
1983 04 2 1983 05 0.540584
1984 04 2 1984 05 0.563948
1985 04 2 1985 05 4964.8
1986 04 2 1986 05 10.7961
1987 04 2 1987 05 6.82972
1988 04 2 1988 05 148.545
1989 04 2 1989 05 84.4912
1990 04 2 1990 05 400.13
1991 04 2 1991 05 34.6489
1992 04 2 1992 05 508.687
1993 04 2 1993 05 185.489
1994 04 2 1994 05 16.4496
1995 04 2 1995 05 150.522
1996 04 2 1996 05 0.296042
1997 04 2 1997 05 377.69
1998 04 2 1998 05 6.97273
1999 04 2 1999 05 160.256
2000 04 2 2000 05 54.2885
2001 04 2 2001 05 328.219
2002 04 2 2002 05 3.16081
2003 04 2 2003 05 38.9148
2004 04 2 2004 05 1207.74
2005 04 2 2005 05 95.6484
2006 04 2 2006 05 1.43834
2007 04 2 2007 05 10.4678
2008 04 2 2008 05 3.16718
2009 04 2 2009 05 0.0326583
2010 04 2 2010 05 101.338
2011 04 2 2011 05 0.0520908
2012 04 2 2012 05 35.7829
2013 04 2 2013 05 0.00491504
2014 04 2 2014 05 0.56911
2015 04 2 2015 05 122.204
2016 04 2 2016 05 13.4862
1982 04 3 1982 06 13.6058
1983 04 3 1983 06 1.60527
1984 04 3 1984 06 4.97041
1985 04 3 1985 06 3062.21
1986 04 3 1986 06 58.1486
1987 04 3 1987 06 3022.39
1988 04 3 1988 06 8.46529
1989 04 3 1989 06 6.1784
1990 04 3 1990 06 616.14
1991 04 3 1991 06 37.0429
1992 04 3 1992 06 2448.34
1993 04 3 1993 06 1129.87
1994 04 3 1994 06 225.272
1995 04 3 1995 06 4.71747
1996 04 3 1996 06 0.0170354
1997 04 3 1997 06 32.6552
1998 04 3 1998 06 0.153375
1999 04 3 1999 06 8.58489
2000 04 3 2000 06 0.668694
2001 04 3 2001 06 66.4035
2002 04 3 2002 06 12.622
2003 04 3 2003 06 4.31094
2004 04 3 2004 06 106.252
2005 04 3 2005 06 11.0397
2006 04 3 2006 06 2.1406
2007 04 3 2007 06 32.3876
2008 04 3 2008 06 1.18412
2009 04 3 2009 06 62.454
2010 04 3 2010 06 14.5667
2011 04 3 2011 06 0.0472595
2012 04 3 2012 06 32.6655
2013 04 3 2013 06 3.85284
2014 04 3 2014 06 1.95181
2015 04 3 2015 06 4914.49
2016 04 3 2016 06 158.241
1982 04 4 1982 07 29.0683
1983 04 4 1983 07 6.49899
1984 04 4 1984 07 0.86279
1985 04 4 1985 07 44.6184
1986 04 4 1986 07 38.7482
1987 04 4 1987 07 1078.96
1988 04 4 1988 07 1.08248
1989 04 4 1989 07 19.2496
1990 04 4 1990 07 6.91306
1991 04 4 1991 07 4.10555
1992 04 4 1992 07 17.0414
1993 04 4 1993 07 0.0542746
1994 04 4 1994 07 0.591978
1995 04 4 1995 07 0.868131
1996 04 4 1996 07 0.704185
1997 04 4 1997 07 349.335
1998 04 4 1998 07 0.0278092
1999 04 4 1999 07 5.20478
2000 04 4 2000 07 11.4315
2001 04 4 2001 07 40.3738
2002 04 4 2002 07 14.8141
2003 04 4 2003 07 50.5456
2004 04 4 2004 07 127.397
2005 04 4 2005 07 32.9448
2006 04 4 2006 07 4.65687
2007 04 4 2007 07 75.408
2008 04 4 2008 07 3.35213
2009 04 4 2009 07 4.63303
2010 04 4 2010 07 4.09604
2011 04 4 2011 07 4.31793e-05
2012 04 4 2012 07 4.56705
2013 04 4 2013 07 19.347
2014 04 4 2014 07 0.125541
2015 04 4 2015 07 132.23
2016 04 4 2016 07 11.7369
1982 05 0 1982 05 1523.99
1983 05 0 1983 05 0.0159999
1984 05 0 1984 05 5.86999
1985 05 0 1985 05 1725
1986 05 0 1986 05 3.40999
1987 05 0 1987 05 297.999
1988 05 0 1988 05 18.6001
1989 05 0 1989 05 29.7
1990 05 0 1990 05 798.097
1991 05 0 1991 05 228.501
1992 05 0 1992 05 1052
1993 05 0 1993 05 159.7
1994 05 0 1994 05 85.1002
1995 05 0 1995 05 0.532
1996 05 0 1996 05 3.71976e-11
1997 05 0 1997 05 135.301
1998 05 0 1998 05 3.71976e-11
1999 05 0 1999 05 161.8
2000 05 0 2000 05 0.547
2001 05 0 2001 05 103.3
2002 05 0 2002 05 133.8
2003 05 0 2003 05 2.5
2004 05 0 2004 05 1020
2005 05 0 2005 05 69.1003
2006 05 0 2006 05 22.5999
2007 05 0 2007 05 327.101
2008 05 0 2008 05 17.0999
2009 05 0 2009 05 6.63
2010 05 0 2010 05 148.501
2011 05 0 2011 05 3.71976e-11
2012 05 0 2012 05 271.6
2013 05 0 2013 05 1.78
2014 05 0 2014 05 15.6
2015 05 0 2015 05 2621
2016 05 0 2016 05 94.3998
1982 05 1 1982 05 66.0503
1983 05 1 1983 05 4.5534
1984 05 1 1984 05 0.406695
1985 05 1 1985 05 221.293
1986 05 1 1986 05 4.37131
1987 05 1 1987 05 111.195
1988 05 1 1988 05 14.453
1989 05 1 1989 05 5.19785
1990 05 1 1990 05 334.584
1991 05 1 1991 05 163.43
1992 05 1 1992 05 1242.1
1993 05 1 1993 05 31.5799
1994 05 1 1994 05 8.44028
1995 05 1 1995 05 77.6045
1996 05 1 1996 05 0.0886894
1997 05 1 1997 05 264.153
1998 05 1 1998 05 37.3381
1999 05 1 1999 05 162.166
2000 05 1 2000 05 29.4425
2001 05 1 2001 05 80.1756
2002 05 1 2002 05 5.58826
2003 05 1 2003 05 45.7409
2004 05 1 2004 05 553.685
2005 05 1 2005 05 173.36
2006 05 1 2006 05 0.613461
2007 05 1 2007 05 6.70367
2008 05 1 2008 05 7.02626
2009 05 1 2009 05 0.0460368
2010 05 1 2010 05 228.402
2011 05 1 2011 05 0.209
2012 05 1 2012 05 23.9079
2013 05 1 2013 05 0.0119887
2014 05 1 2014 05 0.257325
2015 05 1 2015 05 257.62
2016 05 1 2016 05 28.0902
1982 05 2 1982 06 119.777
1983 05 2 1983 06 0.813427
1984 05 2 1984 06 11.9572
1985 05 2 1985 06 495.259
1986 05 2 1986 06 15.0109
1987 05 2 1987 06 1532.03
1988 05 2 1988 06 35.7585
1989 05 2 1989 06 14.5113
1990 05 2 1990 06 247.77
1991 05 2 1991 06 91.1993
1992 05 2 1992 06 7544.23
1993 05 2 1993 06 522.442
1994 05 2 1994 06 382.051
1995 05 2 1995 06 3.61544
1996 05 2 1996 06 0.00508562
1997 05 2 1997 06 32.4184
1998 05 2 1998 06 0.391494
1999 05 2 1999 06 10.4375
2000 05 2 2000 06 1.5114
2001 05 2 2001 06 131.631
2002 05 2 2002 06 64.9623
2003 05 2 2003 06 19.4613
2004 05 2 2004 06 68.6877
2005 05 2 2005 06 13.8922
2006 05 2 2006 06 3.69418
2007 05 2 2007 06 66.6094
2008 05 2 2008 06 2.97347
2009 05 2 2009 06 13.8126
2010 05 2 2010 06 74.8107
2011 05 2 2011 06 0.0341074
2012 05 2 2012 06 28.2396
2013 05 2 2013 06 2.5641
2014 05 2 2014 06 11.8327
2015 05 2 2015 06 368.293
2016 05 2 2016 06 9.78886
1982 05 3 1982 07 11.1312
1983 05 3 1983 07 21.27
1984 05 3 1984 07 0.988005
1985 05 3 1985 07 20.8825
1986 05 3 1986 07 436.019
1987 05 3 1987 07 8.36893
1988 05 3 1988 07 5.41253
1989 05 3 1989 07 1.6807
1990 05 3 1990 07 18.4938
1991 05 3 1991 07 6.9744
1992 05 3 1992 07 182.885
1993 05 3 1993 07 101.22
1994 05 3 1994 07 567.624
1995 05 3 1995 07 17.0229
1996 05 3 1996 07 0.691521
1997 05 3 1997 07 513.317
1998 05 3 1998 07 3.60258
1999 05 3 1999 07 41.2858
2000 05 3 2000 07 5.72708
