xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	14.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.6042099315577447
1983	3.9529015292748060
1984	6.0308468668472432
1985	3.6165387518505456
1986	6.2500838288647707
1987	4.6411553547376139
1988	3.6578220823101062
1989	3.7565250540986499
1990	5.1327368432354445
1991	6.7390115162171842
1992	4.4924849894612340
1993	4.1658944948394616
1994	4.5477395403592640
1995	3.8230309115301266
1996	3.9085785474905141
1997	4.0286039410625811
1998	3.1000390247767036
1999	2.7599320423186819
2000	3.1964122195646256
2001	3.2292903322671695
2002	2.9056134668935663
2003	1.8988581342903390
2004	4.3323691721530420
2005	3.1386168273275987
2006	2.9119176974866496
2007	4.5484120452631176
2008	2.8636350680920750
2009	5.2284397843966754
2010	3.7459751314903915
2011	2.1808495260462823
2012	2.1213067625357618
2013	2.6751471874650465
2014	2.5670895670677618
2015	6.1114227370405771
2016	4.6147830982297444
