xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	3.8780984321579428
1983	4.6313644843395494
1984	3.7597031828319749
1985	5.6425649666754936
1986	3.8554172808534868
1987	5.7500051454477283
1988	3.8272607393471683
1989	4.5261858345706703
1990	3.4641690325035630
1991	4.4675512369106656
1992	6.9492798742692106
1993	3.9369431179630783
1994	4.8169421711981286
1995	3.8148180602958059
1996	3.8028820844174880
1997	5.0960445960289578
1998	3.8939594563958471
1999	3.5089127062578513
2000	2.7193157185480370
2001	5.0141066124203100
2002	3.4395087266085334
2003	3.3187608539984406
2004	3.2770231128065777
2005	4.4304696919660396
2006	3.2619045956316643
2007	3.1576180992853868
2008	3.6424220376746805
2009	3.5437546211639668
2010	4.9583359469673125
2011	3.8798080640565429
2012	3.0651872953530503
2013	2.8578910189136115
2014	3.0350639199286862
2015	2.6719372636695180
2016	3.8026774976291886
