 Month
	 Year	Observed	ECHAM4p5	W1	wECHAM4p5	CFSv2	W2	wCFSv2	Climatology	W3	wClimatology	Combination	R2	MSSS
	 2006	118.5	151.628237425672	139.67624648505	56.924254747449	146.399166028101	140.846304610339	54.504576373759	274.933333333333	207.854176982058	69.3599008764182	180.788731997626	0.187777777777778	-113.738020694013  
	 2007	318.7	387.874212525397	139.67624648505	145.615690445423	516.806649822097	140.846304610339	192.407704769904	274.933333333333	207.854176982058	69.3599008764182	407.383296091746	0.187777777777778	-113.738020694013
	 2008	233.9	128.057778490692	139.67624648505	48.0754358749959	110.440398085431	140.846304610339	41.1170860839485	274.933333333333	207.854176982058	69.3599008764182	158.552422835363	0.187777777777778	-113.738020694013
	 2009	413.9	136.080121592047	139.67624648505	51.0871829619907	164.093418860581	140.846304610339	61.0921668706844	274.933333333333	207.854176982058	69.3599008764182	181.539250709093	0.187777777777778	-113.738020694013
	 2010	871.2	236.069824078073	139.67624648505	88.6253051025078	240.469139469348	140.846304610339	89.5269347041458	274.933333333333	207.854176982058	69.3599008764182	247.512140683072	0.187777777777778	-113.738020694013
 05
	 2002	105.5	292.129312372047	444.63815786304	95.6088445322379	279.606550324365	446.527855627887	91.123092065	402.605555555556	419.590593412492	139.631589982133	326.363526579371	0.0025	-1048.17479692026    
	 2003	100.5	168.429688921255	444.63815786304	55.1241086076863	262.83290430301	446.527855627887	85.656601781076	402.605555555556	419.590593412492	139.631589982133	280.412300370895	0.0025	-1048.17479692026  
	 2004	238.4	609.069108750765	444.63815786304	199.337729086828	645.14753558735	446.527855627887	210.252006659485	402.605555555556	419.590593412492	139.631589982133	549.221325728446	0.0025	-1048.17479692026 
	 2005	331.2	253.623820703007	444.63815786304	83.0066666243461	378.535058023904	446.527855627887	123.363651181017	402.605555555556	419.590593412492	139.631589982133	346.001907787496	0.0025	-1048.17479692026
	 2006	412.2	117.816368397011	444.63815786304	38.5592488407217	109.011512720797	446.527855627887	35.5265858338388	402.605555555556	419.590593412492	139.631589982133	213.717424656693	0.0025	-1048.17479692026
	 2007	2108	233.590259312848	444.63815786304	76.4500303154933	239.592807611292	446.527855627887	78.0827110121287	402.605555555556	419.590593412492	139.631589982133	294.164331309755	0.0025	-1048.17479692026 
	 2008	233.8	264.858236673649	444.63815786304	86.6834956327943	230.023332822201	446.527855627887	74.9640425431374	402.605555555556	419.590593412492	139.631589982133	301.279128158065	0.0025	-1048.17479692026
	 2009	230.8	433.804343682684	444.63815786304	141.976618901376	494.967623357561	446.527855627887	161.308739942188	402.605555555556	419.590593412492	139.631589982133	442.916948825697	0.0025	-1048.17479692026
	 2010	638.4	500.35476949625	444.63815786304	163.757416122642	538.588058425136	446.527855627887	175.524533227313	402.605555555556	419.590593412492	139.631589982133	478.913539332088	0.0025	-1048.17479692026 
 06
	 2002	85.6	141.648434326195	1298.75742337035	44.5612965127618	301.089168094442	1221.29877794155	100.727322939043	674.05	1164.48197841596	236.501240912797	381.789860364602	0.587777777777778	0.957070096797561
	 2003	337	146.122411115045	1298.75742337035	45.9687685206772	239.584514431075	1221.29877794155	80.1513615020623	674.05	1164.48197841596	236.501240912797	362.621370935536	0.587777777777778	0.957070096797561 
	 2004	1296	351.89861787159	1298.75742337035	110.704073278324	297.070537861887	1221.29877794155	99.382917666117	674.05	1164.48197841596	236.501240912797	446.588231857238	0.587777777777778	0.957070096797561  
	 2005	393.2	320.195510811799	1298.75742337035	100.730566964701	139.68433543397	1221.29877794155	46.7304395366684	674.05	1164.48197841596	236.501240912797	383.962247414166	0.587777777777778	0.957070096797561
	 2006	80.1	117.388406591684	1298.75742337035	36.9293145962102	162.470714390429	1221.29877794155	54.3534668487593	674.05	1164.48197841596	236.501240912797	327.784022357766	0.587777777777778	0.957070096797561
	 2007	2610	664.137267329782	1298.75742337035	208.931484738514	7672.99497188177	1221.29877794155	2566.94801521376	674.05	1164.48197841596	236.501240912797	3012.38074086507	0.587777777777778	0.957070096797561
	 2008	78.1	85.2610411917232	1298.75742337035	26.822340505239	171.685716662876	1221.29877794155	57.4362828652081	674.05	1164.48197841596	236.501240912797	320.759864283244	0.587777777777778	0.957070096797561 
	 2009	90.9	323.081340403975	1298.75742337035	101.63842245039	220.571173671146	1221.29877794155	73.7905783261137	674.05	1164.48197841596	236.501240912797	411.9302416893	0.587777777777778	0.957070096797561   
	 2010	188.9	409.613489974794	1298.75742337035	128.86064197759	304.553072083143	1221.29877794155	101.8861483392	674.05	1164.48197841596	236.501240912797	467.248031229587	0.587777777777778	0.957070096797561  
 07
	 2002	1069	111.297114029882	428.97450884317	35.5715969458295	194.282103308818	397.734440463096	66.971579696268	294.822222222222	408.440303751228	98.965214480898	201.508391122995	0.266944444444444	-436.884595258058 
	 2003	87.2	162.964092976059	428.97450884317	52.0848458876539	135.470104502805	397.734440463096	46.6983152110003	294.822222222222	408.440303751228	98.965214480898	197.748375579552	0.266944444444444	-436.884595258058
	 2004	194	282.487693663297	428.97450884317	90.2857047888039	294.212835675102	397.734440463096	101.419008938564	294.822222222222	408.440303751228	98.965214480898	290.669928208266	0.266944444444444	-436.884595258058 
	 2005	139	170.921850340302	428.97450884317	54.6282194514786	305.251277538012	397.734440463096	105.224104088113	294.822222222222	408.440303751228	98.965214480898	258.81753802049	0.266944444444444	-436.884595258058  
	 2006	53.7	98.81840747546	428.97450884317	31.5832858038174	150.228645446028	397.734440463096	51.7857771240961	294.822222222222	408.440303751228	98.965214480898	182.334277408812	0.266944444444444	-436.884595258058  
	 2007	1748	260.801469937018	428.97450884317	83.3545851780909	921.742995531113	397.734440463096	317.736854982293	294.822222222222	408.440303751228	98.965214480898	500.056654641282	0.266944444444444	-436.884595258058
	 2008	76.6	135.922938333123	428.97450884317	43.442240351179	115.251031230965	397.734440463096	39.7285364514132	294.822222222222	408.440303751228	98.965214480898	182.13599128349	0.266944444444444	-436.884595258058  
	 2009	61.5	160.948938173915	428.97450884317	51.4407835952026	82.7323053293058	397.734440463096	28.5189067106733	294.822222222222	408.440303751228	98.965214480898	178.924904786774	0.266944444444444	-436.884595258058
	 2010	364	76.538140871366	428.97450884317	24.4623045421319	135.693936330411	397.734440463096	46.7754729667885	294.822222222222	408.440303751228	98.965214480898	170.202991989818	0.266944444444444	-436.884595258058  
 08
	 2002	98.9	327.919148043786	264.460787064239	104.955838774897	171.817306563835	257.326736517223	56.517521388016	200.616666666667	241.157749777563	70.4152783130324	231.888638475945	0.513611111111111	-520.584919066105  
	 2003	66	115.040875026052	264.460787064239	36.8206968205014	110.472481992473	257.326736517223	36.3387774413581	200.616666666667	241.157749777563	70.4152783130324	143.574752574892	0.513611111111111	-520.584919066105   
	 2004	183.9	130.082994073443	264.460787064239	41.6351708485931	224.609240761895	257.326736517223	73.8828807329148	200.616666666667	241.157749777563	70.4152783130324	185.93332989454	0.513611111111111	-520.584919066105 
	 2005	157.9	111.672724935722	264.460787064239	35.7426657876716	108.563975455356	257.326736517223	35.7109940056388	200.616666666667	241.157749777563	70.4152783130324	141.868938106343	0.513611111111111	-520.584919066105
	 2006	28.4	75.8645413473104	264.460787064239	24.2816761932932	105.573960776648	257.326736517223	34.7274596811059	200.616666666667	241.157749777563	70.4152783130324	129.424414187431	0.513611111111111	-520.584919066105 
	 2007	1259	281.208932333606	264.460787064239	90.0054770821916	555.568902170275	257.326736517223	182.748629569859	200.616666666667	241.157749777563	70.4152783130324	343.169384965083	0.513611111111111	-520.584919066105 
	 2008	97.6	97.3111127201229	264.460787064239	31.1459990018492	194.721317633594	257.326736517223	64.0515583333893	200.616666666667	241.157749777563	70.4152783130324	165.612835648271	0.513611111111111	-520.584919066105 
	 2009	53.6	106.212642252217	264.460787064239	33.995077818972	82.2431117336129	257.326736517223	27.053018810387	200.616666666667	241.157749777563	70.4152783130324	131.463374942391	0.513611111111111	-520.584919066105   
	 2010	72.2	224.172404654907	264.460787064239	71.7500118584099	157.599757334447	257.326736517223	51.8408059934665	200.616666666667	241.157749777563	70.4152783130324	194.006096164909	0.513611111111111	-520.584919066105 
 09
	 2002	105.1	207.391125019451	224.580019994223	74.0786421051153	307.606315532742	242.774568748001	101.640318686374	334.233333333333	256.794431403798	104.409044183668	280.128004975157	0.0711111111111111	0.0667653358584361
	 2003	244.3	153.0144243216	224.580019994223	54.6556694515106	230.527189754488	242.774568748001	76.1715733694887	334.233333333333	256.794431403798	104.409044183668	235.236287004667	0.0711111111111111	0.0667653358584361  
	 2004	144	287.782987302094	224.580019994223	102.794046361884	400.585277130133	242.774568748001	132.362741506334	334.233333333333	256.794431403798	104.409044183668	339.565832051885	0.0711111111111111	0.0667653358584361  
	 2005	91.2	244.552658666481	224.580019994223	87.3524789236259	355.322549845166	242.774568748001	117.406878139579	334.233333333333	256.794431403798	104.409044183668	309.168401246873	0.0711111111111111	0.0667653358584361 
	 2006	90	63.7174667771467	224.580019994223	22.7594281905078	196.310959656533	242.774568748001	64.8657309475626	334.233333333333	256.794431403798	104.409044183668	192.034203321738	0.0711111111111111	0.0667653358584361   
	 2007	665.6	810.093617498872	224.580019994223	289.359706962912	516.957001716678	242.774568748001	170.81468015582	334.233333333333	256.794431403798	104.409044183668	564.583431302399	0.0711111111111111	0.0667653358584361 
	 2008	100.5	161.349201978638	224.580019994223	57.6327930435809	121.74601078296	242.774568748001	40.2277284630643	334.233333333333	256.794431403798	104.409044183668	202.269565690313	0.0711111111111111	0.0667653358584361 
	 2009	170.5	86.6351845531928	224.580019994223	30.9454747864676	144.452152359454	242.774568748001	47.7303685241949	334.233333333333	256.794431403798	104.409044183668	183.08488749433	0.0711111111111111	0.0667653358584361 
	 2010	109.8	59.0118463457412	224.580019994223	21.0786138751029	117.038340691872	242.774568748001	38.672204196601	334.233333333333	256.794431403798	104.409044183668	164.159862255372	0.0711111111111111	0.0667653358584361 
 10
	 2002	232.2	226.655759834359	793.525058960114	72.7924480903774	428.364528982221	787.953247915995	138.545767577981	543.85	717.048242023428	193.290704508351	404.62892017671	0.134444444444444	0.382574158442248 
	 2003	456.1	224.058319797479	793.525058960114	71.9582578664421	153.499783791887	787.953247915995	49.6463734264603	543.85	717.048242023428	193.290704508351	314.895335801254	0.134444444444444	0.382574158442248
	 2004	173.3	293.280207645141	793.525058960114	94.1894629395066	267.832345844541	787.953247915995	86.6249080553151	543.85	717.048242023428	193.290704508351	374.105075503173	0.134444444444444	0.382574158442248
	 2005	107.2	194.290880170178	793.525058960114	62.3981884226421	145.280837189289	787.953247915995	46.9881228275021	543.85	717.048242023428	193.290704508351	302.677015758496	0.134444444444444	0.382574158442248
	 2006	95.2	218.273639465278	793.525058960114	70.1004579891795	178.855471968404	787.953247915995	57.847153470574	543.85	717.048242023428	193.290704508351	321.238315968105	0.134444444444444	0.382574158442248  
	 2007	286.8	309.054700262967	793.525058960114	99.2555770143235	263.369108211073	787.953247915995	85.181364899954	543.85	717.048242023428	193.290704508351	377.727646422629	0.134444444444444	0.382574158442248 
	 2008	99	185.553592450137	793.525058960114	59.592133269768	149.695487911606	787.953247915995	48.4159515377022	543.85	717.048242023428	193.290704508351	301.298789315822	0.134444444444444	0.382574158442248    
	 2009	269.2	250.004935582064	793.525058960114	80.2912368474338	291.699163565845	787.953247915995	94.3441433260279	543.85	717.048242023428	193.290704508351	367.926084681813	0.134444444444444	0.382574158442248
	 2010	75.4	177.195498352304	793.525058960114	56.9078594123746	205.665985490098	787.953247915995	66.5184670918216	543.85	717.048242023428	193.290704508351	316.717031012548	0.134444444444444	0.382574158442248 
 11
	 2002	231	296.748706868097	1694.99999904372	95.9983002015114	360.900488660627	1635.5627336273	120.994233863933	735.95	1606.86880998419	251.137923524526	468.13045758997	0.513611111111111	-32.8216891108769   
	 2003	191.3	359.966646393383	1694.99999904372	116.449323563062	334.969892865501	1635.5627336273	112.300833133138	735.95	1606.86880998419	251.137923524526	479.888080220725	0.513611111111111	-32.8216891108769
	 2004	2745	214.005061605683	1694.99999904372	69.2307048798598	469.432577845998	1635.5627336273	157.380321977503	735.95	1606.86880998419	251.137923524526	477.748950381889	0.513611111111111	-32.8216891108769 
	 2005	128.8	142.902923696267	1694.99999904372	46.2291408560903	227.714528478847	1635.5627336273	76.342775304174	735.95	1606.86880998419	251.137923524526	373.70983968479	0.513611111111111	-32.8216891108769  
	 2006	82.9	192.508168224278	1694.99999904372	62.2764530955537	120.016812810509	1635.5627336273	40.2364163337385	735.95	1606.86880998419	251.137923524526	353.650792953818	0.513611111111111	-32.8216891108769 
	 2007	240.9	230.695295682859	1694.99999904372	74.6300008642781	413.202782393612	1635.5627336273	138.528917685045	735.95	1606.86880998419	251.137923524526	464.296842073849	0.513611111111111	-32.8216891108769
	 2008	96.2	145.830603640117	1694.99999904372	47.1762462406762	155.676035979476	1635.5627336273	52.1914026057836	735.95	1606.86880998419	251.137923524526	350.505572370985	0.513611111111111	-32.8216891108769 
	 2009	268.7	353.699483984684	1694.99999904372	114.421894548555	227.891759956166	1635.5627336273	76.4021933085506	735.95	1606.86880998419	251.137923524526	441.962011381631	0.513611111111111	-32.8216891108769
	 2010	88.2	112.79781078651	1694.99999904372	36.4901273412113	90.7842749555934	1635.5627336273	30.4360180722112	735.95	1606.86880998419	251.137923524526	318.064068937948	0.513611111111111	-32.8216891108769  
 12
	 2002	230.1	652.967797488499	776.743919448084	213.438476863918	186.290876899605	780.194680327661	60.6243944669798	530.5	730.227203607815	184.453199082085	458.516070412983	0.587777777777778	0.339278715084926
	 2003	157.8	249.424362054994	776.743919448084	81.5304462709128	203.919150555041	780.194680327661	66.3611403218773	530.5	730.227203607815	184.453199082085	332.344785674875	0.587777777777778	0.339278715084926
	 2004	429.7	376.252710493122	776.743919448084	122.987390423319	388.053773676768	780.194680327661	126.283827964688	530.5	730.227203607815	184.453199082085	433.724417470092	0.587777777777778	0.339278715084926
	 2005	132.4	391.241305825919	776.743919448084	127.886778985001	152.408199306944	780.194680327661	49.5979993682978	530.5	730.227203607815	184.453199082085	361.937977435384	0.587777777777778	0.339278715084926
	 2006	99.5	169.121302091873	776.743919448084	55.2814292872808	203.813498618075	780.194680327661	66.3267581513199	530.5	730.227203607815	184.453199082085	306.061386520686	0.587777777777778	0.339278715084926 
	 2007	227.3	170.195431817875	776.743919448084	55.6325348296273	280.116338922709	780.194680327661	91.1578908753986	530.5	730.227203607815	184.453199082085	331.243624787111	0.587777777777778	0.339278715084926
	 2008	103.5	188.094888637266	776.743919448084	61.4834095816699	159.243782192279	780.194680327661	51.8224940947659	530.5	730.227203607815	184.453199082085	297.759102758521	0.587777777777778	0.339278715084926
	 2009	184.5	228.445693783514	776.743919448084	74.6730560294331	200.689173196771	780.194680327661	65.3100130485182	530.5	730.227203607815	184.453199082085	324.436268160036	0.587777777777778	0.339278715084926
	 2010	107.6	95.2003552957473	776.743919448084	31.1185619097641	172.393799065853	780.194680327661	56.1018867491932	530.5	730.227203607815	184.453199082085	271.673647741042	0.587777777777778	0.339278715084926
