xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	-0.85786820013090115
1983	1.7348979163285507
1984	2.3022027191370018
1985	4.6982665214014698
1986	4.2097699391726140
1987	2.9373895791258544
1988	1.7328103746579897
1989	1.2383416799518892
1990	2.4477955995865068
1991	2.5011939281821651
1992	2.8999971558297255
1993	-8.0291801811145938
1994	2.6573134180504239
1995	2.7607651891868303
1996	4.4159765227450505
1997	0.92272535240879205
1998	1.8091650927822829
1999	-2.4458664154137391
2000	3.4296803113774850
2001	5.8253335329881999
2002	5.0214386718929891
2003	3.3636784658906618
2004	4.1656571424163475
2005	-0.58056448904030189
2006	-3.7548239602977036
2007	0.50624485804908859
2008	-6.0184457628390229
2009	1.4623416298620127
2010	-10.938960121618370
2011	-2.0933931704290591
2012	0.69315714788145988
2013	3.3831530910502812
2014	-7.8917805585226164
2015	2.5920153323989048
2016	1.6721688302696043
