xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	07.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	4.6251525414310706
1983	5.2503271244244845
1984	3.7709218457477389
1985	4.7130513159113319
1986	5.4418906254729738
1987	6.3289464988338331
1988	5.8216349460697909
1989	5.0242049762412249
1990	4.5332969437886392
1991	4.8537624268530548
1992	5.6811853549261810
1993	4.9823818187877134
1994	4.6675040450255150
1995	5.1671789228071248
1996	4.6959184396702884
1997	6.4711213547456854
1998	4.3861768003685668
1999	5.6191528100602133
2000	4.2826794172000504
2001	4.6714116153342040
2002	4.6043029836312677
2003	5.3664507527236136
2004	5.5933872470898800
2005	5.3136183486004569
2006	5.0161832493371286
2007	6.8169840991341770
2008	4.5872626080303993
2009	4.5378659497056297
2010	5.7867593034314844
2011	2.4624021235782578
2012	3.8882366131732407
2013	3.7623697472489512
2014	3.5319892945791160
2015	3.9286015703275372
2016	4.6387762857090422
