xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	6.5935051211143429	50.719270162418042	50.719270162418042
2	4.4215241202708953	34.011724002083824	84.730994164501865
3	1.0720351007070712	8.2464238515928585	92.977418016094717
4	0.60042313511357193	4.6186395008736314	97.596057516968344
5	0.13196285422867995	1.0150988786821538	98.611156395650497
6	9.2183218074808088E-002	0.70910167749852393	99.320258073149020
7	3.8661366001244486E-002	0.29739512308649613	99.617653196235523
8	2.1733303378158594E-002	0.16717925675506615	99.784832452990599
9	1.5261079726536579E-002	0.11739292097335834	99.902225373963958
10	5.5340784431501385E-003	4.2569834178078005E-002	99.944795208142025
11	3.1013815914594355E-003	2.3856781472764897E-002	99.968651989614813
12	2.7484374523644387E-003	2.1141826556649534E-002	99.989793816171442
13	1.3268038977121020E-003	1.0206183828554634E-002	99.999999999999986
