xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.3000799930349940
1983	4.9179713524529740
1984	4.6560104480958788
1985	5.1881973529869105
1986	5.8657513150884064
1987	5.9288705235676904
1988	5.3910196624865057
1989	5.3015791070182896
1990	5.9634682764603602
1991	5.6374961480668979
1992	5.7741781416419800
1993	5.4924975448605853
1994	5.5105704251561445
1995	5.5133652002261195
1996	5.7372265793796355
1997	5.6016832797297802
1998	5.6697379856975694
1999	5.1736680432788855
2000	5.1999732593785435
2001	5.4204726137987507
2002	5.1919489022054970
2003	5.4817696903001503
2004	5.3855618420081708
2005	5.1275511946023906
2006	5.1872882393126245
2007	5.9416398170491416
2008	5.2502191353518031
2009	5.3814110367238053
2010	5.2055481053553976
2011	4.0831266723727584
2012	4.3651140827685717
2013	5.3054543273593877
2014	4.6958271934816711
2015	4.7170127793910481
2016	5.4305497293106146
