xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	7.2026439282227681	55.404953294021347	55.404953294021347
2	3.5665122100563651	27.434709308125910	82.839662602147257
3	1.2694185692196995	9.7647582247669291	92.604420826914165
4	0.60228184016630903	4.6329372320485360	97.237358058962727
5	0.20293476807970398	1.5610366775361859	98.798394736498906
6	8.9338038222352048E-002	0.68721567863347799	99.485610415132385
7	3.0380601113934251E-002	0.23369693164564828	99.719307346778024
8	1.8109222829314472E-002	0.13930171407164993	99.858609060849673
9	1.0648084296831048E-002	8.1908340744854299E-002	99.940517401594533
10	3.8331163357192147E-003	2.9485510274763219E-002	99.970002911869301
11	2.0859206859197266E-003	1.6045543737844066E-002	99.986048455607147
12	1.3634893711162589E-003	1.0488379777817386E-002	99.996536835384958
13	4.5021139995584378E-004	3.4631646150449558E-003	100.00000000000001
