xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	6.9700058899388448	53.615429922606488	53.615429922606488
2	4.5724381342675873	35.172601032827586	88.788030955434081
3	0.93602051483677329	7.2001578064367164	95.988188761870788
4	0.24460062274971281	1.8815432519208677	97.869732013791676
5	0.14165394223815989	1.0896457095243066	98.959377723315967
6	6.6793513883304401E-002	0.51379626064080308	99.473173983956769
7	4.6541535640910382E-002	0.35801181262238746	99.831185796579163
8	8.7195887062140164E-003	6.7073759278569345E-002	99.898259555857734
9	6.4578524758523020E-003	4.9675788275786927E-002	99.947935344133526
10	5.2937856093334809E-003	4.0721427764103695E-002	99.988656771897624
11	8.8875128088739073E-004	6.8365483145183892E-003	99.995493320212148
12	3.7536408764403617E-004	2.8874160588002779E-003	99.998380736270946
13	2.1050428477720925E-004	1.6192637290554555E-003	100.00000000000000
