xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	8.7732689336415923	67.486684104935264	67.486684104935264
2	2.5799803189266708	19.846002453282068	87.332686558217347
3	1.0113689105932817	7.7797608507175458	95.112447408934884
4	0.42888833117109199	3.2991410090083972	98.411588417943278
5	9.1164456540751462E-002	0.70126505031347219	99.112853468256745
6	5.2864457169390054E-002	0.40664967053376933	99.519503138790512
7	2.7257369344593559E-002	0.20967207188148876	99.729175210671997
8	1.4740493464744075E-002	0.11338841126726203	99.842563621939263
9	1.0149408415661578E-002	7.8072372428165920E-002	99.920635994367430
10	5.8626761583450374E-003	4.5097508910346404E-002	99.965733503277789
11	2.3511369199694203E-003	1.8085668615149372E-002	99.983819171892932
12	1.5159154535627902E-003	1.1660888104329147E-002	99.995480059997263
13	5.8759220035548942E-004	4.5199400027345297E-003	100.00000000000000
