xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	01.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.5174233536046122
1983	5.1796570679375691
1984	4.7451400756578419
1985	6.6385227247340719
1986	5.0283412810005919
1987	6.2334376152627033
1988	5.6302637187454634
1989	5.1987923589582827
1990	5.2490403809754689
1991	5.3314546532414697
1992	7.0374540752165773
1993	5.7047806139851325
1994	5.1423669172128932
1995	5.5588613168346344
1996	5.0662814042736493
1997	5.6976310048883425
1998	5.5872538313037081
1999	5.4338322088915767
2000	5.0120994370065972
2001	6.0140674137496521
2002	5.5811384702392246
2003	5.3587810547805184
2004	5.1495027818364383
2005	5.7791705032700422
2006	4.9514028047509777
2007	4.8575429188894548
2008	5.4156056818197280
2009	4.8510639393864583
2010	5.2245735349949056
2011	4.8412796762400347
2012	4.5741545432518018
2013	4.2474437306890440
2014	4.7332862898264141
2015	4.3068015934072879
2016	5.0935110231368270
