xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	14.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.3077063893479561
1983	5.0955073105229740
1984	7.2726780411681364
1985	5.1823167880577685
1986	6.3667856315503961
1987	5.7580705037590461
1988	5.4187653189962779
1989	5.3031879425373321
1990	5.5979636041682301
1991	6.9814572511518227
1992	5.9494097934459012
1993	5.3265537044945992
1994	5.6873720253180373
1995	5.1076533697360835
1996	5.2872155685124502
1997	5.7525995414915432
1998	5.7199255407665728
1999	5.1782399306619213
2000	6.4285608692703580
2001	5.7574595097431915
2002	5.4277045698153215
2003	5.4070677098134503
2004	6.0400998231604435
2005	5.1266823882538919
2006	5.3082460539260703
2007	5.4363702784529027
2008	5.0106734418747099
2009	6.5150126527562655
2010	4.9787182480803764
2011	4.7465371578899180
2012	4.5461194584866913
2013	4.5530658424857684
2014	4.4981287457977199
2015	5.0772477700362133
2016	5.2611672244697152
