xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=13, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	8.7479209886690832	67.291699912839150	67.291699912839150
2	2.0460187606070184	15.738605850823232	83.030305763662398
3	1.2244037738470923	9.4184905680545636	92.448796331716949
4	0.49949751720488084	3.8422885938837017	96.291084925600657
5	0.21956575815144777	1.6889673703957535	97.980052295996416
6	0.15918015291297841	1.2244627147152196	99.204515010711646
7	4.4424382041694611E-002	0.34172601570534344	99.546241026416993
8	2.8062363333655194E-002	0.21586433333580937	99.762105359752809
9	1.5879749536374287E-002	0.12215191951057154	99.884257279263366
10	6.7938003912985049E-003	5.2260003009988537E-002	99.936517282273371
11	4.6681004552379321E-003	3.5908465040291819E-002	99.972425747313650
12	2.2195254805450573E-003	1.7073272927269685E-002	99.989499020240913
13	1.3651273686800839E-003	1.0500979759077577E-002	100.00000000000000
