xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.0065163881931056
1983	5.4909728096924217
1984	4.6487683029111615
1985	5.7058165089554160
1986	4.9574981007551226
1987	5.7895933164398361
1988	5.1676838099447497
1989	5.0437185189810778
1990	5.8269179064319863
1991	5.2011064763058137
1992	6.3892780087024024
1993	5.7633551660044553
1994	5.0652322892432480
1995	5.6273916654901024
1996	4.9019414016752716
1997	6.7819645496714216
1998	5.6097561251901027
1999	5.6832766941380051
2000	4.6814297813222776
2001	6.1218344732835668
2002	5.2671047761887912
2003	5.0494319068295548
2004	5.3519385936432746
2005	5.6853620641182090
2006	4.9920158865056958
2007	5.8973672664112833
2008	5.0137993606360176
2009	5.0734223930792721
2010	5.6940217228875509
2011	4.0737373287104273
2012	5.0022894800591926
2013	3.9097523694091540
2014	3.9924845519432166
2015	4.6675156594136826
2016	5.7978243468333224
