xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	30.751289900000000
cpt:X	-98.669759900000003
1982	5.7053269957675772
1983	5.6443227255949218
1984	4.5546209255680701
1985	5.6104640845779752
1986	5.1636539585429171
1987	6.2015384358887475
1988	5.6580246336593403
1989	5.1940678540713519
1990	5.8824338848843558
1991	5.5379063566463831
1992	6.5842280060383347
1993	6.2376832779369336
1994	5.1343842261233874
1995	5.5397288251813785
1996	4.9992229707387539
1997	6.4256661457309381
1998	5.7618618274296622
1999	5.3834443266543186
2000	4.9676812512638033
2001	6.2775843615378042
2002	5.2896280536945444
2003	5.1347363379689321
2004	6.3160424154335599
2005	5.7731579216594238
2006	5.0358236245804822
2007	5.8054285978959754
2008	5.3282777621504867
2009	6.0951582417319567
2010	6.4560246525303828
2011	4.9034967092113311
2012	6.0023900136236552
2013	5.7272264574199934
2014	5.4324609625399560
2015	6.1034616276174187
2016	6.5714115481048667
