xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	10.0
cpt:Y	28.308889059999998
cpt:X	-98.557238400000003
1982	4.0806294517044694
1983	4.2927510877470327
1984	3.2474272242913642
1985	4.1047120034247051
1986	3.6646678971753954
1987	3.8553856919154570
1988	5.1288216614251905
1989	4.3120747257461725
1990	4.5416660057612903
1991	3.3314995336124427
1992	4.6581848369671643
1993	4.2632983566556586
1994	5.4204225089655473
1995	1.8132951809165903
1996	3.3452065487846938
1997	3.7479422895041266
1998	3.1040321668240418
1999	2.8676177441332591
2000	3.5968847192798417
2001	2.6058328245896538
2002	4.8731865521488515
2003	4.7927300797149481
2004	3.7211284165569869
2005	3.2781472308973214
2006	5.7036733859676065
2007	3.3840574055594539
2008	3.1313958188950228
2009	3.5393512849524260
2010	2.9586606384875873
2011	2.6893418327341836
2012	4.1058219541640497
2013	3.3488099626880397
2014	3.6659456293759232
2015	2.8258478297221519
2016	4.0215495187092554
