xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	13.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	3.1196329414211523
1984	3.9261992406516812
1985	3.2959906215735195
1986	3.3256839903593916
1987	2.5043332580725877
1988	1.9687794306227149
1989	1.7090750250343962
1990	2.9323444625631181
1991	4.1231209427187032
1992	2.8207928264572217
1993	1.3158074991200994
1994	2.0879178129390628
1995	2.4612996430388421
1996	3.4344584523955559
1997	2.1130048723998098
1998	-0.95192894188048660
1999	-1.7027424895404693
2000	3.5872293856849025
2001	2.3728401375421218
2002	3.0119765906954612
2003	1.4434770607203902
2004	3.2509820277156170
2005	2.9470483027907894
2006	3.1142253976356624
2007	3.1768784869602058
2008	3.5644064763628416
2009	2.5264983634741611
2010	2.9214651824708944
