xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=eigenvalues, cpt:nrow=28, cpt:ncol=3, cpt:row=mode, cpt:col=index 
Mode	Eigenvalue	% variance	Cum. % variance
1	18.870562603691518	60.872782592553307	60.872782592553307
2	9.0885348387745761	29.317854318627678	90.190636911180988
3	1.0544137853056719	3.4013347913086207	93.591971702489616
4	0.99202694102693467	3.2000869065385005	96.792058609028118
5	0.53488441622946103	1.7254336007401978	98.517492209768321
6	0.21884551457350146	0.70595327281774700	99.223445482586072
7	7.4562543762395198E-002	0.24052433471740398	99.463969817303465
8	7.0476543112502940E-002	0.22734368745968700	99.691313504763144
9	2.8732779428229133E-002	9.2686385252352094E-002	99.783999890015494
10	2.1410448418879298E-002	6.9065962641546158E-002	99.853065852657039
11	1.2384057213654272E-002	3.9948571656949282E-002	99.893014424314003
12	1.0181044202960518E-002	3.2842078074066201E-002	99.925856502388072
13	6.7299096881931796E-003	2.1709386090945752E-002	99.947565888479005
14	4.1399425396393815E-003	1.3354653353675430E-002	99.960920541832678
15	3.2360479109215718E-003	1.0438864228779269E-002	99.971359406061438
16	2.2754952982788723E-003	7.3403074138028174E-003	99.978699713475251
17	2.1481205891150062E-003	6.9294212552097004E-003	99.985629134730459
18	1.4204027805876011E-003	4.5819444535083933E-003	99.990211079183979
19	1.0918913906768203E-003	3.5222302925058736E-003	99.993733309476482
20	8.0069276167122130E-004	2.5828798763587795E-003	99.996316189352839
21	5.0885831621254058E-004	1.6414784393952928E-003	99.997957667792235
22	2.4433757974229791E-004	7.8818574110418719E-004	99.998745853533350
23	1.7065848512826503E-004	5.5051124234924218E-004	99.999296364775688
24	1.0727378394700227E-004	3.4604446434516876E-004	99.999642409240039
25	5.6042797006734295E-005	1.8078321615075586E-004	99.999823192456191
26	3.9946785041243878E-005	1.2886059690723838E-004	99.999952053053093
27	1.4863553542645546E-005	4.7946946911759850E-005	100.00000000000000
28	0.0000000000000000	0.0000000000000000	100.00000000000000
