xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	13.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	2.8881110411216202
1984	3.8749655808516801
1985	3.1106901473231705
1986	3.9586969504116665
1987	2.9574254550105765
1988	2.5354899943714315
1989	1.0528434251260985
1990	2.4259221996256635
1991	4.1859804210995328
1992	3.0544275455670116
1993	1.7403851269659496
1994	1.4466686373039619
1995	1.6634045389261973
1996	2.8796313346724447
1997	3.0996872748418669
1998	-1.1757196959534268
1999	-1.0132167817065327
2000	3.0097432886009856
2001	2.7350888428025102
2002	3.5076754988928309
2003	1.5014661911302676
2004	3.8087568239732303
2005	2.7424462106481018
2006	3.4300604998564905
2007	2.8428584941622330
2008	3.1968256921900982
2009	2.3310460652090743
2010	2.6094361969752571
