xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	05.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	4.9053037997763633
1984	3.3928797564228277
1985	5.6268178682224175
1986	4.0506839107481083
1987	5.2737336232825403
1988	2.9327313590012647
1989	3.1248641407375155
1990	5.5182747532875922
1991	3.0785126228730668
1992	4.8787492097447576
1993	4.8095919277370154
1994	2.5991006589363170
1995	1.8714699589309953
1996	2.6286606628386298
1997	4.6947827069963433
1998	3.5483618274088036
1999	3.4390047794312921
2000	3.2395338590710816
2001	3.3359074596228391
2002	3.5291336785479417
2003	3.0183134345695595
2004	3.8216911154255717
2005	4.0981341029796106
2006	3.6395524736224916
2007	4.7183940252724437
2008	3.5007362493989689
2009	3.8637861278572814
2010	3.5506049072561532
