xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=500
cpt:field=undefined, cpt:M=1, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	-9.6756942758578450
1984	-9.1574520913481088
1985	-10.364169606824575
1986	-8.0346446601858261
1987	-14.006341518680419
1988	-14.226570148157968
1989	-13.493102840374688
1990	-9.5246032574167376
1991	-6.9548778083079119
1992	-10.770682655654047
1993	-15.594373227928832
1994	-12.170983597344543
1995	-10.092008824337324
1996	-10.161276934752141
1997	-14.558092453107889
1998	-13.213071583064995
1999	-12.407575522689264
2000	-9.5468190321035635
2001	-9.7185446547676655
2002	-9.8366395693520907
2003	-10.616662844655519
2004	-6.7861453879576921
2005	-10.270373560930832
2006	-8.8622560103563952
2007	-11.511149203088856
2008	-9.1807184574839660
2009	-10.695262578320410
2010	-12.151921494228112
cpt:field=undefined, cpt:M=2, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	-8.5641004047973990
1984	-7.9755323394660573
1985	-9.2176397273250021
1986	-6.8390612183255834
1987	-12.842654382465124
1988	-12.976877349560050
1989	-12.359645426934710
1990	-8.3552069040926558
1991	-5.7697480705829287
1992	-9.6175788138879259
1993	-14.410835497529856
1994	-11.005434391331521
1995	-8.9866344949012316
1996	-8.9158328998693470
1997	-13.368501338781359
1998	-12.082838257117416
1999	-11.292056406119061
2000	-8.3662691144050143
2001	-8.5790879581210682
2002	-8.6537131123745681
2003	-9.4864444206690752
2004	-5.5424708805239025
2005	-9.1750212458655689
2006	-7.6552709758907884
2007	-10.349382034549803
2008	-8.0743639247388401
2009	-9.5407494058205273
2010	-10.928454249639428
cpt:field=undefined, cpt:M=3, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	-7.8978348071646440
1984	-7.2671149126135566
1985	-8.5304342332538194
1986	-6.1224540678643136
1987	-12.145165195583965
1988	-12.227838207664751
1989	-11.680275289497350
1990	-7.6542957345539531
1991	-5.0594066468537688
1992	-8.9264330274020693
1993	-13.701448288950774
1994	-10.306829119629354
1995	-8.3240967575286273
1996	-8.1693403760956080
1997	-12.655485861312716
1998	-11.405400568783877
1999	-10.623438100259408
2000	-7.6586727368715941
2001	-7.8961219786094690
2002	-7.9446922880137345
2003	-8.8090156642523976
2004	-4.7970389736661350
2005	-8.5184904896108922
2006	-6.9318299546166706
2007	-9.6530436352400315
2008	-7.4112386744620204
2009	-8.8487588966278992
2010	-10.195134144048765
cpt:field=undefined, cpt:M=4, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	-7.4160683766646560
1984	-6.7548691411804720
1985	-8.0335264849399994
1986	-5.6042864329524642
1987	-11.640821466791753
1988	-11.686219497381920
1989	-11.189033167340099
1990	-7.1474776226088110
1991	-4.5457696628008906
1992	-8.4266761141028592
1993	-13.188501283231481
1994	-9.8016783670282219
1995	-7.8450258855826398
1996	-7.6295630863012853
1997	-12.139915310031373
1998	-10.915555770922191
1999	-10.139970462540395
2000	-7.1470206536029934
2001	-7.4022797582227691
2002	-7.4320102091008780
2003	-8.3191773249227428
2004	-4.2580285996896965
2005	-8.0437631735404391
2006	-6.4087208525786483
2007	-9.1495320232830579
2008	-6.9317429809497648
2009	-8.3483911773008099
2010	-9.6648816277256575
cpt:field=undefined, cpt:M=5, cpt:nrow=28, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	33.008157699999998
cpt:X	-100.18065890000000
1983	-7.0363471942697764
1984	-6.3511245925960464
1985	-7.6418711395580505
1986	-5.1958743590699301
1987	-11.243305191463753
1988	-11.259323632382893
1989	-10.801843384784824
1990	-6.7480110750388196
1991	-4.1409285809847853
1992	-8.0327750989759963
1993	-12.784204032143442
1994	-9.4035260074578542
1995	-7.4674293026130005
1996	-7.2041186017242129
1997	-11.733550219094353
1998	-10.529467338731138
1999	-9.7589084137509090
2000	-6.7437440412580383
2001	-7.0130406166596346
2002	-7.0279217694073610
2003	-7.9330939832512115
2004	-3.8331885868290563
2005	-7.6695901171356207
2006	-5.9964139873177089
2007	-8.7526716101500224
2008	-6.5538115598983540
2009	-7.9540087338874628
2010	-9.2469444288695488
