Y M L ENSO 0.0001 0.0001
1993 10 1 1 291.491 244.903
1994 10 1 1 357.571 286.994
1995 10 1 1 215.983 204.234
1996 10 1 0 244.714 256.246
1997 10 1 1 243.127 311.078
1998 10 1 1 276.296 259.873
1999 10 1 1 123.144 123.266
2000 10 1 1 158.308 152.392
2001 10 1 0 210.956 183.473
2002 10 1 1 197.96 177.81
2003 10 1 0 225.892 217.024
2004 10 1 1 216.639 209.138
2005 10 1 0 201.811 155.455
2006 10 1 1 212.822 172.732
2007 10 1 1 315.525 340.905
2008 10 1 0 190.317 159.386
2009 10 1 1 258.687 208.272
2010 10 1 1 162.011 161.322
2011 10 1 1 47.1018 70.719
2012 10 1 0 83.729 132.429
2013 10 1 0 145.652 271.889
2014 10 1 1 109.358 149.207
2015 10 1 1 141.324 192.662
2016 10 1 1 194.061 283.548
1982 11 2 1 220.815 180.219
1983 11 2 1 123.914 111.73
1984 11 2 1 290.343 231.605
1985 11 2 0 1012.99 1089.71
1986 11 2 1 1222.14 1318.12
1987 11 2 1 315.804 376.486
1988 11 2 1 167.077 165.047
1989 11 2 0 158.626 145.228
1990 11 2 0 286.604 315.408
1991 11 2 1 282.043 257.489
1992 11 2 0 247.395 232.297
1993 11 2 1 211.186 210.72
1994 11 2 1 272.103 247.294
1995 11 2 1 210.681 177.041
1996 11 2 0 1432.92 1464.91
1997 11 2 1 375.688 389.35
1998 11 2 1 218.214 204.866
1999 11 2 1 116.071 109.528
2000 11 2 1 436.139 382.014
2001 11 2 0 216.7 182.851
2002 11 2 1 312.822 257.896
2003 11 2 1 374.14 342.379
2004 11 2 1 223.65 205.304
2005 11 2 0 139.919 140.412
2006 11 2 1 167.951 142.731
2007 11 2 1 284.645 227.941
2008 11 2 0 157.84 134.71
2009 11 2 1 403.428 277.806
2010 11 2 1 112.792 114.385
2011 11 2 1 133.641 184.496
2012 11 2 0 104.148 132.006
2013 11 2 0 179.13 207.81
2014 11 2 1 67.3927 128.767
2015 11 2 1 77.0595 194.227
2016 11 2 0 121.833 218.469
1982 12 3 1 248.61 194.173
1983 12 3 0 170.946 141.042
1984 12 3 1 207.978 165.788
1985 12 3 0 216.835 189.147
1986 12 3 1 347.234 284.065
1987 12 3 1 262.961 234.898
1988 12 3 1 207.735 206.951
1989 12 3 0 223.525 206.552
1990 12 3 1 178.597 210.739
1991 12 3 1 185.638 200.469
1992 12 3 0 237.919 243.528
1993 12 3 0 213.08 190.832
1994 12 3 1 261.259 225.184
1995 12 3 1 205.712 184.97
1996 12 3 0 312.18 310.904
1997 12 3 1 262.922 210.164
1998 12 3 1 250.422 270.534
1999 12 3 1 181.04 125.245
2000 12 3 1 1705.04 1600.36
2001 12 3 0 799.619 876.012
2002 12 3 1 249.419 230.562
2003 12 3 0 216.876 218.745
2004 12 3 1 630.849 704.108
2005 12 3 1 195.591 161.016
2006 12 3 1 188.043 149.528
2007 12 3 1 261.357 242.374
2008 12 3 1 193.308 163.238
2009 12 3 1 287.164 226.901
2010 12 3 1 153.07 171.804
2011 12 3 1 99.4857 179.315
2012 12 3 0 77.2459 144.49
2013 12 3 0 131.341 183.49
2014 12 3 1 71.9674 153.182
2015 12 3 1 90.6845 209.544
2016 12 3 0 133.743 281.241
1983 01 4 1 187.4 169.042
1984 01 4 1 113.091 104.408
1985 01 4 1 672.897 655.062
1986 01 4 1 158.352 152.039
1987 01 4 1 511.67 461.739
1988 01 4 1 262.809 264.43
1989 01 4 1 191.945 167.298
1990 01 4 0 190.908 222.25
1991 01 4 1 196.318 197.605
1992 01 4 1 1534.29 1734.21
1993 01 4 0 317.332 284.643
1994 01 4 0 172.073 166.777
1995 01 4 1 258.476 230.518
1996 01 4 1 156.081 131.501
1997 01 4 0 298.801 294.839
1998 01 4 1 253.916 243.89
1999 01 4 1 253.293 224.798
2000 01 4 1 156.294 143.305
2001 01 4 1 361.117 386.313
2002 01 4 0 268.942 217.432
2003 01 4 1 216.635 205.378
2004 01 4 0 165.387 169.442
2005 01 4 1 318.574 336.747
2006 01 4 1 149.322 152.441
2007 01 4 1 119.682 107.115
2008 01 4 1 214.543 225.338
2009 01 4 1 117.147 122.076
2010 01 4 1 172.581 171.853
2011 01 4 1 132.21 117.186
2012 01 4 1 109.19 138.362
2013 01 4 0 71.6504 87.2306
2014 01 4 0 114.21 130.199
2015 01 4 1 82.3448 84.4214
2016 01 4 1 161.568 207.394
2017 01 4 0 182.775 212.725
1982 11 0 1 160.7 95.8
1983 11 0 1 95.3 59.8
1984 11 0 1 134.2 205.3
1985 11 0 0 183.7 1219
1986 11 0 1 494.0 1324
1987 11 0 1 343.5 329.7
1988 11 0 1 173.1 157.2
1989 11 0 0 176.4 108.1
1990 11 0 0 242.2 255.9
1991 11 0 1 228.2 223.5
1992 11 0 0 385.4 189.6
1993 11 0 1 142.5 137.0
1994 11 0 1 255.8 205.5
1995 11 0 1 145.1 165.2
1996 11 0 0 551.2 2796
1997 11 0 1 260.5 249.2
1998 11 0 1 324.9 263.7
1999 11 0 1 111.4 93.8
2000 11 0 1 7149 1712
2001 11 0 0 1946 154.6
2002 11 0 1 231.0 232.2
2003 11 0 1 191.3 456.1
2004 11 0 1 2745 173.3
2005 11 0 0 128.8 107.2
2006 11 0 1 82.9 95.2
2007 11 0 1 240.9 286.8
2008 11 0 0 96.2 99.0
2009 11 0 1 268.7 269.2
2010 11 0 1 88.2 75.4
2011 11 0 1 74.5 128.2
2012 11 0 0 47.7 61.6
2013 11 0 0 119.8 188.1
2014 11 0 1 76.5 64.0
2015 11 0 1 203.3 104.4
2016 11 0 0 323.5 227.8
1982 11 1 1 151.101 185.464
1983 11 1 1 125.682 90.1967
1984 11 1 1 244.287 241.425
1985 11 1 0 667.476 1136.07
1986 11 1 1 1181.28 1271.55
1987 11 1 1 620.705 422.658
1988 11 1 1 150.089 160.669
1989 11 1 0 248.664 140.55
1990 11 1 0 298.858 262.797
1991 11 1 1 241.037 263.136
1992 11 1 0 248.308 336.318
1993 11 1 1 269.13 229.013
1994 11 1 1 298.517 272.429
1995 11 1 1 247.085 203.27
1996 11 1 0 697.294 1691.6
1997 11 1 1 881.017 358.347
1998 11 1 1 203.1 224.409
1999 11 1 1 103.84 99.9413
2000 11 1 1 679.001 422.544
2001 11 1 0 187.861 195.027
2002 11 1 1 269.547 261.291
2003 11 1 1 422.478 339.666
2004 11 1 1 287.013 202.596
2005 11 1 0 155.648 126.457
2006 11 1 1 219.992 138.243
2007 11 1 1 217.926 219.227
2008 11 1 0 172.104 133.223
2009 11 1 1 309.971 311.573
2010 11 1 1 101.913 108.969
2011 11 1 1 92.0771 168.246
2012 11 1 0 64.5479 124.487
2013 11 1 0 117.721 211.78
2014 11 1 1 52.8352 114.806
2015 11 1 1 285.192 211.114
2016 11 1 0 133.079 161.467
1982 12 2 1 314.002 277.916
1983 12 2 0 139.155 131.835
1984 12 2 1 169.02 157.259
1985 12 2 0 184.963 215.462
1986 12 2 1 358.037 323.272
1987 12 2 1 272.52 189.147
1988 12 2 1 166.315 134.843
1989 12 2 0 196.51 189.657
1990 12 2 1 224.176 214.738
1991 12 2 1 181.932 219.94
1992 12 2 0 253.618 230.577
1993 12 2 0 209.061 181.014
1994 12 2 1 257.666 334.438
1995 12 2 1 182.432 137.343
1996 12 2 0 316.925 325.925
1997 12 2 1 317.307 293.088
1998 12 2 1 238.464 193.578
1999 12 2 1 153.655 127.575
2000 12 2 1 1453.98 1804.4
2001 12 2 0 713.528 961.636
2002 12 2 1 268.649 225.879
2003 12 2 0 272.378 203.607
2004 12 2 1 783.777 654.882
2005 12 2 1 187.116 134.487
2006 12 2 1 178.425 202.796
2007 12 2 1 222.38 263.583
2008 12 2 1 171.768 128.597
2009 12 2 1 324.758 439.157
2010 12 2 1 124.805 92.7633
2011 12 2 1 97.2486 126.31
2012 12 2 0 90.4171 141.026
2013 12 2 0 169.332 192.88
2014 12 2 1 116.223 148.536
2015 12 2 1 148.54 209.912
2016 12 2 0 131.991 210.066
1983 01 3 1 186.713 177.062
1984 01 3 1 113.801 96.2941
1985 01 3 1 669.712 642.782
1986 01 3 1 161.127 155.299
1987 01 3 1 495.432 442.437
1988 01 3 1 254.1 243.156
1989 01 3 1 198.923 175.014
1990 01 3 0 188.263 182.733
1991 01 3 1 197.004 205.179
1992 01 3 1 1512.39 1821.88
1993 01 3 0 304.23 338.182
1994 01 3 0 161.631 171.674
1995 01 3 1 220.168 273.507
1996 01 3 1 154.764 156.361
1997 01 3 0 283.246 285.249
1998 01 3 1 265.78 208.825
1999 01 3 1 264.127 221.931
2000 01 3 1 166.415 153.022
2001 01 3 1 369.77 348.129
2002 01 3 0 245.934 258.245
2003 01 3 1 204.548 232.988
2004 01 3 0 169.004 181.34
2005 01 3 1 343.278 320.62
2006 01 3 1 156.217 123.15
2007 01 3 1 120.077 119.533
2008 01 3 1 226.744 223.518
2009 01 3 1 114.718 126.918
2010 01 3 1 169.224 175.084
2011 01 3 1 127.584 127.344
2012 01 3 1 123.988 130.24
2013 01 3 0 67.916 77.5213
2014 01 3 0 120.954 141.544
2015 01 3 1 81.0741 91.9821
2016 01 3 1 162.804 188.713
2017 01 3 0 204.824 218.044
1983 02 4 1 215.126 201.029
1984 02 4 0 130.225 105.453
1985 02 4 1 2892.06 3163.93
1986 02 4 1 150.107 179.882
1987 02 4 1 585.214 721.807
1988 02 4 0 323.324 397.906
1989 02 4 1 206.06 219.455
1990 02 4 0 197.333 197.576
1991 02 4 0 275.286 229.918
1992 02 4 1 625.755 722.382
1993 02 4 1 348.571 373.699
1994 02 4 0 218.314 225.464
1995 02 4 1 316.184 340.63
1996 02 4 1 170.888 168.064
1997 02 4 0 157.458 213.605
1998 02 4 1 309.648 378.841
1999 02 4 1 368.405 252.555
2000 02 4 1 189.221 119.388
2001 02 4 1 621.506 551.328
2002 02 4 0 320.526 270.867
2003 02 4 1 234.403 264.3
2004 02 4 0 226.939 199.667
2005 02 4 0 425.719 367.408
2006 02 4 1 174.195 178.582
2007 02 4 0 226.62 173.873
2008 02 4 1 216.54 230.352
2009 02 4 1 156.329 118.498
2010 02 4 1 625.548 567.334
2011 02 4 1 133.908 126.331
2012 02 4 1 89.9907 127.838
2013 02 4 0 79.0147 111.291
2014 02 4 0 119.614 124.164
2015 02 4 1 119.388 125.309
2016 02 4 1 174.543 222.011
2017 02 4 0 186.253 212.628
1982 12 0 1 167.3 160.7
1983 12 0 0 77.8 95.3
1984 12 0 1 1634 134.2
1985 12 0 0 138.9 183.7
1986 12 0 1 830.5 494.0
1987 12 0 1 306.1 343.5
1988 12 0 1 188.3 173.1
1989 12 0 0 191.4 176.4
1990 12 0 1 197.2 242.2
1991 12 0 1 3179 228.2
1992 12 0 0 370.7 385.4
1993 12 0 0 158.2 142.5
1994 12 0 1 303.5 255.8
1995 12 0 1 136.2 145.1
1996 12 0 0 359.7 551.2
1997 12 0 1 280.1 260.5
1998 12 0 1 270.5 324.9
1999 12 0 1 141.9 111.4
2000 12 0 1 549.2 7149
2001 12 0 0 313.6 1946
2002 12 0 1 230.1 231.0
2003 12 0 0 157.8 191.3
2004 12 0 1 429.7 2745
2005 12 0 1 132.4 128.8
2006 12 0 1 99.5 82.9
2007 12 0 1 227.3 240.9
2008 12 0 1 103.5 96.2
2009 12 0 1 184.5 268.7
2010 12 0 1 107.6 88.2
2011 12 0 1 128.3 74.5
2012 12 0 0 54.9 47.7
2013 12 0 0 121.1 119.8
2014 12 0 1 63.1 76.5
2015 12 0 1 214.8 203.3
2016 12 0 0 254.2 323.5
1982 12 1 1 284.441 144.99
1983 12 1 0 114.256 119.247
1984 12 1 1 218.531 166.786
1985 12 1 0 217.305 148.045
1986 12 1 1 354.474 351.062
1987 12 1 1 238.619 244.12
1988 12 1 1 197.009 144.081
1989 12 1 0 169 175.166
1990 12 1 1 251.194 196.245
1991 12 1 1 263.135 244.851
1992 12 1 0 448.326 300.205
1993 12 1 0 307.172 176.446
1994 12 1 1 314.637 296.773
1995 12 1 1 185.047 195.687
1996 12 1 0 352.035 343.115
1997 12 1 1 260.046 184.035
1998 12 1 1 209.969 199.844
1999 12 1 1 123.454 153.08
2000 12 1 1 830.51 1660.74
2001 12 1 0 391.467 976.491
2002 12 1 1 372.12 396.796
2003 12 1 0 189.707 219.902
2004 12 1 1 869.711 550.575
2005 12 1 1 166.114 268.136
2006 12 1 1 175.27 137.158
2007 12 1 1 181.214 175.012
2008 12 1 1 128.252 150.915
2009 12 1 1 425.014 218.817
2010 12 1 1 95.1159 109.377
2011 12 1 1 173.511 122.83
2012 12 1 0 81.3579 85.6861
2013 12 1 0 163.455 348.31
2014 12 1 1 144.5 280.622
2015 12 1 1 119.778 262.953
2016 12 1 0 123.195 158.162
1983 01 2 1 182.724 148.954
1984 01 2 1 101.574 104.32
1985 01 2 1 641.762 705.203
1986 01 2 1 183.078 155.03
1987 01 2 1 488.358 457.213
1988 01 2 1 255.573 256.302
1989 01 2 1 199.554 184.982
1990 01 2 0 184.333 173.638
1991 01 2 1 187.222 180.521
1992 01 2 1 1510.72 1641.78
1993 01 2 0 314.649 305.86
1994 01 2 0 165.714 150.298
1995 01 2 1 255.062 248.575
1996 01 2 1 151.128 147.586
1997 01 2 0 314.332 289.536
1998 01 2 1 265.593 204.661
1999 01 2 1 247.849 251.648
2000 01 2 1 159.734 162.355
2001 01 2 1 377.315 394.197
2002 01 2 0 274.658 255.715
2003 01 2 1 213.987 201.344
2004 01 2 0 151.415 161.645
2005 01 2 1 333.565 330.385
2006 01 2 1 138.988 147.554
2007 01 2 1 117.731 119.699
2008 01 2 1 217.067 212.081
2009 01 2 1 114.185 131.829
2010 01 2 1 174.183 166.062
2011 01 2 1 130.907 140.127
2012 01 2 1 134.87 152.656
2013 01 2 0 73.1684 74.1892
2014 01 2 0 136.138 137.757
2015 01 2 1 87.3247 88.501
2016 01 2 1 176.437 194.669
2017 01 2 0 191.247 237.555
1983 02 3 1 285.323 204.313
1984 02 3 0 155.65 110.565
1985 02 3 1 2234.34 2486.97
1986 02 3 1 194.883 162.087
1987 02 3 1 649.338 804.759
1988 02 3 0 353.048 360.325
1989 02 3 1 244.871 205.983
1990 02 3 0 216.316 194.786
1991 02 3 0 277.982 250.357
1992 02 3 1 622.105 724.057
1993 02 3 1 324.964 426.476
1994 02 3 0 236.97 238.192
1995 02 3 1 365.421 389.118
1996 02 3 1 166.178 139.089
1997 02 3 0 144.609 179.209
1998 02 3 1 369.141 307.257
1999 02 3 1 260.74 234.45
2000 02 3 1 179.733 139.275
2001 02 3 1 552.313 509.44
2002 02 3 0 329.181 241.9
2003 02 3 1 282.846 291.96
2004 02 3 0 266.86 217.389
2005 02 3 0 357.03 361.395
2006 02 3 1 184.566 176.58
2007 02 3 0 209.729 192.978
2008 02 3 1 244.262 193.167
2009 02 3 1 133.569 112.553
2010 02 3 1 497.455 590.636
2011 02 3 1 157.221 99.9233
2012 02 3 1 94.4371 99.5661
2013 02 3 0 98.5191 154.556
2014 02 3 0 135.172 141.188
2015 02 3 1 129.394 133.567
2016 02 3 1 186.539 274.286
2017 02 3 0 138.36 201.137
1983 03 4 1 444.779 443.281
1984 03 4 0 157.431 135.7
1985 03 4 1 322.476 308.166
1986 03 4 0 396.944 384.456
1987 03 4 1 554.253 550.339
1988 03 4 0 234.315 330.143
1989 03 4 1 204.149 354.695
1990 03 4 0 282.161 200.276
1991 03 4 0 251.193 169.741
1992 03 4 1 2937.22 4048.68
1993 03 4 1 481.325 312.57
1994 03 4 0 217.705 231.014
1995 03 4 0 291.172 316.156
1996 03 4 0 150.45 181.475
1997 03 4 0 719.92 838.118
1998 03 4 1 316.559 532.33
1999 03 4 1 184.659 156.076
2000 03 4 1 129.742 131.199
2001 03 4 0 539.66 440.271
2002 03 4 0 342.733 278.494
2003 03 4 1 284.082 301.282
2004 03 4 0 258.879 168.837
2005 03 4 0 486.488 397.735
2006 03 4 1 149.922 162.223
2007 03 4 0 176.095 146.797
2008 03 4 1 194.396 194.026
2009 03 4 1 152.481 137.551
2010 03 4 1 1007.96 733.023
2011 03 4 1 118.223 139.583
2012 03 4 0 158.833 251.039
2013 03 4 0 90.66 118.188
2014 03 4 0 156.855 140.785
2015 03 4 1 105.092 111.338
2016 03 4 1 138.253 213.613
2017 03 4 0 193.856 321.229
