M,L,CORR_CV,MSSS_CV,CORR_CV_EY,MSSS_CV_EY,CORR_CV_EN,MSSS_CV_EN,N,N1,N0

01,0,NA,NA,NA,NA,NA,NA,35,26,9
01,1,0.7726243,0.1765776,0.7078346,0.1612591,0.8984341,0.9049692,35,26,9
01,2,0.2044232,0,0.6640439,0.06139028,0,0.3343039,35,26,9
01,3,0.1718503,0,0.7037292,0.1056798,0,0.4437923,35,26,9
01,4,0.1244036,0,0.7298547,0.1721016,0,0.5199747,35,26,9

02,0,NA,NA,NA,NA,NA,NA,35,22,13
02,1,0.8152053,0.1527946,0.9027705,0.1289834,0.5950436,0.5724437,35,22,13
02,2,0.8060883,0.09432257,0.8925953,0.08091352,0.6143274,0.3822165,35,22,13
02,3,0,0,0.8654613,0.1160198,0,0.07980013,35,22,13
02,4,0,0,0.8880729,0.2041942,0,0.04130135,35,22,13

03,0,NA,NA,NA,NA,NA,NA,35,17,18
03,1,0.469039,0.07869536,0.6029412,0.07949925,0.336603,0.09917243,35,17,18
03,2,0.1681143,0,0.1740196,0,0.3014972,0,35,17,18
03,3,0.1473802,0,0.252451,0,0.1166753,0,35,17,18
03,4,0,0,0.5269608,0.381749,0.1775942,0,35,17,18

04,0,NA,NA,NA,NA,NA,NA,35,16,19
04,1,0.8559217,0.1200865,0.8235294,0.4480597,0.8365567,0.1793277,35,16,19
04,2,0.8859147,0.1392067,0.8147059,0.5278409,0.8699486,0.08674602,35,16,19
04,3,0.8256484,0.1271304,0.7235294,0.4501551,0.8471015,0.07151535,35,16,19
04,4,0.8031398,0.08661807,0.7323529,0.3928139,0.8189819,0.03525736,35,16,19

05,0,NA,NA,NA,NA,NA,NA,35,17,18
05,1,0.6825442,0.5391436,0.6936275,0.6479595,0.6071245,0.1575116,35,17,18
05,2,0.7242925,0.6069913,0.620098,0.5308104,0.6814663,0.7712877,35,17,18
05,3,0.6903895,0.2314537,0.6421569,0.03140828,0.6525556,0.8398573,35,17,18
05,4,0.729336,0.6479702,0.7058824,0.6516113,0.669076,0.5622688,35,17,18

06,0,NA,NA,NA,NA,NA,NA,35,16,19
06,1,0.5548396,0.09646223,0.7411765,0.08589657,0.3624397,0.3555226,35,16,19
06,2,0.5835551,0,0.7588235,0,0.455463,0.3259748,35,16,19
06,3,0.6530326,0.3986715,0.7294118,0.4931199,0.6160597,0.07791419,35,16,19
06,4,0.603726,0.04346262,0.7176471,0.04009066,0.4563405,0.3238272,35,16,19

07,0,NA,NA,NA,NA,NA,NA,35,15,20
07,1,0.5858916,0,0.6881765,0,0.5030126,0.1010387,35,15,20
07,2,0.5100752,0,0.5985702,0,0.3298197,0.07026787,35,15,20
07,3,0.4937888,0.02238614,0.5806489,0,0.3719884,0.6918535,35,15,20
07,4,0.5057228,0,0.5663119,0,0.3554221,0.01213602,35,15,20

08,0,NA,NA,NA,NA,NA,NA,35,14,21
08,1,0.4313869,0.004261495,0.2156217,0.04651835,0.4679839,0.0115635,35,14,21
08,2,0.2978088,0,0.4004403,0.005427783,0.192161,0,35,14,21
08,3,0.3948287,0,0.2354237,0.02997281,0.4418395,0,35,14,21
08,4,0.5036597,0,0.5104514,0.1211607,0.4888993,0,35,14,21

09,0,NA,NA,NA,NA,NA,NA,35,18,17
09,1,0.5276303,0,0.6422303,0,0.3292393,0,35,18,17
09,2,0.53857,0,0.7392877,0,0.1326785,0,35,18,17
09,3,0.5175321,0,0.6164172,0,0.3243253,0,35,18,17
09,4,0.6053302,0,0.7186372,0,0.4176917,0.1919317,35,18,17

10,0,NA,NA,NA,NA,NA,NA,35,23,12
10,1,0.09580503,0,0,0.2061939,0.05594406,0,35,23,12
10,2,0.01218573,0,0.01581028,0.26836,0,0,35,23,12
10,3,0,0,0,0.2024864,0.2657343,0,35,23,12
10,4,0,0,0,0.175123,0.1538462,0,35,23,12

11,0,NA,NA,NA,NA,NA,NA,35,24,11
11,1,0.2011768,0,0.2219322,0,0.07272727,0,35,24,11
11,2,0.3748949,0,0.3864231,0,0.3363636,0,35,24,11
11,3,0.3611656,0.00557729,0.3951263,0.1167174,0.2,0,35,24,11
11,4,0.3278229,0,0.3794605,0.1177535,0.09090909,0,35,24,11

12,0,NA,NA,NA,NA,NA,NA,35,24,11
12,1,0.7450597,0.04142099,0.7536992,0,0.7727273,0.5226646,35,24,11
12,2,0.7543628,0.1415129,0.7355823,0.1352596,0.6454545,0.1751448,35,24,11
12,3,0.8080456,0,0.7928637,0,0.8545455,0.4637596,35,24,11
12,4,0.7345482,0.02460807,0.7075721,0,0.7090909,0.2624063,35,24,11

