Y M L ENSO 0.0001 0.0001
1987 06 2 1 834.943 1500.63
1988 06 2 1 99.4747 47.4652
1989 06 2 0 91.083 53.7439
1990 06 2 0 2447.59 1263.7
1991 06 2 1 423.691 611.484
1992 06 2 1 226.278 688.888
1993 06 2 1 165.544 178.513
1994 06 2 1 1018.68 1247.8
1995 06 2 0 104.992 70.1726
1996 06 2 0 58.5794 24.8948
1997 06 2 1 210.95 217.004
1998 06 2 0 19.1127 30.1836
1999 06 2 1 72.889 37.2126
2000 06 2 0 12.5814 5.19421
2001 06 2 0 200.593 150.441
2002 06 2 1 168.871 201.397
2003 06 2 0 24.328 35.0558
2004 06 2 1 61.4933 48.106
2005 06 2 1 73.0987 57.9812
2006 06 2 0 654.654 253.386
2007 06 2 0 1318.56 688.271
2008 06 2 0 293.915 117.451
2009 06 2 1 58.679 69.4972
2010 06 2 0 183.954 149.471
2011 06 2 0 85.398 37.1917
2012 06 2 0 46.5515 17.2441
2013 06 2 0 1.60459 3.00487
2014 06 2 1 0.881642 7.53672
2015 06 2 1 84.1467 835.94
2016 06 2 0 170.18 738.92
1982 07 3 1 363.267 575.987
1983 07 3 0 29.0676 19.8513
1984 07 3 0 0.0624065 0.0524014
1985 07 3 0 21.5614 22.5899
1986 07 3 0 208.844 3.65209
1987 07 3 1 262.798 108.869
1988 07 3 1 17.0928 10.4309
1989 07 3 0 51.3404 13.702
1990 07 3 0 57.4334 55.1246
1991 07 3 1 789.012 650.784
1992 07 3 1 606.398 1757.66
1993 07 3 1 53.9541 118.846
1994 07 3 0 12.9425 6.61707
1995 07 3 0 68.9758 91.8066
1996 07 3 0 30.7281 13.9
1997 07 3 1 139.301 253.898
1998 07 3 1 0.841653 0.929771
1999 07 3 1 37.7151 25.5577
2000 07 3 0 19.4741 20.3972
2001 07 3 0 1.2971 1.25789
2002 07 3 1 34.0749 21.9074
2003 07 3 0 92.3667 559.609
2004 07 3 1 11.3877 19.6854
2005 07 3 0 10.7012 19.3285
2006 07 3 0 0.687518 0.60371
2007 07 3 0 222.657 302.576
2008 07 3 0 49.9514 24.0637
2009 07 3 1 8.28103 19.0536
2010 07 3 1 10.5443 23.3142
2011 07 3 0 0.000672169 0.00247124
2012 07 3 1 1.08604e-07 4.92198e-05
2013 07 3 0 1.50302 8.12387
2014 07 3 0 5.48356 6.70562
2015 07 3 1 2504.09 102.31
2016 07 3 0 3009.3 5864.04
1982 08 4 1 16.3671 15.3417
1983 08 4 0 5.62755 21.5205
1984 08 4 0 0.000108344 0.000460531
1985 08 4 0 8.01392 7.19683
1986 08 4 0 13.694 10.6658
1987 08 4 1 9.71856 0.6491
1988 08 4 1 7.51339 15.6201
1989 08 4 0 2.03519 5.70357
1990 08 4 0 3.26186 5.61296
1991 08 4 1 9.28215 8.90319
1992 08 4 0 15.9653 24.0679
1993 08 4 0 3.05577 0.385218
1994 08 4 1 2.2498 7.30561
1995 08 4 0 2.80482 3.5298
1996 08 4 0 1.443 2.31019
1997 08 4 1 11.5247 7.7202
1998 08 4 1 7.07763 6.142
1999 08 4 1 5.84299 2.50759
2000 08 4 0 39.8891 22.7392
2001 08 4 0 0.427604 0.270888
2002 08 4 1 29.8953 9.82083
2003 08 4 0 3.96555 5.50101
2004 08 4 1 8.47592 120.207
2005 08 4 0 2.16426 0.205272
2006 08 4 0 0.468473 0.309348
2007 08 4 0 18.0497 43.9509
2008 08 4 0 2.04637 0.896252
2009 08 4 1 4.14042 1.25115
2010 08 4 1 11.6989 10.8667
2011 08 4 0 0.00258532 0.00111385
2012 08 4 1 0.00577182 0.00793938
2013 08 4 0 49.8974 0.833737
2014 08 4 0 11.7931 0.338522
2015 08 4 1 45.5547 27.3636
2016 08 4 0 4.26462 25.254
1982 06 0 1 1905 1927
1983 06 0 1 104.9 168.0
1984 06 0 0 1.10 5.16
1985 06 0 0 471.7 298.2
1986 06 0 0 496.6 36.1
1987 06 0 1 742.9 980.2
1988 06 0 1 70.9 53.1
1989 06 0 0 344.3 54.6
1990 06 0 0 352.9 1953
1991 06 0 1 2025 440.0
1992 06 0 1 1898 289.2
1993 06 0 1 284.4 172.0
1994 06 0 1 61.1 817.0
1995 06 0 0 232.5 47.6
1996 06 0 0 78.0 26.2
1997 06 0 1 841.3 270.8
1998 06 0 0 8.39 10.3
1999 06 0 1 262.9 54.3
2000 06 0 0 92.6 5.03
2001 06 0 0 20.2 106.4
2002 06 0 1 151.8 169.7
2003 06 0 0 662.4 15.2
2004 06 0 1 109.9 53.8
2005 06 0 1 102.2 59.5
2006 06 0 0 9.90 336.0
2007 06 0 0 941.6 900.6
2008 06 0 0 250.6 240.2
2009 06 0 1 169.2 52.9
2010 06 0 0 115.5 140.7
2011 06 0 0 0.100 5.67
2012 06 0 0 0.002 1.48
2013 06 0 0 66.7 0.711
2014 06 0 1 73.4 7.68
2015 06 0 1 746.1 1408
2016 06 0 0 1744 1577
1982 06 1 1 618.601 1004.07
1983 06 1 1 899.044 146.745
1984 06 1 0 55.7103 57.023
1985 06 1 0 206.632 1585.08
1986 06 1 0 115.707 126.015
1987 06 1 1 539.567 812.858
1988 06 1 1 54.2032 77.874
1989 06 1 0 73.7222 96.4181
1990 06 1 0 1089.09 2528.62
1991 06 1 1 155.918 1319.99
1992 06 1 1 1105.58 253.856
1993 06 1 1 364.969 132.479
1994 06 1 1 360.711 961.119
1995 06 1 0 253.729 111.099
1996 06 1 0 16.3759 65.7364
1997 06 1 1 1380.51 242.608
1998 06 1 0 10.4841 18.3841
1999 06 1 1 95.1524 20.0601
2000 06 1 0 73.6399 2.58776
2001 06 1 0 520.314 149.486
2002 06 1 1 196.839 298.355
2003 06 1 0 12.8078 13.463
2004 06 1 1 21.3187 47.9732
2005 06 1 1 185.903 129.548
2006 06 1 0 75.2601 53.77
2007 06 1 0 2814.21 934.393
2008 06 1 0 44.6754 18.5722
2009 06 1 1 76.7946 62.9146
2010 06 1 0 112.52 118.562
2011 06 1 0 12.7154 29.7168
2012 06 1 0 22.761 13.2022
2013 06 1 0 2.89082 2.852
2014 06 1 1 6.64912 8.33182
2015 06 1 1 536.746 3092.44
2016 06 1 0 232.429 722.589
1982 07 2 1 374.263 581.527
1983 07 2 0 13.3597 24.2744
1984 07 2 0 0.0858812 0.057333
1985 07 2 0 75.6133 61.0533
1986 07 2 0 113.345 36.7834
1987 07 2 1 237.179 360.641
1988 07 2 1 23.3884 11.2072
1989 07 2 0 77.5034 82.1894
1990 07 2 0 70.037 83.9132
1991 07 2 1 742.08 281.582
1992 07 2 1 321.543 908.145
1993 07 2 1 45.0605 4.81331
1994 07 2 0 6.92513 1.19149
1995 07 2 0 67.8624 25.7289
1996 07 2 0 29.8532 10.4691
1997 07 2 1 124.6 270.823
1998 07 2 1 1.04054 0.477155
1999 07 2 1 123.443 6.36454
2000 07 2 0 25.6205 6.01436
2001 07 2 0 1.08978 2.42446
2002 07 2 1 26.6806 18.6568
2003 07 2 0 153.221 111.031
2004 07 2 1 16.6659 32.9386
2005 07 2 0 15.3405 21.8173
2006 07 2 0 1.18151 2.49527
2007 07 2 0 135.505 93.0253
2008 07 2 0 79.0722 29.9212
2009 07 2 1 27.6403 64.6118
2010 07 2 1 31.7106 26.4599
2011 07 2 0 0.00034867 0.00243389
2012 07 2 1 4.26555e-07 3.64338e-05
2013 07 2 0 3.10881 9.03617
2014 07 2 0 4.32925 17.5145
2015 07 2 1 78.3338 167.889
2016 07 2 0 302.402 3044.59
1982 08 3 1 6.05761 39.0844
1983 08 3 0 69.0824 1.54341
1984 08 3 0 7.07545e-05 0.00371641
1985 08 3 0 4.48656 16.5559
1986 08 3 0 29.3399 20.3611
1987 08 3 1 2.89071 5.30981
1988 08 3 1 7.48217 3.34253
1989 08 3 0 0.153667 1.62093
1990 08 3 0 0.799279 1.45822
1991 08 3 1 6.18933 39.3357
1992 08 3 0 163.033 27.6651
1993 08 3 0 3.07177 3.92883
1994 08 3 1 1.73426 52.7212
1995 08 3 0 3.79977 2.1658
1996 08 3 0 2.81939 3.4134
1997 08 3 1 4.37047 12.0501
1998 08 3 1 7.45186 1.77012
1999 08 3 1 4.73047 22.4208
2000 08 3 0 23.816 58.942
2001 08 3 0 0.311736 0.347156
2002 08 3 1 119.662 6.78226
2003 08 3 0 3.39653 1.76328
2004 08 3 1 4.8147 5.68599
2005 08 3 0 0.555341 0.956946
2006 08 3 0 0.179412 0.439019
2007 08 3 0 12.6763 7.40527
2008 08 3 0 3.37806 0.0541156
2009 08 3 1 5.08989 0.63955
2010 08 3 1 2.47917 17.7046
2011 08 3 0 0.0151477 0.000968433
2012 08 3 1 0.00788153 0.00300832
2013 08 3 0 50.1069 2.59391
2014 08 3 0 15.7241 3.16841
2015 08 3 1 1524.36 11.1744
2016 08 3 0 68.3403 2.45891
1982 09 4 1 104.445 216.97
1983 09 4 0 9.82989 20.3756
1984 09 4 0 11.5075 15.0462
1985 09 4 0 9.27823 14.3894
1986 09 4 1 9.87674 21.4507
1987 09 4 1 11.1694 22.909
1988 09 4 1 3.10236 2.41208
1989 09 4 0 3.44584 6.71464
1990 09 4 0 76.197 749.928
1991 09 4 1 289.073 65.8283
1992 09 4 0 28.5989 186.95
1993 09 4 1 8.43506 52.1466
1994 09 4 1 3.06673 4.13092
1995 09 4 0 73.6946 69.5785
1996 09 4 0 17.9103 36.8304
1997 09 4 1 217.066 165.971
1998 09 4 0 0.0265017 0.0433006
1999 09 4 1 0.25045 0.14176
2000 09 4 0 0.0113702 0.00438376
2001 09 4 0 0.00391223 0.00824784
2002 09 4 1 48.9399 27.6402
2003 09 4 0 2.91309 2.58575
2004 09 4 1 108.343 51.3435
2005 09 4 0 496.898 191.676
2006 09 4 1 0.00252854 0.00631551
2007 09 4 1 525.798 153.051
2008 09 4 0 64.8263 1.11956
2009 09 4 1 63.5051 11.2687
2010 09 4 1 21.8486 38.5065
2011 09 4 0 0.474077 0.455688
2012 09 4 1 0.0175617 0.0143833
2013 09 4 0 38.9634 6.43151
2014 09 4 1 3.41864 0.216088
2015 09 4 1 20.6781 680.433
2016 09 4 0 79.8504 11.7516
1982 07 0 1 483.4 1905
1983 07 0 0 57.1 104.9
1984 07 0 0 0.0 1.10
1985 07 0 0 85.9 471.7
1986 07 0 0 264.3 496.6
1987 07 0 1 167.9 742.9
1988 07 0 1 100.8 70.9
1989 07 0 0 10.2 344.3
1990 07 0 0 27.4 352.9
1991 07 0 1 251.9 2025
1992 07 0 1 522.5 1898
1993 07 0 1 21.9 284.4
1994 07 0 0 15.0 61.1
1995 07 0 0 30.9 232.5
1996 07 0 0 10.0 78.0
1997 07 0 1 115.5 841.3
1998 07 0 1 30.7 8.39
1999 07 0 1 8.20 262.9
2000 07 0 0 153.5 92.6
2001 07 0 0 0.096 20.2
2002 07 0 1 518.3 151.8
2003 07 0 0 30.3 662.4
2004 07 0 1 175.3 109.9
2005 07 0 0 10.0 102.2
2006 07 0 0 0.594 9.90
2007 07 0 0 453.9 941.6
2008 07 0 0 15.3 250.6
2009 07 0 1 45.7 169.2
2010 07 0 1 194.9 115.5
2011 07 0 0 0.0 0.100
2012 07 0 1 0.0 0.002
2013 07 0 0 102.2 66.7
2014 07 0 0 11.1 73.4
2015 07 0 1 212.9 746.1
2016 07 0 0 67.4 1744
1982 07 1 1 651.165 436.569
1983 07 1 0 54.1817 19.7291
1984 07 1 0 0.206101 0.339838
1985 07 1 0 76.3131 27.9086
1986 07 1 0 110.081 27.5087
1987 07 1 1 146.303 82.4139
1988 07 1 1 5.93435 7.65217
1989 07 1 0 82.5168 89.33
1990 07 1 0 58.4072 107.595
1991 07 1 1 710.662 685.468
1992 07 1 1 378.965 234.61
1993 07 1 1 35.6811 36.3541
1994 07 1 0 4.18066 27.2662
1995 07 1 0 44.019 28.6612
1996 07 1 0 23.4197 14.7049
1997 07 1 1 201.98 220.375
1998 07 1 1 0.410259 0.976812
1999 07 1 1 263.22 40.7598
2000 07 1 0 3.78661 15.5051
2001 07 1 0 4.44796 2.54758
2002 07 1 1 34.7058 16.7885
2003 07 1 0 108.037 254.797
2004 07 1 1 10.8363 19.1556
2005 07 1 0 28.4664 12.21
2006 07 1 0 0.63612 0.917891
2007 07 1 0 337.54 279.248
2008 07 1 0 57.2549 75.7979
2009 07 1 1 36.7114 44.3624
2010 07 1 1 18.3667 30.2007
2011 07 1 0 0.000591667 0.00242354
2012 07 1 1 1.96532e-06 8.12824e-05
2013 07 1 0 8.52935 6.83197
2014 07 1 0 17.7981 8.68036
2015 07 1 1 73.0208 271.069
2016 07 1 0 324.628 50.9243
1982 08 2 1 152.271 4.69074
1983 08 2 0 0.887048 38.632
1984 08 2 0 0.0026416 1.11614e-05
1985 08 2 0 390.118 1.65114
1986 08 2 0 6.55562 10.3012
1987 08 2 1 45.5891 24.5759
1988 08 2 1 17.9249 42.7308
1989 08 2 0 4.1254 2.46496
1990 08 2 0 5.67475 4.31587
1991 08 2 1 5.24623 10.7292
1992 08 2 0 2.83325 607.549
1993 08 2 0 6.62913 71.0924
1994 08 2 1 14.0305 3.1467
1995 08 2 0 2.58768 2.25401
1996 08 2 0 0.473866 0.261639
1997 08 2 1 4.26155 6.01812
1998 08 2 1 3.63298 2.65013
1999 08 2 1 1.01705 6.09262
2000 08 2 0 2.38302 53.7567
2001 08 2 0 1.23261 0.0965846
2002 08 2 1 21.2915 244.088
2003 08 2 0 3.30746 0.672768
2004 08 2 1 49.589 8.19282
2005 08 2 0 0.772017 0.226677
2006 08 2 0 0.0750472 0.112094
2007 08 2 0 525.256 35.5974
2008 08 2 0 0.330142 0.653104
2009 08 2 1 1.07166 1.97178
2010 08 2 1 6.62218 0.0374468
2011 08 2 0 0.000398731 0.000736941
2012 08 2 1 8.11784e-05 0.0137752
2013 08 2 0 1.89147 75.1534
2014 08 2 0 1.39599 15.6758
2015 08 2 1 40.4667 12.1078
2016 08 2 0 5.03271 3.20961
1982 09 3 1 83.0501 150.254
1983 09 3 0 20.1207 39.4248
1984 09 3 0 20.7444 19.3535
1985 09 3 0 26.8501 33.5468
1986 09 3 1 21.9809 8.28965
1987 09 3 1 19.9816 47.4299
1988 09 3 1 11.1034 30.7842
1989 09 3 0 1.56781 8.18309
1990 09 3 0 55.1999 67.3223
1991 09 3 1 104.091 71.0066
1992 09 3 0 254.452 398.448
1993 09 3 1 28.0215 36.7892
1994 09 3 1 6.30987 14.6096
1995 09 3 0 94.7781 69.8094
1996 09 3 0 26.7359 32.4307
1997 09 3 1 59.805 29.9893
1998 09 3 0 0.144225 0.0540196
1999 09 3 1 5.25387 0.147622
2000 09 3 0 0.0683806 0.0323785
2001 09 3 0 0.00797864 0.0061819
2002 09 3 1 20.2849 11.1562
2003 09 3 0 2.4777 2.4593
2004 09 3 1 116.504 82.0237
2005 09 3 0 558.748 1090.77
2006 09 3 1 0.00402861 0.00211874
2007 09 3 1 938.716 52.5252
2008 09 3 0 26.0196 6.47629
2009 09 3 1 22.5892 8.52451
2010 09 3 1 25.3098 129.237
2011 09 3 0 0.390176 0.57309
2012 09 3 1 0.11632 0.0114388
2013 09 3 0 1.48903 13.2068
2014 09 3 1 0.776035 2.09126
2015 09 3 1 5.84155 17.5136
2016 09 3 0 25.3508 9.42854
1982 10 4 1 401.834 31.574
1983 10 4 0 1.6745 8.10447
1984 10 4 1 13.093 18.8201
1985 10 4 0 28.8699 18.1009
1986 10 4 1 23.6278 113.63
1987 10 4 1 265.989 172.416
1988 10 4 1 11.8295 11.421
1989 10 4 0 22.4808 44.9967
1990 10 4 0 154.468 180.119
1991 10 4 1 262.604 156.397
1992 10 4 0 89.427 175.359
1993 10 4 1 73.1548 199.621
1994 10 4 1 38.4346 101.847
1995 10 4 1 145.682 62.2303
1996 10 4 0 52.5158 61.2977
1997 10 4 1 28.9461 185.259
1998 10 4 1 0.802565 3.32458
1999 10 4 1 0.0780739 0.0813319
2000 10 4 1 0.343167 0.195869
2001 10 4 0 39.3266 12.7106
2002 10 4 1 28.1668 8.13065
2003 10 4 0 14.4733 49.6296
2004 10 4 1 34.6152 37.5012
2005 10 4 0 53.7061 40.4054
2006 10 4 1 17.8007 3.36061
2007 10 4 1 34.1413 26.5574
2008 10 4 0 15.7895 12.2513
2009 10 4 1 103.126 4.31929
2010 10 4 1 68.7608 46.5607
2011 10 4 1 0.0322442 0.110789
2012 10 4 0 5.21723 6.62977
2013 10 4 0 6.58746 4.70279
2014 10 4 1 74.8346 44.046
2015 10 4 1 4.11937 4.7823
2016 10 4 1 38.3166 118.006
1982 08 0 1 88.1 483.4
1983 08 0 0 8.52 57.1
1984 08 0 0 7.16 0.0
1985 08 0 0 31.2 85.9
1986 08 0 0 12.5 264.3
1987 08 0 1 33.2 167.9
1988 08 0 1 11.6 100.8
1989 08 0 0 0.505 10.2
1990 08 0 0 151.4 27.4
1991 08 0 1 497.9 251.9
1992 08 0 0 301.5 522.5
1993 08 0 0 11.5 21.9
1994 08 0 1 3.05 15.0
1995 08 0 0 578.9 30.9
1996 08 0 0 41.3 10.0
1997 08 0 1 43.2 115.5
1998 08 0 1 0.0 30.7
1999 08 0 1 0.0 8.20
2000 08 0 0 0.0 153.5
2001 08 0 0 0.0 0.096
2002 08 0 1 16.6 518.3
2003 08 0 0 1.00 30.3
2004 08 0 1 146.0 175.3
2005 08 0 0 2672 10.0
2006 08 0 0 0.0 0.594
2007 08 0 0 1821 453.9
2008 08 0 0 30.1 15.3
2009 08 0 1 39.3 45.7
2010 08 0 1 48.5 194.9
2011 08 0 0 0.041 0.0
2012 08 0 1 0.0 0.0
2013 08 0 0 8.21 102.2
2014 08 0 0 0.110 11.1
2015 08 0 1 4.80 212.9
2016 08 0 0 54.1 67.4
1982 08 1 1 67.4739 47.7719
1983 08 1 0 1.36338 1.03112
1984 08 1 0 0.136932 0.00206664
1985 08 1 0 24.7108 17.9645
1986 08 1 0 23.8097 26.9682
1987 08 1 1 5.79688 28.5507
1988 08 1 1 2.97526 1.62954
1989 08 1 0 3.05452 1.16881
1990 08 1 0 16.1047 1.71489
1991 08 1 1 10.6415 50.8066
1992 08 1 0 178.685 146.708
1993 08 1 0 32.0066 5.69674
1994 08 1 1 15.6816 1.93253
1995 08 1 0 0.188407 19.0327
1996 08 1 0 2.2316 1.31676
1997 08 1 1 20.7019 16.6474
1998 08 1 1 0.588442 3.16199
1999 08 1 1 1.21011 7.10377
2000 08 1 0 33.2084 64.8476
2001 08 1 0 0.495561 0.775897
2002 08 1 1 35.6179 20.6868
2003 08 1 0 0.256298 1.12004
2004 08 1 1 13.1665 6.439
2005 08 1 0 2.85517 0.215725
2006 08 1 0 0.383371 0.250847
2007 08 1 0 287.932 1.66576
2008 08 1 0 0.496813 0.240768
2009 08 1 1 0.701318 0.959638
2010 08 1 1 1.65418 4.24183
2011 08 1 0 9.02506e-06 0.00252224
2012 08 1 1 0.047005 0.0149886
2013 08 1 0 14.2443 1.91778
2014 08 1 0 0.322553 16.2036
2015 08 1 1 23.2693 50.1593
2016 08 1 0 0.215337 0.63042
1982 09 2 1 130.232 75.4206
1983 09 2 0 88.4336 4.83178
1984 09 2 0 33.1984 24.3164
1985 09 2 0 119.835 233.229
1986 09 2 1 42.42 19.3305
1987 09 2 1 92.1052 6.46407
1988 09 2 1 10.1494 1.93569
1989 09 2 0 5.50333 2.16274
1990 09 2 0 98.2151 202.683
1991 09 2 1 154.544 3053.09
1992 09 2 0 128.471 3177.76
1993 09 2 1 4.90901 109.086
1994 09 2 1 18.2211 124.745
1995 09 2 0 43.8846 71.6807
1996 09 2 0 14.5399 14.4638
1997 09 2 1 185.835 641.645
1998 09 2 0 0.0194329 0.563934
1999 09 2 1 0.274724 2.81025
2000 09 2 0 0.00606876 0.0974414
2001 09 2 0 0.0195846 0.552973
2002 09 2 1 226.829 5.95615
2003 09 2 0 0.0617714 0.0923389
2004 09 2 1 25.9927 31.1273
2005 09 2 0 391.055 226.525
2006 09 2 1 0.0370924 0.00112255
2007 09 2 1 3883.28 4.97138
2008 09 2 0 53.3317 10.8931
2009 09 2 1 73.9811 0.869785
2010 09 2 1 3.43292 3.72216
2011 09 2 0 0.0373942 0.685304
2012 09 2 1 0.00940544 0.00673364
2013 09 2 0 3.51256 3.22555
2014 09 2 1 0.164367 4.95491
2015 09 2 1 0.563055 4.89006
2016 09 2 0 9.92506 14.3817
1982 10 3 1 92.3983 74.6817
1983 10 3 0 8.67542 9.6683
1984 10 3 1 13.3337 7.40126
1985 10 3 0 8.03586 31.9197
1986 10 3 1 259.412 73.42
1987 10 3 1 20.0426 164.682
1988 10 3 1 44.6481 25.6393
1989 10 3 0 91.5297 45.0033
1990 10 3 0 343.684 202.879
1991 10 3 1 134.712 222.076
1992 10 3 0 258.423 199.383
1993 10 3 1 143.993 125.143
1994 10 3 1 50.8171 81.0392
1995 10 3 1 56.7273 61.6178
1996 10 3 0 181.767 68.3448
1997 10 3 1 100.566 136.292
1998 10 3 1 2.38784 0.859185
1999 10 3 1 0.142147 0.136689
2000 10 3 1 0.594973 0.226224
2001 10 3 0 15.1493 13.6625
2002 10 3 1 10.6815 27.8548
2003 10 3 0 17.0869 17.4546
2004 10 3 1 106.048 23.909
2005 10 3 0 66.114 28.7502
2006 10 3 1 19.8548 22.882
2007 10 3 1 30.3448 28.8347
2008 10 3 0 29.74 4.093
2009 10 3 1 96.7602 93.7555
2010 10 3 1 35.4379 12.4774
2011 10 3 1 0.0276302 0.0772525
2012 10 3 0 1.37113 3.99539
2013 10 3 0 4.49953 2.54226
2014 10 3 1 51.4812 32.9949
2015 10 3 1 0.874731 9.84676
2016 10 3 1 6.61171 36.424
1982 11 4 1 37.8889 36.6942
1983 11 4 1 46.7264 182.015
1984 11 4 1 64.142 65.3043
1985 11 4 0 94.6244 105.524
1986 11 4 1 268.278 95.0056
1987 11 4 1 38.7494 22.0415
1988 11 4 1 35.2993 23.0147
1989 11 4 0 22.5784 9.02435
1990 11 4 0 69.2875 48.016
1991 11 4 1 92.1627 120.527
1992 11 4 0 43.6625 32.2705
1993 11 4 1 106.539 63.8913
1994 11 4 1 114.572 66.4307
1995 11 4 1 33.4415 23.866
1996 11 4 0 35.6936 50.3516
1997 11 4 1 28.2065 30.3605
1998 11 4 1 2.27176 1.97757
1999 11 4 1 0.00547628 0.00464683
2000 11 4 1 55.193 26.4164
2001 11 4 0 51.7925 31.3343
2002 11 4 1 55.7234 56.0071
2003 11 4 1 5.8395 4.10738
2004 11 4 1 26.0491 31.2379
2005 11 4 0 32.1095 35.1158
2006 11 4 1 7.85148 10.684
2007 11 4 1 61.3012 149.345
2008 11 4 0 22.1504 14.6067
2009 11 4 1 68.0907 24.5291
2010 11 4 1 45.7839 68.6706
2011 11 4 1 6.85791 3.79166
2012 11 4 0 81.9246 20.4892
2013 11 4 0 0.0346169 0.135803
2014 11 4 1 0.494257 7.25418
2015 11 4 1 2.28464 137.586
2016 11 4 0 6.19915 71.0541
1982 09 0 1 37.4 88.1
1983 09 0 0 0.338 8.52
1984 09 0 0 3.16 7.16
1985 09 0 0 13.8 31.2
1986 09 0 1 327.7 12.5
1987 09 0 1 66.8 33.2
1988 09 0 1 258.7 11.6
1989 09 0 0 81.6 0.505
1990 09 0 0 955.7 151.4
1991 09 0 1 295.2 497.9
1992 09 0 0 148.3 301.5
1993 09 0 1 40.2 11.5
1994 09 0 1 38.7 3.05
1995 09 0 0 271.2 578.9
1996 09 0 0 195.1 41.3
1997 09 0 1 12.7 43.2
1998 09 0 0 0.0 0.0
1999 09 0 1 0.0 0.0
2000 09 0 0 0.0 0.0
2001 09 0 0 18.6 0.0
2002 09 0 1 15.3 16.6
2003 09 0 0 9.34 1.00
2004 09 0 1 26.5 146.0
2005 09 0 0 115.5 2672
2006 09 0 1 2.94 0.0
2007 09 0 1 240.6 1821
2008 09 0 0 53.9 30.1
2009 09 0 1 17.0 39.3
2010 09 0 1 286.7 48.5
2011 09 0 0 0.0 0.041
2012 09 0 1 0.074 0.0
2013 09 0 0 0.048 8.21
2014 09 0 1 22.3 0.110
2015 09 0 1 0.150 4.80
2016 09 0 0 268.1 54.1
1982 09 1 1 219.047 16.4134
1983 09 1 0 33.4926 10.2164
1984 09 1 0 10.0129 320.514
1985 09 1 0 90.3693 475.653
1986 09 1 1 37.2914 1477.07
1987 09 1 1 52.1606 535.162
1988 09 1 1 4.58226 6.85735
1989 09 1 0 1.04854 1.17791
1990 09 1 0 9.08534 699.135
1991 09 1 1 1247.96 80.3729
1992 09 1 0 63.0881 279.394
1993 09 1 1 18.3281 33.437
1994 09 1 1 2.63308 71.6518
1995 09 1 0 38.1125 7.33717
1996 09 1 0 33.2143 162.163
1997 09 1 1 89.4803 0.880522
1998 09 1 0 0.0113287 0.0357971
1999 09 1 1 0.065372 0.572341
2000 09 1 0 0.00386827 0.648187
2001 09 1 0 0.0155762 0.0209974
2002 09 1 1 11.6834 54.6018
2003 09 1 0 0.765635 10.1877
2004 09 1 1 143.313 9.70183
2005 09 1 0 117.178 54.2815
2006 09 1 1 0.0327189 0.0891968
2007 09 1 1 457.907 4.80875
2008 09 1 0 7.79741 6.75437
2009 09 1 1 150.297 3.2071
2010 09 1 1 2.86764 0.0908686
2011 09 1 0 0.308864 0.0249722
2012 09 1 1 0.0665027 0.333061
2013 09 1 0 9.98755 2.19285
2014 09 1 1 8.85252 0.6746
2015 09 1 1 15.5617 2.22837
2016 09 1 0 3621.66 13.7876
1982 10 2 1 132.374 55.9711
1983 10 2 0 9.24544 1.48214
1984 10 2 1 24.4429 5.4916
1985 10 2 0 32.8657 14.3382
1986 10 2 1 60.1847 48.4682
1987 10 2 1 21.2373 104.051
1988 10 2 1 7.7507 15.4357
1989 10 2 0 12.0056 18.1804
1990 10 2 0 30.8752 510.48
1991 10 2 1 67.2759 536.386
1992 10 2 0 294.823 21.1603
1993 10 2 1 169.705 40.6018
1994 10 2 1 670.468 50.1955
1995 10 2 1 10.5668 57.8095
1996 10 2 0 52.356 14.8243
1997 10 2 1 444.594 423.628
1998 10 2 1 3.41684 1.79607
1999 10 2 1 4.91799 0.420305
2000 10 2 1 17.1936 0.291899
2001 10 2 0 14.8731 20.7853
2002 10 2 1 14.8762 25.1965
2003 10 2 0 9.76341 31.6872
2004 10 2 1 84.3277 54.1722
2005 10 2 0 19.9589 46.4155
2006 10 2 1 28.7437 3.44228
2007 10 2 1 42.1119 28.1179
2008 10 2 0 20.0731 14.3432
2009 10 2 1 145.505 127.305
2010 10 2 1 1.95419 38.5909
2011 10 2 1 0.20366 0.326265
2012 10 2 0 2.64907 4.57861
2013 10 2 0 2.59015 1.99606
2014 10 2 1 4.05944 73.2577
2015 10 2 1 5.33257 98.9478
2016 10 2 1 0.711992 28.2147
1982 11 3 1 27.3319 110.7
1983 11 3 1 52.6096 0.749244
1984 11 3 1 66.0307 86.0456
1985 11 3 0 80.0658 81.1565
1986 11 3 1 266.989 279.814
1987 11 3 1 32.6884 16.2498
1988 11 3 1 44.5768 29.5652
1989 11 3 0 21.9471 6.72548
1990 11 3 0 48.6334 106.424
1991 11 3 1 79.198 95.3558
1992 11 3 0 40.499 48.8762
1993 11 3 1 76.1982 129.437
1994 11 3 1 96.3896 223.823
1995 11 3 1 40.1267 28.8142
1996 11 3 0 36.5861 35.8456
1997 11 3 1 19.6784 45.919
1998 11 3 1 2.44496 3.28762
1999 11 3 1 0.00344725 0.0111523
2000 11 3 1 46.7863 53.4906
2001 11 3 0 46.2741 69.6867
2002 11 3 1 41.0551 38.1749
2003 11 3 1 5.6329 4.67821
2004 11 3 1 19.3823 45.322
2005 11 3 0 28.9643 18.2674
2006 11 3 1 7.14507 4.65307
2007 11 3 1 58.446 25.7699
2008 11 3 0 33.137 12.29
2009 11 3 1 50.8476 38.7688
2010 11 3 1 92.927 47.1734
