M,L,CORR_CV,MSSS_CV,CORR_CV_EY,MSSS_CV_EY,CORR_CV_EN,MSSS_CV_EN,N,N1,N0

01,0,0.8113114,0,0.7528244,0,0.9323373,0,35,26,9
01,1,0.7823119,0.2107035,0.7133084,0.1842187,0.8984341,0.9001679,35,26,9
01,2,0.2409274,0,0.6380433,0,0,0,35,26,9
01,3,0.2134089,0,0.6948342,0,0,0,35,26,9
01,4,0.1877156,0,0.7194665,0.01875742,0,0,35,26,9

02,0,0.8903969,0.6030764,0.9569892,0.6021447,0.6925234,0.6165014,35,22,13
02,1,0.8080519,0,0.895987,0,0.6225919,0.4653294,35,22,13
02,2,0.8045454,0,0.8982482,0,0.6473854,0.450615,35,22,13
02,3,0,0,0.8971176,0,0,0,35,22,13
02,4,0,0,0.8971176,0,0,0,35,22,13

03,0,0.5614876,0.7137064,0.6862745,0.8164954,0.4018746,0.4166404,35,17,18
03,1,0.3258616,0,0.2622549,0,0.4109448,0,35,17,18
03,2,0.2042589,0,0.1323529,0,0.4037171,0,35,17,18
03,3,0.1555058,0,0.1617647,0,0.2643263,0,35,17,18
03,4,0,0,0.2696078,0,0.3097574,0,35,17,18

04,0,0.859386,0.2736641,0.7852941,0.4646076,0.8626761,0.2413215,35,16,19
04,1,0.8881572,0,0.8676471,0,0.8875233,0.3344668,35,16,19
04,2,0.8545202,0.05738402,0.7411765,0,0.8717061,0.1754741,35,16,19
04,3,0.8386828,0.1459487,0.7411765,0.2676962,0.8383141,0.1253267,35,16,19
04,4,0.8179399,0.1003065,0.7676471,0.3914171,0.8224969,0.05099731,35,16,19

05,0,0.7186318,0.07748031,0.6960784,0,0.6289638,0.3721215,35,17,18
05,1,0.7377417,0,0.7990196,0,0.6484255,0.0236593,35,17,18
05,2,0.7063604,0.5507714,0.6519608,0.6722487,0.6442954,0.2965788,35,17,18
05,3,0.6901093,0,0.6715686,0,0.6112546,0,35,17,18
05,4,0.645559,0,0.6102941,0,0.6566857,0.2851007,35,17,18

06,0,0.5589183,0.119543,0.7470588,0.1324228,0.3797805,0,35,16,19
06,1,0.5696876,0.18332,0.7735294,0.1612878,0.3791137,0.3887002,35,16,19
06,2,0.5752907,0,0.7411765,0,0.4422993,0.2973054,35,16,19
06,3,0.6502311,0,0.7029412,0,0.5862221,0,35,16,19
06,4,0.4904048,0,0.5823529,0,0.343133,0.3077703,35,16,19

07,0,0.5318416,0,0.5470872,0,0.3810245,0.384133,35,15,20
07,1,0.4630411,0,0.4301103,0,0.4457836,0,35,15,20
07,2,0.4811527,0,0.5519749,0,0.349398,0,35,15,20
07,3,0.5273445,0,0.695345,0,0.3825306,0.852288,35,15,20
07,4,0.4833991,0,0.5161323,0,0.3448799,0,35,15,20

08,0,0.4844603,0,0.4972403,0,0.4070736,0.3628465,35,14,21
08,1,0.3664258,0.0306216,0.5038507,0,0.2666724,0.03940691,35,14,21
08,2,0.2291919,0,0.4092412,0,0.1307217,0,35,14,21
08,3,0.3515213,0,0.5852589,0,0.2679796,0,35,14,21
08,4,0.5337499,0,0.5918595,0,0.4954354,0,35,14,21

09,0,0.7082535,0,0.7612953,0,0.6527094,0,35,18,17
09,1,0.4757368,0,0.649458,0,0.1769047,0,35,18,17
09,2,0.542497,0,0.6969541,0,0.1326785,0,35,18,17
09,3,0.543619,0,0.7382551,0,0.2334159,0,35,18,17
09,4,0.6232825,0,0.7279299,0,0.3832935,0.2054423,35,18,17

10,0,0.1880919,0,0.3665192,0,0,0,35,23,12
10,1,0.2093984,0,0.04051383,0,0.1958042,0,35,23,12
10,2,0.0668114,0,0.1709486,0,0,0,35,23,12
10,3,0.04286014,0,0,0.01061703,0.5104895,0,35,23,12
10,4,0.1535122,0,0,0,0.6013986,0,35,23,12

11,0,0.4598249,0,0.5483031,0,0.3181818,0,35,24,11
11,1,0.2796302,0,0.4099218,0,0,0,35,24,11
11,2,0.4115999,0,0.4534379,0,0.3090909,0,35,24,11
11,3,0.3807789,0.0226536,0.4656225,0.1975485,0.1636364,0,35,24,11
11,4,0.3622864,0,0.4290689,0.08479226,0.1363636,0,35,24,11

12,0,0.7797561,0,0.7477695,0,0.9090909,0,35,24,11
12,1,0.7034339,0,0.6919063,0,0.6272727,0.1700741,35,24,11
12,2,0.7365103,0.1727019,0.7093127,0.1669029,0.6363636,0.197713,35,24,11
12,3,0.79075,0,0.8302875,0,0.5818182,0.6693691,35,24,11
12,4,0.7192714,0,0.6710185,0,0.6363636,0.4578691,35,24,11

