Y M L ENSO 0.0001 0.0001
2002 11 3 1 24.0853 29.3357
2003 11 3 1 2.42801 1.7059
2004 11 3 1 194.539 730.242
2005 11 3 0 21.8024 17.2102
2006 11 3 1 288.464 759.665
2007 11 3 1 11.1383 6.32324
2008 11 3 0 173.337 107.109
2009 11 3 1 7.52389 3.4753
2010 11 3 1 16.5665 11.0142
2011 11 3 1 15.2811 6.24229
2012 11 3 0 0.392439 0.175175
2013 11 3 0 7.60811 2.7935
2014 11 3 1 170.147 25.5475
2015 11 3 1 19.8068 6.41758
2016 11 3 0 8.05455 15.0593
1982 12 4 1 0.300666 0.619494
1983 12 4 0 338.606 177.323
1984 12 4 1 53.9857 67.0541
1985 12 4 0 17.495 54.253
1986 12 4 1 275.366 491.677
1987 12 4 1 0.422096 8.661
1988 12 4 1 0.502106 0.104541
1989 12 4 0 0.0703841 0.0273236
1990 12 4 1 16.318 38.6809
1991 12 4 1 636.758 200.667
1992 12 4 0 78.055 32.8121
1993 12 4 0 0.0921854 5.9162
1994 12 4 1 0.74528 13.0675
1995 12 4 1 1.02431 6.83538
1996 12 4 0 70.763 23.5194
1997 12 4 1 1.40549 13.6221
1998 12 4 1 0.707756 3.38978
1999 12 4 1 0.4727 0.775339
2000 12 4 1 59.9751 43.8509
2001 12 4 0 24.8458 14.0764
2002 12 4 1 71.7032 25.6427
2003 12 4 0 1.5929 0.793718
2004 12 4 1 77.8998 1062.69
2005 12 4 1 10.8062 12.6155
2006 12 4 1 56.0412 23.7437
2007 12 4 1 35.2567 4.34126
2008 12 4 1 11.5696 23.6174
2009 12 4 1 15.5786 1.67813
2010 12 4 1 0.590613 0.396754
2011 12 4 1 0.435327 0.405148
2012 12 4 0 6.49953e-05 5.95274e-05
2013 12 4 0 0.719166 0.22019
2014 12 4 1 96.4295 65.8416
2015 12 4 1 142.76 187.252
2016 12 4 0 78.463 11.0239
1982 10 0 1 0.993 1.21
1983 10 0 0 743.6 0.0
1984 10 0 1 207.9 89.1
1985 10 0 0 739.8 69.2
1986 10 0 1 683.5 719.3
1987 10 0 1 4.77 105.7
1988 10 0 1 6.60 141.7
1989 10 0 0 5.37 76.8
1990 10 0 0 24.0 31.8
1991 10 0 1 162.7 291.7
1992 10 0 0 1.01 99.5
1993 10 0 1 6.92 19.5
1994 10 0 1 3.21 4.30
1995 10 0 1 25.4 231.2
1996 10 0 0 14.0 133.0
1997 10 0 1 4.42 6.83
1998 10 0 1 0.941 0.0
1999 10 0 1 9.00 52.6
2000 10 0 1 102.0 0.005
2001 10 0 0 2.79 11.4
2002 10 0 1 50.2 5.57
2003 10 0 0 5.98 33.9
2004 10 0 1 302.0 115.1
2005 10 0 0 50.3 91.4
2006 10 0 1 559.6 154.0
2007 10 0 1 23.5 90.0
2008 10 0 0 236.5 546.6
2009 10 0 1 10.0 22.8
2010 10 0 1 43.6 160.3
2011 10 0 1 14.7 0.0
2012 10 0 0 0.297 2.75
2013 10 0 0 4.16 27.2
2014 10 0 1 88.9 155.0
2015 10 0 1 30.7 17.2
2016 10 0 1 16.5 65.0
1982 10 1 1 13.6613 24.8508
1983 10 1 0 4.04959 3.4724
1984 10 1 1 19.3081 22.1725
1985 10 1 0 7.9671 16.5465
1986 10 1 1 38.6012 10.6574
1987 10 1 1 23.7617 15.0328
1988 10 1 1 17.281 67.4634
1989 10 1 0 25.4007 69.7719
1990 10 1 0 21.2967 20.2395
1991 10 1 1 16.8179 30.9845
1992 10 1 0 31.9288 30.3304
1993 10 1 1 64.8076 32.1157
1994 10 1 1 44.3795 16.884
1995 10 1 1 20.2542 26.7267
1996 10 1 0 21.6608 34.3067
1997 10 1 1 26.8299 25.127
1998 10 1 1 23.158 22.2138
1999 10 1 1 13.0863 20.369
2000 10 1 1 9.7716 10.5895
2001 10 1 0 29.8557 25.2353
2002 10 1 1 28.1127 22.5625
2003 10 1 0 19.7285 21.0672
2004 10 1 1 32.1946 24.5751
2005 10 1 0 20.0235 20.1231
2006 10 1 1 37.9787 7.99338
2007 10 1 1 15.7015 9.23485
2008 10 1 0 27.1768 25.3185
2009 10 1 1 37.7429 20.8909
2010 10 1 1 19.8032 21.2417
2011 10 1 1 10.8673 11.1589
2012 10 1 0 17.6488 22.9206
2013 10 1 0 22.8994 29.592
2014 10 1 1 11.3924 30.1987
2015 10 1 1 187.802 13.1736
2016 10 1 1 18.4433 12.9719
1982 11 2 1 0.715408 0.471208
1983 11 2 1 579.87 368.381
1984 11 2 1 218.618 162.756
1985 11 2 0 812.798 528.749
1986 11 2 1 1100.67 408.626
1987 11 2 1 1.74948 0.388851
1988 11 2 1 3.07504 4.52204
1989 11 2 0 3.62987 2.94109
1990 11 2 0 11.8134 16.0242
1991 11 2 1 100.976 69.8505
1992 11 2 0 0.417789 0.373151
1993 11 2 1 4.57339 1.55577
1994 11 2 1 1.69039 1.8997
1995 11 2 1 12.9463 8.51852
1996 11 2 0 5.50726 10.2002
1997 11 2 1 2.08317 2.52784
1998 11 2 1 0.293599 0.326107
1999 11 2 1 2.61355 3.65973
2000 11 2 1 55.4877 32.0218
2001 11 2 0 0.828804 0.312495
2002 11 2 1 24.1138 17.7357
2003 11 2 1 2.49008 2.72418
2004 11 2 1 153.442 73.1131
2005 11 2 0 19.3348 38.7376
2006 11 2 1 615.633 721.73
2007 11 2 1 13.9027 26.228
2008 11 2 0 127.99 79.4487
2009 11 2 1 5.21527 2.07962
2010 11 2 1 11.2242 6.06786
2011 11 2 1 11.5565 5.02819
2012 11 2 0 0.863428 0.227773
2013 11 2 0 5.13685 3.67794
2014 11 2 1 9.63609 178.796
2015 11 2 1 1.25967 46.567
2016 11 2 0 1.49939 7.60801
1982 12 3 1 0.195532 0.97511
1983 12 3 0 43.2732 133.006
1984 12 3 1 148.505 89.3953
1985 12 3 0 79.6553 133.304
1986 12 3 1 45.1474 108.364
1987 12 3 1 0.587275 4.22888
1988 12 3 1 0.156532 0.0310296
1989 12 3 0 0.0880864 0.00797852
1990 12 3 1 30.8779 157.077
1991 12 3 1 42.7864 27.1734
1992 12 3 0 8.75744 200.674
1993 12 3 0 0.367322 5.05819
1994 12 3 1 1.4158 2.22466
1995 12 3 1 4.90212 3.29648
1996 12 3 0 17.0951 14.5339
1997 12 3 1 0.613337 2.2554
1998 12 3 1 0.915 0.417163
1999 12 3 1 1.17961 0.485388
2000 12 3 1 103.108 43.3362
2001 12 3 0 29.8496 10.5969
2002 12 3 1 41.0347 42.4678
2003 12 3 0 3.99671 5.25098
2004 12 3 1 318.746 2133.36
2005 12 3 1 10.8745 16.3665
2006 12 3 1 41.1286 18.0954
2007 12 3 1 6.7953 4.79911
2008 12 3 1 58.5888 30.9142
2009 12 3 1 2.43302 1.36961
2010 12 3 1 10.293 1.5863
2011 12 3 1 0.475573 0.416095
2012 12 3 0 4.15565e-06 6.41741e-05
2013 12 3 0 0.410433 1.01615
2014 12 3 1 14.3523 25.8363
2015 12 3 1 20.6075 222.778
2016 12 3 0 46.5896 30.1606
1983 01 4 1 16.9826 15.321
1984 01 4 1 13.4643 22.2476
1985 01 4 1 20.3916 26.6877
1986 01 4 1 19.0169 24.375
1987 01 4 1 27.5707 30.6786
1988 01 4 1 12.2445 11.1223
1989 01 4 1 6.71884 13.0186
1990 01 4 0 3.76427 4.62472
1991 01 4 1 14.3363 14.6482
1992 01 4 1 36.8284 34.7937
1993 01 4 0 12.6891 17.375
1994 01 4 0 6.43918 22.0656
1995 01 4 1 8.30028 15.337
1996 01 4 1 8.77107 10.2878
1997 01 4 0 24.9239 19.0719
1998 01 4 1 16.0328 42.1853
1999 01 4 1 0.362244 0.436833
2000 01 4 1 0.638828 0.75956
2001 01 4 1 39.5569 23.7608
2002 01 4 0 25.395 15.7976
2003 01 4 1 33.503 25.5907
2004 01 4 0 7.57249 7.20499
2005 01 4 1 43.1688 34.5045
2006 01 4 1 17.5033 19.9351
2007 01 4 1 39.609 26.0056
2008 01 4 1 26.8 18.5097
2009 01 4 1 33.9841 25.3965
2010 01 4 1 19.8048 27.3574
2011 01 4 1 12.665 23.5805
2012 01 4 1 11.9902 15.7708
2013 01 4 0 0.365677 0.311211
2014 01 4 0 9.89531 7.7561
2015 01 4 1 37.567 23.1559
2016 01 4 1 33.3451 39.8067
2017 01 4 0 14.7348 18.8743
1982 11 0 1 0.247 0.993
1983 11 0 1 141.3 743.6
1984 11 0 1 261.4 207.9
1985 11 0 0 48.8 739.8
1986 11 0 1 159.0 683.5
1987 11 0 1 1.65 4.77
1988 11 0 1 0.732 6.60
1989 11 0 0 0.232 5.37
1990 11 0 0 35.9 24.0
1991 11 0 1 93.0 162.7
1992 11 0 0 15.0 1.01
1993 11 0 1 0.248 6.92
1994 11 0 1 1.40 3.21
1995 11 0 1 9.04 25.4
1996 11 0 0 35.4 14.0
1997 11 0 1 1.05 4.42
1998 11 0 1 0.692 0.941
1999 11 0 1 1.05 9.00
2000 11 0 1 134.2 102.0
2001 11 0 0 41.1 2.79
2002 11 0 1 50.7 50.2
2003 11 0 1 7.89 5.98
2004 11 0 1 889.5 302.0
2005 11 0 0 15.9 50.3
2006 11 0 1 114.9 559.6
2007 11 0 1 13.6 23.5
2008 11 0 0 88.4 236.5
2009 11 0 1 3.66 10.0
2010 11 0 1 37.7 43.6
2011 11 0 1 5.14 14.7
2012 11 0 0 0.0 0.297
2013 11 0 0 1.70 4.16
2014 11 0 1 73.3 88.9
2015 11 0 1 33.4 30.7
2016 11 0 0 97.9 16.5
1982 11 1 1 0.345318 0.412664
1983 11 1 1 448.155 502.23
1984 11 1 1 99.5938 162.696
1985 11 1 0 860.331 659.057
1986 11 1 1 2383.85 592.733
1987 11 1 1 8.38744 1.2192
1988 11 1 1 2.84188 3.21503
1989 11 1 0 2.68477 2.55571
1990 11 1 0 17.5425 10.5806
1991 11 1 1 82.9725 101.809
1992 11 1 0 0.397439 0.106781
1993 11 1 1 3.84034 0.66611
1994 11 1 1 4.01192 1.21368
1995 11 1 1 9.38426 7.72388
1996 11 1 0 12.2321 7.90298
1997 11 1 1 8.95662 1.08575
1998 11 1 1 0.632132 0.299485
1999 11 1 1 2.89123 4.35587
2000 11 1 1 105.027 70.9365
2001 11 1 0 0.729465 0.751916
2002 11 1 1 30.9671 28.0804
2003 11 1 1 4.47323 4.59029
2004 11 1 1 237.433 125.474
2005 11 1 0 15.3097 32.7161
2006 11 1 1 326.529 479.967
2007 11 1 1 8.91999 13.8748
2008 11 1 0 81.9678 82.075
2009 11 1 1 6.88671 3.97849
2010 11 1 1 12.7965 13.4926
2011 11 1 1 5.53143 5.45685
2012 11 1 0 0.217939 0.332993
2013 11 1 0 1.84603 4.27495
2014 11 1 1 3.56565 68.258
2015 11 1 1 10.0225 12.1441
2016 11 1 0 2.40269 6.28482
1982 12 2 1 0.181325 0.496897
1983 12 2 0 52.079 59.4163
1984 12 2 1 56.2047 150.961
1985 12 2 0 15.6213 35.471
1986 12 2 1 275.18 336.339
1987 12 2 1 0.502306 4.35665
1988 12 2 1 0.0862112 0.00709382
1989 12 2 0 0.151587 0.215536
1990 12 2 1 10.2872 39.3782
1991 12 2 1 57.3501 345.725
1992 12 2 0 9.42933 13.0147
1993 12 2 0 0.0814468 0.452315
1994 12 2 1 0.674321 1.43253
1995 12 2 1 4.23861 4.81168
1996 12 2 0 22.0348 4.88072
1997 12 2 1 1.32425 4.80505
1998 12 2 1 1.18232 0.438409
1999 12 2 1 1.47335 0.654518
2000 12 2 1 36.275 24.612
2001 12 2 0 15.8957 2.27011
2002 12 2 1 49.2609 53.4088
2003 12 2 0 6.34441 4.44997
2004 12 2 1 1024.24 1285.89
2005 12 2 1 5.89498 4.75657
2006 12 2 1 108.862 238.905
2007 12 2 1 3.2356 6.67407
2008 12 2 1 46.138 38.8485
2009 12 2 1 2.47656 13.0987
2010 12 2 1 3.56505 1.53553
2011 12 2 1 0.881933 0.950818
2012 12 2 0 8.34083e-05 0.00010399
2013 12 2 0 1.32698 0.467611
2014 12 2 1 39.9565 23.7586
2015 12 2 1 57.9615 44.0065
2016 12 2 0 91.0975 6.64879
1983 01 3 1 10.6415 12.5323
1984 01 3 1 20.6881 11.5074
1985 01 3 1 31.3944 15.2852
1986 01 3 1 20.4553 16.7629
1987 01 3 1 22.0874 50.961
1988 01 3 1 11.2459 13.4869
1989 01 3 1 9.80654 10.2704
1990 01 3 0 4.53391 3.83904
1991 01 3 1 16.6287 19.98
1992 01 3 1 40.4278 43.7004
1993 01 3 0 21.7602 28.6206
1994 01 3 0 8.82278 9.07527
1995 01 3 1 12.7913 10.9868
1996 01 3 1 10.7732 13.4229
1997 01 3 0 21.5604 44.2958
1998 01 3 1 13.662 26.339
1999 01 3 1 0.333955 1.08713
2000 01 3 1 0.328252 0.34456
2001 01 3 1 25.0857 17.8678
2002 01 3 0 18.7511 19.3278
2003 01 3 1 24.2741 26.5362
2004 01 3 0 7.93287 9.37881
2005 01 3 1 32.8657 55.5973
2006 01 3 1 15.6585 19.0361
2007 01 3 1 23.8676 25.0569
2008 01 3 1 23.4926 10.1476
2009 01 3 1 23.8877 12.4473
2010 01 3 1 13.1922 14.168
2011 01 3 1 27.2052 13.04
2012 01 3 1 22.3812 5.96571
2013 01 3 0 0.355041 0.641121
2014 01 3 0 9.15125 12.3023
2015 01 3 1 18.809 24.1744
2016 01 3 1 13.7761 20.2759
2017 01 3 0 22.8195 27.5523
1983 02 4 1 74.8694 58.6677
1984 02 4 0 35.3981 24.1091
1985 02 4 1 111.607 121.259
1986 02 4 1 18.1802 10.4874
1987 02 4 1 66.5229 100.164
1988 02 4 0 12.0527 6.75605
1989 02 4 1 1.6485 2.0093
1990 02 4 0 23.9768 22.4965
1991 02 4 0 34.0689 37.0774
1992 02 4 1 175.475 93.7114
1993 02 4 1 30.4047 12.3598
1994 02 4 0 1.33266 0.812642
1995 02 4 1 0.724641 0.611728
1996 02 4 1 2.49187 1.78445
1997 02 4 0 9.6477 6.22926
1998 02 4 1 8.62745 11.8585
1999 02 4 1 0.864457 1.22283
2000 02 4 1 0.260611 0.136789
2001 02 4 1 117.514 92.872
2002 02 4 0 5.81166 4.23484
2003 02 4 1 16.4315 20.2841
2004 02 4 0 1.53981 1.35473
2005 02 4 0 181.789 176.807
2006 02 4 1 16.6265 13.2317
2007 02 4 0 45.6965 42.7647
2008 02 4 1 20.1256 20.5217
2009 02 4 1 29.2264 31.7493
2010 02 4 1 15.0915 12.5071
2011 02 4 1 20.7241 27.5795
2012 02 4 1 2.12559 2.49831
2013 02 4 0 1.29107 3.19262
2014 02 4 0 4.15787 8.08114
2015 02 4 1 19.2684 45.3627
2016 02 4 1 32.5149 54.065
2017 02 4 0 23.1009 34.2989
1982 12 0 1 6.58 0.247
1983 12 0 0 25.9 141.3
1984 12 0 1 164.7 261.4
1985 12 0 0 28.8 48.8
1986 12 0 1 98.3 159.0
1987 12 0 1 8.41 1.65
1988 12 0 1 2.38 0.732
1989 12 0 0 0.209 0.232
1990 12 0 1 17.4 35.9
1991 12 0 1 354.2 93.0
1992 12 0 0 28.2 15.0
1993 12 0 0 0.454 0.248
1994 12 0 1 0.913 1.40
1995 12 0 1 1.92 9.04
1996 12 0 0 20.9 35.4
1997 12 0 1 9.43 1.05
1998 12 0 1 0.0 0.692
1999 12 0 1 0.0 1.05
2000 12 0 1 70.3 134.2
2001 12 0 0 23.7 41.1
2002 12 0 1 35.7 50.7
2003 12 0 0 1.21 7.89
2004 12 0 1 207.4 889.5
2005 12 0 1 16.4 15.9
2006 12 0 1 47.1 114.9
2007 12 0 1 26.5 13.6
2008 12 0 1 41.0 88.4
2009 12 0 1 6.65 3.66
2010 12 0 1 26.4 37.7
2011 12 0 1 4.41 5.14
2012 12 0 0 0.0 0.0
2013 12 0 0 4.04 1.70
2014 12 0 1 32.5 73.3
2015 12 0 1 44.0 33.4
2016 12 0 0 26.6 97.9
1982 12 1 1 0.146425 2.54333
1983 12 1 0 48.7134 47.7689
1984 12 1 1 138.04 134.194
1985 12 1 0 49.0019 42.4233
1986 12 1 1 163.694 911.535
1987 12 1 1 1.00587 1.91712
1988 12 1 1 1.48457 0.0160028
1989 12 1 0 0.329263 0.103408
1990 12 1 1 48.8759 62.5738
1991 12 1 1 358.429 178.344
1992 12 1 0 17.7349 33.6114
1993 12 1 0 0.0381609 7.27307
1994 12 1 1 1.10043 1.96287
1995 12 1 1 0.647234 5.01388
1996 12 1 0 24.2617 31.7234
1997 12 1 1 0.843864 4.01007
1998 12 1 1 0.864507 0.486016
1999 12 1 1 0.752407 0.689341
2000 12 1 1 163.609 32.6715
2001 12 1 0 10.5888 45.1493
2002 12 1 1 44.5438 53.7456
2003 12 1 0 2.17516 1.66014
2004 12 1 1 455.186 311.093
2005 12 1 1 5.92048 0.629962
2006 12 1 1 11.8485 48.8441
2007 12 1 1 0.74781 0.810322
2008 12 1 1 5.39848 27.9129
2009 12 1 1 11.1808 1.69184
2010 12 1 1 0.938735 2.18354
2011 12 1 1 15.5274 1.52666
2012 12 1 0 3.1707e-05 2.24038e-05
2013 12 1 0 4.69502 0.287383
2014 12 1 1 18.7996 15.1934
2015 12 1 1 5.99839 26.1665
2016 12 1 0 93.3655 70.0369
1983 01 2 1 11.6027 7.02374
1984 01 2 1 19.0967 17.0159
1985 01 2 1 26.449 28.3674
1986 01 2 1 11.6025 18.2026
1987 01 2 1 39.6246 35.2595
1988 01 2 1 18.114 14.9045
1989 01 2 1 9.15377 13.0756
1990 01 2 0 6.24898 3.14793
1991 01 2 1 20.8627 14.9859
1992 01 2 1 41.6243 47.0797
1993 01 2 0 14.1322 22.1792
1994 01 2 0 7.86134 11.5754
1995 01 2 1 10.9084 10.9226
1996 01 2 1 9.21139 9.86918
1997 01 2 0 14.0531 25.2751
1998 01 2 1 20.2275 18.427
1999 01 2 1 0.321651 0.314243
2000 01 2 1 0.229242 0.380382
2001 01 2 1 27.9249 24.5183
2002 01 2 0 15.1596 19.8264
2003 01 2 1 31.3718 26.5201
2004 01 2 0 13.6794 8.40875
2005 01 2 1 60.0569 36.9905
2006 01 2 1 24.1278 16.8298
2007 01 2 1 23.9692 27.4989
2008 01 2 1 14.7189 20.2075
2009 01 2 1 21.0691 16.9388
2010 01 2 1 13.0295 15.5573
2011 01 2 1 16.672 22.824
2012 01 2 1 9.53405 18.5627
2013 01 2 0 0.337057 0.199916
2014 01 2 0 11.9435 10.3698
2015 01 2 1 23.5796 18.3357
2016 01 2 1 22.5788 24.8656
2017 01 2 0 28.9474 19.8382
1983 02 3 1 36.5163 43.8456
1984 02 3 0 27.0881 25.9585
1985 02 3 1 99.0203 65.061
1986 02 3 1 17.1221 15.2938
1987 02 3 1 69.3447 60.2101
1988 02 3 0 12.5807 14.4578
1989 02 3 1 1.2648 1.83182
1990 02 3 0 29.9467 26.0619
1991 02 3 0 39.3337 40.089
1992 02 3 1 154.737 154.146
1993 02 3 1 24.7895 50.1573
1994 02 3 0 0.847664 1.32761
1995 02 3 1 1.7189 0.53655
1996 02 3 1 1.98084 1.79753
1997 02 3 0 6.35575 8.61814
1998 02 3 1 7.14867 4.97635
1999 02 3 1 1.21135 0.54138
2000 02 3 1 0.389074 0.133685
2001 02 3 1 86.3219 142.734
2002 02 3 0 5.30482 9.25496
2003 02 3 1 14.7017 21.6292
2004 02 3 0 1.61253 1.66979
2005 02 3 0 140.461 144.513
2006 02 3 1 15.1538 16.1596
2007 02 3 0 65.5033 50.0947
2008 02 3 1 37.2999 38.3584
2009 02 3 1 49.3269 17.8684
2010 02 3 1 14.0635 9.55582
2011 02 3 1 24.7884 23.175
2012 02 3 1 3.49347 3.47726
2013 02 3 0 2.03729 3.22097
2014 02 3 0 5.70883 7.97912
2015 02 3 1 20.7702 22.481
2016 02 3 1 26.1539 35.5037
2017 02 3 0 27.5891 27.2041
1983 03 4 1 44.9558 7.21482
1984 03 4 0 19.1659 26.0552
1985 03 4 1 36.7874 73.2977
1986 03 4 0 13.3059 17.6788
1987 03 4 1 62.5387 40.6109
1988 03 4 0 22.9748 12.6254
1989 03 4 1 31.7641 37.1359
1990 03 4 0 17.3866 12.2354
1991 03 4 0 16.4117 15.6454
1992 03 4 1 207.634 127.273
1993 03 4 1 31.2626 7.34727
1994 03 4 0 10.035 12.3434
1995 03 4 0 4.53696 1.66681
1996 03 4 0 9.38117 4.65238
1997 03 4 0 69.7783 47.6
1998 03 4 1 7.76236 3.42062
1999 03 4 1 0.0100593 0.00959265
2000 03 4 1 1.27243 1.74072
2001 03 4 0 35.1591 40.5708
2002 03 4 0 14.8892 7.02871
2003 03 4 1 13.1371 10.7111
2004 03 4 0 10.865 8.55988
2005 03 4 0 48.4623 71.3907
2006 03 4 1 20.0426 21.2207
2007 03 4 0 55.12 27.8176
2008 03 4 1 24.6662 20.226
2009 03 4 1 28.8252 28.2998
2010 03 4 1 49.779 53.154
2011 03 4 1 29.1887 53.8943
2012 03 4 0 3.15286 11.6583
2013 03 4 0 2.26028 4.23544
2014 03 4 0 4.8084 17.3384
2015 03 4 1 4.74098 35.7646
2016 03 4 1 4.24525 8.72007
2017 03 4 0 6.28551 29.7549
