Y M L ENSO 0.0001 0.0001
2010 05 1 0 90.4097 34.9243
2011 05 1 0 5.42817 19.4327
2012 05 1 0 2.72983 44.2597
2013 05 1 0 1.8381 31.4505
2014 05 1 1 15.8857 31.6518
2015 05 1 1 1726.48 90.7662
2016 05 1 1 52.2356 75.1763
1982 06 2 1 528.032 393.476
1983 06 2 1 309.349 273.673
1984 06 2 0 15.4086 22.8888
1985 06 2 0 298.663 253.88
1986 06 2 0 113.536 183.259
1987 06 2 1 444.177 443.673
1988 06 2 1 49.1288 41.0983
1989 06 2 0 42.4466 25.8037
1990 06 2 0 114.335 76.4649
1991 06 2 1 59.8623 103.179
1992 06 2 1 479.261 665.121
1993 06 2 1 151.989 56.4751
1994 06 2 1 179.976 770.604
1995 06 2 0 176.963 194.238
1996 06 2 0 16.3362 9.27475
1997 06 2 1 441.214 92.8166
1998 06 2 0 62.2617 34.4326
1999 06 2 1 162.963 90.5175
2000 06 2 0 78.1215 57.5129
2001 06 2 0 66.5647 89.1377
2002 06 2 1 67.0706 67.5011
2003 06 2 0 38.966 45.8174
2004 06 2 1 64.689 37.8709
2005 06 2 1 116.869 28.9017
2006 06 2 0 286.548 141.501
2007 06 2 0 521.747 154.264
2008 06 2 0 131.609 101.69
2009 06 2 1 103.705 49.2181
2010 06 2 0 182.067 108.451
2011 06 2 0 25.1025 39.6037
2012 06 2 0 51.013 87.9575
2013 06 2 0 22.0895 58.965
2014 06 2 1 7.74489 92.8508
2015 06 2 1 9.55584 259.128
2016 06 2 0 11.8611 88.6582
1982 07 3 1 700.264 333.523
1983 07 3 0 4.09442 2.22681
1984 07 3 0 0.646538 0.0882057
1985 07 3 0 318.019 92.0387
1986 07 3 0 41.9038 80.8831
1987 07 3 1 42.7581 13.6137
1988 07 3 1 4.87931 7.79055
1989 07 3 0 302.849 263.087
1990 07 3 0 197.966 597.733
1991 07 3 1 148.316 608.649
1992 07 3 1 286.242 265.372
1993 07 3 1 18.2729 38.3794
1994 07 3 0 3.0678 3.15738
1995 07 3 0 10.0186 28.0175
1996 07 3 0 6.81675 23.5519
1997 07 3 1 137.748 134.283
1998 07 3 1 2.21791 3.63415
1999 07 3 1 380.245 658.775
2000 07 3 0 24.9763 31.0933
2001 07 3 0 4.96999 20.401
2002 07 3 1 0.951448 0.787146
2003 07 3 0 28.9746 28.9008
2004 07 3 1 24.8596 15.0757
2005 07 3 0 7.39705 13.3955
2006 07 3 0 4.52002 4.03156
2007 07 3 0 38.6365 33.172
2008 07 3 0 14.7536 9.10635
2009 07 3 1 43.7849 16.1393
2010 07 3 1 40.5747 24.2768
2011 07 3 0 2.82351 0.664957
2012 07 3 1 28.9127 5.028
2013 07 3 0 32.1443 1.38328
2014 07 3 0 5.4185 3.04693
2015 07 3 1 34.5978 67.7109
2016 07 3 0 17.3622 19.1665
1982 08 4 1 50.1396 33.7608
1983 08 4 0 20.6628 104.335
1984 08 4 0 0.101885 0.799609
1985 08 4 0 10.4672 35.7204
1986 08 4 0 27.896 332.507
1987 08 4 1 143.128 123.414
1988 08 4 1 202.467 1.61425
1989 08 4 0 6.29723 11.9961
1990 08 4 0 34.5741 75.1761
1991 08 4 1 18.9876 4.37228
1992 08 4 0 16.178 1.98518
1993 08 4 0 7.48833 3.32953
1994 08 4 1 3.95229 0.547796
1995 08 4 0 1.66043 2.70236
1996 08 4 0 7.27796 3.07467
1997 08 4 1 37.2744 2.66296
1998 08 4 1 12.8191 8.59056
1999 08 4 1 69.5919 115.089
2000 08 4 0 38.5002 45.5373
2001 08 4 0 8.39311 33.6423
2002 08 4 1 62.9798 14.2934
2003 08 4 0 16.6742 5.95288
2004 08 4 1 62.7294 8.20747
2005 08 4 0 13.8322 161.335
2006 08 4 0 12.8565 23.1426
2007 08 4 0 18.5263 73.8092
2008 08 4 0 13.6527 30.5704
2009 08 4 1 39.1986 15.4265
2010 08 4 1 374.195 273.305
2011 08 4 0 0.000215842 0.00141447
2012 08 4 1 0.148007 0.0509633
2013 08 4 0 48.3349 181.971
2014 08 4 0 2.34336 2.04645
2015 08 4 1 25.5007 91.6466
2016 08 4 0 3.22259 19.5335
1982 06 0 1 794.2 1127
1983 06 0 1 37.4 478.0
1984 06 0 0 1.33 0.499
1985 06 0 0 303.7 405.1
1986 06 0 0 492.7 79.5
1987 06 0 1 268.5 753.6
1988 06 0 1 59.1 17.0
1989 06 0 0 482.6 4.67
1990 06 0 0 1033 50.9
1991 06 0 1 1136 35.4
1992 06 0 1 846.7 856.6
1993 06 0 1 113.3 56.4
1994 06 0 1 15.5 163.1
1995 06 0 0 167.4 180.9
1996 06 0 0 58.6 0.843
1997 06 0 1 314.5 118.8
1998 06 0 0 26.3 4.81
1999 06 0 1 1264 104.1
2000 06 0 0 167.9 46.9
2001 06 0 0 74.1 11.4
2002 06 0 1 10.4 25.0
2003 06 0 0 254.6 4.67
2004 06 0 1 115.9 28.4
2005 06 0 1 49.8 23.1
2006 06 0 0 36.1 228.7
2007 06 0 0 180.9 264.7
2008 06 0 0 40.9 62.8
2009 06 0 1 55.0 14.0
2010 06 0 0 115.3 167.4
2011 06 0 0 0.283 2.69
2012 06 0 0 19.5 25.3
2013 06 0 0 20.9 45.7
2014 06 0 1 52.7 33.2
2015 06 0 1 274.2 589.3
2016 06 0 0 113.8 122.8
1982 06 1 1 231.125 519.715
1983 06 1 1 449.184 240.2
1984 06 1 0 107.427 25.5755
1985 06 1 0 157.127 353.325
1986 06 1 0 106.712 185.196
1987 06 1 1 714.496 163.428
1988 06 1 1 79.6796 101.905
1989 06 1 0 25.6534 33.9071
1990 06 1 0 74.2248 67.1194
1991 06 1 1 63.1757 54.9148
1992 06 1 1 346.63 145.529
1993 06 1 1 141.366 85.294
1994 06 1 1 153.109 346.244
1995 06 1 0 231.049 271.922
1996 06 1 0 21.1562 9.15346
1997 06 1 1 209.171 144.117
1998 06 1 0 20.6027 7.55549
1999 06 1 1 108.077 90.9902
2000 06 1 0 117.551 51.2584
2001 06 1 0 99.9756 126.892
2002 06 1 1 94.9942 127.864
2003 06 1 0 20.9516 26.4279
2004 06 1 1 31.0965 81.5785
2005 06 1 1 121.921 40.4852
2006 06 1 0 91.1073 143.755
2007 06 1 0 637.309 286.737
2008 06 1 0 57.3416 139.169
2009 06 1 1 58.9538 46.5131
2010 06 1 0 113.029 104.138
2011 06 1 0 17.2713 36.1081
2012 06 1 0 87.0434 79.4764
2013 06 1 0 37.6401 82.5036
2014 06 1 1 61.8293 121.312
2015 06 1 1 307.279 273.678
2016 06 1 0 61.3517 141.921
1982 07 2 1 103.099 165.03
1983 07 2 0 4.35298 11.9687
1984 07 2 0 0.589294 0.0695813
1985 07 2 0 105.478 13.0349
1986 07 2 0 121.128 16.3205
1987 07 2 1 58.8532 95.808
1988 07 2 1 7.85388 6.87594
1989 07 2 0 105.236 157.653
1990 07 2 0 328.182 562.866
1991 07 2 1 355.614 303.79
1992 07 2 1 719.272 3470.06
1993 07 2 1 44.1161 252.356
1994 07 2 0 4.89217 6.62232
1995 07 2 0 50.1015 23.9037
1996 07 2 0 53.8979 13.3533
1997 07 2 1 71.2678 94.4746
1998 07 2 1 7.53185 7.53258
1999 07 2 1 952.777 82.9078
2000 07 2 0 63.4669 23.777
2001 07 2 0 7.7942 14.1581
2002 07 2 1 0.887847 0.955101
2003 07 2 0 16.0968 46.5222
2004 07 2 1 15.5548 44.3589
2005 07 2 0 10.3043 13.1005
2006 07 2 0 5.17978 12.0003
2007 07 2 0 51.9929 18.3607
2008 07 2 0 7.95416 5.94959
2009 07 2 1 5.85459 20.1523
2010 07 2 1 20.9852 36.4003
2011 07 2 0 1.18749 1.08035
2012 07 2 1 11.0635 20.7001
2013 07 2 0 0.51069 5.51487
2014 07 2 0 0.235971 9.05475
2015 07 2 1 1.59137 60.7167
2016 07 2 0 4.44975 40.7178
1982 08 3 1 32.4153 17.8929
1983 08 3 0 128.513 13.8339
1984 08 3 0 0.54831 0.0639593
1985 08 3 0 40.2878 15.367
1986 08 3 0 34.1904 19.1436
1987 08 3 1 39.4277 29.1871
1988 08 3 1 69.7644 22.0298
1989 08 3 0 6.16867 4.45446
1990 08 3 0 13.3263 17.2157
1991 08 3 1 14.939 53.2459
1992 08 3 0 11.3247 4.31297
1993 08 3 0 8.20499 6.14891
1994 08 3 1 0.764298 22.4367
1995 08 3 0 1.91442 4.81978
1996 08 3 0 4.15285 4.49899
1997 08 3 1 29.9961 56.0719
1998 08 3 1 3.48454 5.71034
1999 08 3 1 34.8188 23.5376
2000 08 3 0 17.8497 52.7194
2001 08 3 0 13.9087 7.70586
2002 08 3 1 70.0594 16.2779
2003 08 3 0 30.8359 16.732
2004 08 3 1 48.298 86.4893
2005 08 3 0 10.8479 12.9253
2006 08 3 0 7.06914 29.6021
2007 08 3 0 11.9454 29.9307
2008 08 3 0 26.1452 24.5978
2009 08 3 1 37.0321 26.8693
2010 08 3 1 777.89 219.471
2011 08 3 0 0.000109968 0.000367788
2012 08 3 1 0.156897 0.193032
2013 08 3 0 102.601 32.08
2014 08 3 0 5.9846 2.56854
2015 08 3 1 123.964 24.5246
2016 08 3 0 9.81073 2.84421
1982 09 4 1 340.431 17.7674
1983 09 4 0 2.82208 2.79607
1984 09 4 0 36.6865 77.9267
1985 09 4 0 3.71264 3.23633
1986 09 4 1 65.5583 80.7336
1987 09 4 1 9.12272 50.7176
1988 09 4 1 1.13237 2.60787
1989 09 4 0 41.6853 12.3565
1990 09 4 0 217.911 33.0246
1991 09 4 1 315.767 27.7005
1992 09 4 0 2.59571 31.7571
1993 09 4 1 2.64257 24.2923
1994 09 4 1 7.30477e-05 0.000316766
1995 09 4 0 36.0653 163.017
1996 09 4 0 24.1555 43.4753
1997 09 4 1 31.6912 14.0881
1998 09 4 0 0.0685919 0.269816
1999 09 4 1 44.4629 72.6781
2000 09 4 0 11.6104 2.0384
2001 09 4 0 183.291 36.5898
2002 09 4 1 260.186 6.23664
2003 09 4 0 43.2931 7.01736
2004 09 4 1 52.0901 47.2882
2005 09 4 0 112.13 401.458
2006 09 4 1 37.253 10.1675
2007 09 4 1 13.2019 3.70786
2008 09 4 0 59.4347 12.5466
2009 09 4 1 39.4344 13.9319
2010 09 4 1 46.4078 43.2802
2011 09 4 0 0.649759 2.58396
2012 09 4 1 1.48199 1.03625
2013 09 4 0 11.0884 47.1589
2014 09 4 1 2.05564 0.861992
2015 09 4 1 2.94075 761.769
2016 09 4 0 3.42324 7.85145
1982 07 0 1 115.5 794.2
1983 07 0 0 57.8 37.4
1984 07 0 0 0.257 1.33
1985 07 0 0 236.9 303.7
1986 07 0 0 149.0 492.7
1987 07 0 1 282.1 268.5
1988 07 0 1 259.8 59.1
1989 07 0 0 7.67 482.6
1990 07 0 0 52.1 1033
1991 07 0 1 40.8 1136
1992 07 0 1 79.7 846.7
1993 07 0 1 3.96 113.3
1994 07 0 0 0.064 15.5
1995 07 0 0 0.623 167.4
1996 07 0 0 6.17 58.6
1997 07 0 1 83.5 314.5
1998 07 0 1 0.295 26.3
1999 07 0 1 99.9 1264
2000 07 0 0 52.6 167.9
2001 07 0 0 14.9 74.1
2002 07 0 1 135.4 10.4
2003 07 0 0 17.2 254.6
2004 07 0 1 156.2 115.9
2005 07 0 0 26.7 49.8
2006 07 0 0 8.99 36.1
2007 07 0 0 74.3 180.9
2008 07 0 0 27.5 40.9
2009 07 0 1 107.6 55.0
2010 07 0 1 1268 115.3
2011 07 0 0 0.000 0.283
2012 07 0 1 0.329 19.5
2013 07 0 0 66.8 20.9
2014 07 0 0 17.2 52.7
2015 07 0 1 631.5 274.2
2016 07 0 0 15.4 113.8
1982 07 1 1 148.741 335.675
1983 07 1 0 10.1826 3.23835
1984 07 1 0 0.527722 0.0825117
1985 07 1 0 187.483 86.8445
1986 07 1 0 124.254 115.418
1987 07 1 1 43.8385 47.2481
1988 07 1 1 23.5483 7.83609
1989 07 1 0 163.135 103.5
1990 07 1 0 65.0719 330.269
1991 07 1 1 102.351 966.333
1992 07 1 1 165.639 1677.63
1993 07 1 1 73.2357 35.5323
1994 07 1 0 2.44327 10.4416
1995 07 1 0 47.2242 39.5313
1996 07 1 0 6.48798 9.91308
1997 07 1 1 118.476 50.5367
1998 07 1 1 1.16831 9.65645
1999 07 1 1 4332.84 400.333
2000 07 1 0 11.9859 40.4288
2001 07 1 0 8.38641 20.1388
2002 07 1 1 2.79702 2.06802
2003 07 1 0 32.5108 49.8533
2004 07 1 1 11.4355 12.7794
2005 07 1 0 2.87446 4.9214
2006 07 1 0 7.1866 3.45665
2007 07 1 0 910.107 33.2981
2008 07 1 0 10.6328 4.63744
2009 07 1 1 7.73675 7.25488
2010 07 1 1 22.1354 20.1588
2011 07 1 0 0.48939 0.379527
2012 07 1 1 39.3976 8.29409
2013 07 1 0 52.9747 2.89502
2014 07 1 0 0.858749 8.34036
2015 07 1 1 0.657456 54.7286
2016 07 1 0 0.522796 11.0722
1982 08 2 1 58.2389 17.5798
1983 08 2 0 22.6516 161.957
1984 08 2 0 1.23592 0.402455
1985 08 2 0 193.984 5.36917
1986 08 2 0 43.0558 14.9877
1987 08 2 1 150.694 72.091
1988 08 2 1 71.7652 157.476
1989 08 2 0 7.55918 26.7191
1990 08 2 0 11.3296 23.4587
1991 08 2 1 9.26507 28.9472
1992 08 2 0 70.4088 33.4817
1993 08 2 0 19.7718 7.48097
1994 08 2 1 3.06239 0.782387
1995 08 2 0 2.48932 1.15454
1996 08 2 0 2.86913 2.40549
1997 08 2 1 25.7321 38.015
1998 08 2 1 2.55614 5.44014
1999 08 2 1 31.1806 29.7281
2000 08 2 0 19.9066 25.7583
2001 08 2 0 10.9139 2.63813
2002 08 2 1 47.5245 128.853
2003 08 2 0 3.45656 5.19172
2004 08 2 1 18.3953 46.2111
2005 08 2 0 3.86488 6.60694
2006 08 2 0 4.26451 5.85246
2007 08 2 0 71.7409 59.3433
2008 08 2 0 13.4269 14.0691
2009 08 2 1 19.7277 57.0133
2010 08 2 1 123.711 48.0013
2011 08 2 0 0.000706728 0.000809926
2012 08 2 1 0.105354 2.35472
2013 08 2 0 41.6713 69.641
2014 08 2 0 7.11814 3.39089
2015 08 2 1 273.848 40.7512
2016 08 2 0 22.5754 18.9335
1982 09 3 1 47.6537 46.0567
1983 09 3 0 10.7129 4.26866
1984 09 3 0 27.7745 45.9839
1985 09 3 0 14.9366 14.5181
1986 09 3 1 108.171 108.271
1987 09 3 1 31.2766 5.43058
1988 09 3 1 4.96031 1.25007
1989 09 3 0 6.09471 57.8585
1990 09 3 0 55.8069 22.9647
1991 09 3 1 20.1251 45.0268
1992 09 3 0 108.913 149.452
1993 09 3 1 16.825 127.784
1994 09 3 1 0.000298453 0.000645608
1995 09 3 0 106.371 72.6837
1996 09 3 0 58.3976 54.4553
1997 09 3 1 13.2623 123.109
1998 09 3 0 0.0635349 0.0108319
1999 09 3 1 35.6584 22.7723
2000 09 3 0 25.8803 9.43114
2001 09 3 0 5.49441 8.89467
2002 09 3 1 23.8251 10.6835
2003 09 3 0 17.2909 9.05567
2004 09 3 1 70.1828 90.0063
2005 09 3 0 121.096 163.104
2006 09 3 1 4.1682 0.321197
2007 09 3 1 102.534 35.0674
2008 09 3 0 18.3064 6.55549
2009 09 3 1 9.58401 6.34229
2010 09 3 1 310.078 12.1585
2011 09 3 0 6.245 0.723977
2012 09 3 1 2.99705 6.23708
2013 09 3 0 7.84989 933.323
2014 09 3 1 1.2753 2.97913
2015 09 3 1 8.66118 54.3177
2016 09 3 0 10.6776 83.8679
1982 10 4 1 33.9626 15.2803
1983 10 4 0 21.6474 20.2596
1984 10 4 1 23.2679 17.8703
1985 10 4 0 16.3524 18.2513
1986 10 4 1 28.7774 15.6481
1987 10 4 1 25.4574 13.4534
1988 10 4 1 69.8342 41.214
1989 10 4 0 53.4377 21.7425
1990 10 4 0 24.9068 18.1228
1991 10 4 1 21.615 18.1559
1992 10 4 0 32.7641 14.1385
1993 10 4 1 26.6153 16.8009
1994 10 4 1 21.0024 15.8166
1995 10 4 1 20.3243 22.0298
1996 10 4 0 28.8779 15.1826
1997 10 4 1 27.2308 3.60857
1998 10 4 1 99.63 57.9673
1999 10 4 1 175.189 54.5991
2000 10 4 1 12.1237 29.082
2001 10 4 0 15.7807 43.4283
2002 10 4 1 22.7265 41.7978
2003 10 4 0 31.9058 22.6951
2004 10 4 1 31.9271 18.2927
2005 10 4 0 15.943 18.8054
2006 10 4 1 30.797 26.61
2007 10 4 1 24.6178 23.9744
2008 10 4 0 34.6288 29.8486
2009 10 4 1 21.1122 19.8063
2010 10 4 1 26.4168 29.2403
2011 10 4 1 28.6127 36.8235
2012 10 4 0 78.4066 26.3205
2013 10 4 0 21.1706 27.8951
2014 10 4 1 5.00203 16.5357
2015 10 4 1 3.31177 9.67649
2016 10 4 1 7.0709 23.6228
1982 08 0 1 42.8 115.5
1983 08 0 0 2.61 57.8
1984 08 0 0 35.3 0.257
1985 08 0 0 14.9 236.9
1986 08 0 0 302.5 149.0
1987 08 0 1 23.1 282.1
1988 08 0 1 1.39 259.8
1989 08 0 0 17.2 7.67
1990 08 0 0 276.4 52.1
1991 08 0 1 132.6 40.8
1992 08 0 0 105.5 79.7
1993 08 0 0 28.6 3.96
1994 08 0 1 0.0 0.064
1995 08 0 0 139.2 0.623
1996 08 0 0 151.7 6.17
1997 08 0 1 15.3 83.5
1998 08 0 1 0.0 0.295
1999 08 0 1 33.2 99.9
2000 08 0 0 7.19 52.6
2001 08 0 0 10.2 14.9
2002 08 0 1 17.3 135.4
2003 08 0 0 35.8 17.2
2004 08 0 1 128.8 156.2
2005 08 0 0 920.9 26.7
2006 08 0 0 4.34 8.99
2007 08 0 0 237.3 74.3
2008 08 0 0 57.1 27.5
2009 08 0 1 26.7 107.6
2010 08 0 1 205.6 1268
2011 08 0 0 0.225 0.000
2012 08 0 1 0.046 0.329
2013 08 0 0 125.4 66.8
2014 08 0 0 2.32 17.2
2015 08 0 1 71.9 631.5
2016 08 0 0 10.7 15.4
1982 08 1 1 161.589 65.1259
1983 08 1 0 2.50247 15.4528
1984 08 1 0 46.948 0.188284
1985 08 1 0 262.167 71.8032
1986 08 1 0 174.366 32.6669
1987 08 1 1 78.1369 52.7238
1988 08 1 1 33.5043 27.2752
1989 08 1 0 8.69695 5.54261
1990 08 1 0 9.9467 15.6455
1991 08 1 1 42.4282 46.9178
1992 08 1 0 350.718 21.6494
1993 08 1 0 31.7623 5.16374
1994 08 1 1 6.52467 1.66038
1995 08 1 0 0.797369 1.59814
1996 08 1 0 8.4506 2.30727
1997 08 1 1 31.8852 172.036
1998 08 1 1 1.03999 7.98062
1999 08 1 1 12.5568 76.9527
2000 08 1 0 15.4985 54.5843
2001 08 1 0 9.74973 10.281
2002 08 1 1 54.2063 45.4465
2003 08 1 0 1.22566 5.6577
2004 08 1 1 14.0342 64.6283
2005 08 1 0 13.2447 13.3921
2006 08 1 0 3.4132 3.59391
2007 08 1 0 8.82238 13.0117
2008 08 1 0 3.3763 7.75509
2009 08 1 1 13.1231 30.6147
2010 08 1 1 95.268 567.553
2011 08 1 0 0.142497 0.000749131
2012 08 1 1 1.36954 0.326122
2013 08 1 0 468.346 6.0667
2014 08 1 0 0.32373 18.3131
2015 08 1 1 6.94057 175.437
2016 08 1 0 0.269362 25.3949
1982 09 2 1 89.9272 37.7762
1983 09 2 0 50.1529 0.532324
1984 09 2 0 164.257 81.2856
1985 09 2 0 20.5745 208.427
1986 09 2 1 37.4503 6.48111
1987 09 2 1 7.10367 18.8184
1988 09 2 1 2.76037 13.9673
1989 09 2 0 12.4103 49.3026
1990 09 2 0 86.1667 5448.41
1991 09 2 1 18.5333 85.8285
1992 09 2 0 54.9628 92.3945
1993 09 2 1 22.1684 45.1822
1994 09 2 1 0.000324553 0.0040386
1995 09 2 0 103.223 152.124
1996 09 2 0 87.4141 42.6053
1997 09 2 1 51.6659 4.14821
1998 09 2 0 0.0220507 0.00020634
1999 09 2 1 32.7841 202.964
2000 09 2 0 7.83401 3.36335
2001 09 2 0 9.43532 4.99351
2002 09 2 1 12.4887 0.911654
2003 09 2 0 6.94987 7.4199
2004 09 2 1 27.3026 46.4298
2005 09 2 0 148.564 329.744
2006 09 2 1 9.40412 99.3283
2007 09 2 1 959.955 36.4453
2008 09 2 0 51.0199 7.01992
2009 09 2 1 18.1986 12.9275
2010 09 2 1 109.081 1.78954
2011 09 2 0 1.52819 0.00295927
2012 09 2 1 3.98947 0.631434
2013 09 2 0 4.49343 134.302
2014 09 2 1 0.203434 16.8702
2015 09 2 1 1.13945 27.0341
2016 09 2 0 2.05761 163.832
1982 10 3 1 15.1092 7.93045
1983 10 3 0 3.45115 1.18801
1984 10 3 1 14.1278 31.6668
1985 10 3 0 18.9387 25.3096
1986 10 3 1 24.2201 12.5563
1987 10 3 1 26.7199 48.8778
1988 10 3 1 42.4713 38.5131
1989 10 3 0 31.4684 22.8668
1990 10 3 0 26.4643 10.328
1991 10 3 1 35.5095 31.8452
1992 10 3 0 47.999 11.7622
1993 10 3 1 49.617 36.6416
1994 10 3 1 28.7297 8.66164
1995 10 3 1 33.5692 52.2598
1996 10 3 0 27.443 60.4354
1997 10 3 1 38.7597 6.8392
1998 10 3 1 36.1567 95.2732
1999 10 3 1 39.6013 41.6988
2000 10 3 1 13.8646 21.2162
2001 10 3 0 22.9984 19.7481
2002 10 3 1 27.2999 13.2809
2003 10 3 0 24.95 16.2518
2004 10 3 1 31.4824 18.0366
2005 10 3 0 27.3037 31.303
2006 10 3 1 21.9968 23.8195
2007 10 3 1 23.6759 46.6847
2008 10 3 0 29.3613 31.5699
2009 10 3 1 22.8734 7.99583
2010 10 3 1 30.1783 64.1883
2011 10 3 1 8.46668 6.78259
2012 10 3 0 25.812 25.9085
2013 10 3 0 17.1747 36.7148
2014 10 3 1 2.10091 39.019
2015 10 3 1 1.12837 25.7885
2016 10 3 1 6.77012 23.2208
1982 11 4 1 0.455296 0.188849
1983 11 4 1 458.836 1330.66
1984 11 4 1 128.743 204.045
1985 11 4 0 702.537 647.418
1986 11 4 1 595.811 433.705
1987 11 4 1 2.42476 0.660271
1988 11 4 1 1.55649 1.67168
1989 11 4 0 2.71955 0.974988
1990 11 4 0 15.9179 15.3498
1991 11 4 1 133.806 69.6052
1992 11 4 0 0.331512 0.0689495
1993 11 4 1 2.72032 2.05376
1994 11 4 1 2.09455 0.850011
1995 11 4 1 7.42855 9.74235
1996 11 4 0 3.38459 20.0181
1997 11 4 1 1.44507 3.23371
1998 11 4 1 0.181765 0.615217
1999 11 4 1 2.02217 4.22903
2000 11 4 1 45.6021 38.2772
2001 11 4 0 1.19525 1.09128
2002 11 4 1 38.2421 25.9567
2003 11 4 1 2.24904 1.41301
2004 11 4 1 329.888 233.925
2005 11 4 0 50.7787 38.0381
2006 11 4 1 436.878 691.669
2007 11 4 1 10.6513 25.0949
2008 11 4 0 39.0366 171.699
2009 11 4 1 69.4241 2.19322
2010 11 4 1 9.54888 27.3744
2011 11 4 1 15.364 11.6157
2012 11 4 0 0.830611 0.236728
2013 11 4 0 7.97869 3.51744
2014 11 4 1 15.6091 36.745
2015 11 4 1 2.515 16.8411
2016 11 4 0 1.86282 11.2619
1982 09 0 1 1.21 42.8
1983 09 0 0 0.0 2.61
1984 09 0 0 89.1 35.3
1985 09 0 0 69.2 14.9
1986 09 0 1 719.3 302.5
1987 09 0 1 105.7 23.1
1988 09 0 1 141.7 1.39
1989 09 0 0 76.8 17.2
1990 09 0 0 31.8 276.4
1991 09 0 1 291.7 132.6
1992 09 0 0 99.5 105.5
1993 09 0 1 19.5 28.6
1994 09 0 1 4.30 0.0
1995 09 0 0 231.2 139.2
1996 09 0 0 133.0 151.7
1997 09 0 1 6.83 15.3
1998 09 0 0 0.0 0.0
1999 09 0 1 52.6 33.2
2000 09 0 0 0.005 7.19
2001 09 0 0 11.4 10.2
2002 09 0 1 5.57 17.3
2003 09 0 0 33.9 35.8
2004 09 0 1 115.1 128.8
2005 09 0 0 91.4 920.9
2006 09 0 1 154.0 4.34
2007 09 0 1 90.0 237.3
2008 09 0 0 546.6 57.1
2009 09 0 1 22.8 26.7
2010 09 0 1 160.3 205.6
2011 09 0 0 0.0 0.225
2012 09 0 1 2.75 0.046
2013 09 0 0 27.2 125.4
2014 09 0 1 155.0 2.32
2015 09 0 1 17.2 71.9
2016 09 0 0 65.0 10.7
1982 09 1 1 158.095 51.7595
1983 09 1 0 23.2112 5.18863
1984 09 1 0 81.1937 174.704
1985 09 1 0 30.7447 13.8963
1986 09 1 1 222.892 290.409
1987 09 1 1 24.8739 44.1851
1988 09 1 1 5.14684 3.52543
1989 09 1 0 4.18056 8.34034
1990 09 1 0 45.021 299.796
1991 09 1 1 162.719 34.2361
1992 09 1 0 195.365 1125.39
1993 09 1 1 61.0008 95.0305
1994 09 1 1 6.40529e-05 0.0980204
1995 09 1 0 36.6335 33.7189
1996 09 1 0 73.2726 131.628
1997 09 1 1 67.7481 1.32414
1998 09 1 0 0.00999645 0.00391171
1999 09 1 1 7.02123 12.5753
2000 09 1 0 0.971873 11.8952
2001 09 1 0 13.925 7.32059
2002 09 1 1 8.88826 28.3286
2003 09 1 0 6.82711 33.8703
2004 09 1 1 392.632 25.3164
2005 09 1 0 84.2865 125.064
2006 09 1 1 6.39204 2.81887
2007 09 1 1 319.512 44.5854
2008 09 1 0 40.2432 19.1182
2009 09 1 1 29.6028 33.4633
2010 09 1 1 10.6455 7.68473
2011 09 1 0 9.37228 0.249057
2012 09 1 1 24.7022 0.163012
2013 09 1 0 7.63956 1745.8
2014 09 1 1 7.55343 0.586069
2015 09 1 1 0.159232 3.26536
2016 09 1 0 10.2301 6.15894
1982 10 2 1 5.22756 12.0956
1983 10 2 0 1.25323 2.46997
1984 10 2 1 22.9558 17.8188
1985 10 2 0 26.5418 17.3533
1986 10 2 1 28.7154 22.722
1987 10 2 1 15.0192 18.0218
1988 10 2 1 34.4301 52.1364
1989 10 2 0 51.753 57.5563
1990 10 2 0 46.6241 8.50389
1991 10 2 1 19.5832 12.5128
1992 10 2 0 5.96777 77.4663
1993 10 2 1 152.147 37.6365
1994 10 2 1 38.8797 17.1809
1995 10 2 1 16.2991 22.5837
1996 10 2 0 26.5706 34.1206
1997 10 2 1 19.7517 14.0562
1998 10 2 1 19.1624 17.9487
1999 10 2 1 39.2342 27.3699
2000 10 2 1 29.237 11.0283
2001 10 2 0 18.5313 18.9036
2002 10 2 1 81.0796 20.8866
2003 10 2 0 24.4323 18.1312
2004 10 2 1 66.2974 19.8911
2005 10 2 0 33.2048 19.9711
2006 10 2 1 9.07379 31.3897
2007 10 2 1 86.546 19.5606
2008 10 2 0 100.499 29.2473
2009 10 2 1 12.5895 9.57085
2010 10 2 1 21.3937 23.0919
2011 10 2 1 17.3106 8.16626
2012 10 2 0 33.8516 29.6934
2013 10 2 0 40.1889 43.6667
2014 10 2 1 1.22182 13.9479
2015 10 2 1 0.153754 7.9166
2016 10 2 1 7.81139 27.6669
1982 11 3 1 0.221503 1.37686
1983 11 3 1 848.611 17.0167
1984 11 3 1 170.465 267.111
1985 11 3 0 703.4 1879.42
1986 11 3 1 790.946 574.618
1987 11 3 1 1.25769 1.18953
1988 11 3 1 3.61871 3.00727
1989 11 3 0 6.55139 1.35385
1990 11 3 0 29.0096 22.6658
1991 11 3 1 69.4506 114.556
1992 11 3 0 0.176157 0.333956
1993 11 3 1 1.48265 2.09829
1994 11 3 1 1.2747 1.79076
1995 11 3 1 8.49262 6.46457
1996 11 3 0 7.84879 5.0147
1997 11 3 1 1.2516 3.27082
1998 11 3 1 0.376809 0.338037
1999 11 3 1 2.42185 8.76397
2000 11 3 1 44.5547 63.233
2001 11 3 0 0.784605 1.23182
