Y	M	L	ENSO	(m,m0)_(CV)
1995 02 2 1 17.0358
1996 02 2 1 0.000493963
1997 02 2 0 42.7278
1998 02 2 1 20.4933
1999 02 2 1 48.366
2000 02 2 1 0.360514
2001 02 2 1 40.0813
2002 02 2 0 49.9181
2003 02 2 1 35.17
2004 02 2 0 23.7352
2005 02 2 0 87.8379
2006 02 2 1 0.161667
2007 02 2 0 40.3043
2008 02 2 1 29.5123
2009 02 2 1 0.2148
2010 02 2 1 62.38
2011 02 2 1 0.375096
2012 02 2 1 0.000103658
2013 02 2 0 5.08893e-05
2014 02 2 0 0.0456811
2015 02 2 1 0.0525787
2016 02 2 1 1230.74
1982 03 3 0 22.7848
1983 03 3 1 85.4632
1984 03 3 0 6.37751
1985 03 3 1 3.33333
1986 03 3 0 12.1237
1987 03 3 1 90.1169
1988 03 3 0 9.39159
1989 03 3 1 2.1379
1990 03 3 0 1.81078
1991 03 3 0 17.9019
1992 03 3 1 35.0592
1993 03 3 1 3.41385
1994 03 3 0 0.481975
1995 03 3 0 5.48441
1996 03 3 0 3.42513
1997 03 3 0 14.7528
1998 03 3 1 14.7315
1999 03 3 1 6.28696
2000 03 3 1 2.14742
2001 03 3 0 25.3346
2002 03 3 0 55.6055
2003 03 3 1 20.6472
2004 03 3 0 9.43937
2005 03 3 0 14.4861
2006 03 3 1 1.31039
2007 03 3 0 17.6528
2008 03 3 1 4.96614
2009 03 3 1 21.3636
2010 03 3 1 39.1677
2011 03 3 1 2.24059
2012 03 3 0 0.227475
2013 03 3 0 0.600268
2014 03 3 0 0.747813
2015 03 3 1 0.0201228
2016 03 3 1 0.258017
1982 04 4 0 110.478
1983 04 4 1 1.17264
1984 04 4 0 0.371677
1985 04 4 1 212.325
1986 04 4 0 0.650498
1987 04 4 1 92.7276
1988 04 4 0 13.2851
1989 04 4 1 0.411721
1990 04 4 0 69.1842
1991 04 4 0 1.30415
1992 04 4 1 338.181
1993 04 4 1 122.759
1994 04 4 0 12.2497
1995 04 4 0 4.70289
1996 04 4 0 1.14916e-05
1997 04 4 1 36.7818
1998 04 4 1 36.5552
1999 04 4 1 114.514
2000 04 4 1 11.0591
2001 04 4 0 23.3269
2002 04 4 0 7.10759
2003 04 4 0 32.8499
2004 04 4 0 142.746
2005 04 4 1 185.735
2006 04 4 0 0.0280292
2007 04 4 0 1.57033
2008 04 4 1 6.46239
2009 04 4 0 6.25396e-06
2010 04 4 1 6.27184
2011 04 4 1 0.0651535
2012 04 4 0 38.4948
2013 04 4 0 7.12823e-05
2014 04 4 0 0.0448589
2015 04 4 1 14.6222
2016 04 4 1 2.35415
1982 02 0 0 46.4 81.2
1983 02 0 1 1.17 0.574
1984 02 0 0 0.191 24.1
1985 02 0 1 72.2 617.5
1986 02 0 1 4.85 5.92
1987 02 0 1 147.5 241.3
1988 02 0 0 66.0 106.5
1989 02 0 1 0.354 0.080
1990 02 0 0 0.0 0.0
1991 02 0 0 62.8 5.72
1992 02 0 1 912.8 917.9
1993 02 0 1 87.3 74.3
1994 02 0 0 0.0 0.0
1995 02 0 1 2.73 23.6
1996 02 0 1 0.0 0.0
1997 02 0 0 10.4 68.9
1998 02 0 1 3.04 19.4
1999 02 0 1 106.4 204.0
2000 02 0 1 2.77 0.772
2001 02 0 1 89.9 135.8
2002 02 0 0 56.5 111.8
2003 02 0 1 80.9 89.7
2004 02 0 0 88.6 37.9
2005 02 0 0 232.2 259.5
2006 02 0 1 0.171 0.157
2007 02 0 0 13.0 84.0
2008 02 0 1 56.0 80.1
2009 02 0 1 0.059 0.121
2010 02 0 1 257.3 194.1
2011 02 0 1 0.838 0.283
2012 02 0 1 0.0 0.0
2013 02 0 0 13.0 0.0
2014 02 0 0 0.195 0.155
2015 02 0 1 0.0 0.0
2016 02 0 1 6.30 35.8
1982 02 1 0 40.5769
1983 02 1 1 0.542915
1984 02 1 0 22.8947
1985 02 1 1 518.984
1986 02 1 1 4.00925
1987 02 1 1 64.572
1988 02 1 0 64.4704
1989 02 1 1 0.0770305
1990 02 1 0 0.000326209
1991 02 1 0 3.68804
1992 02 1 1 266.397
1993 02 1 1 43.2487
1994 02 1 0 0.000812893
1995 02 1 1 12.5018
1996 02 1 1 0.000565331
1997 02 1 0 31.0044
1998 02 1 1 7.62697
1999 02 1 1 53.3648
2000 02 1 1 0.280506
2001 02 1 1 40.3737
2002 02 1 0 57.6228
2003 02 1 1 40.5735
2004 02 1 0 20.5627
2005 02 1 0 91.4355
2006 02 1 1 0.165856
2007 02 1 0 46.9355
2008 02 1 1 26.4082
2009 02 1 1 0.127229
2010 02 1 1 106.454
2011 02 1 1 0.303434
2012 02 1 1 0.000141933
2013 02 1 0 7.11017e-05
2014 02 1 0 0.0657644
2015 02 1 1 0.0339754
2016 02 1 1 724.292
1982 03 2 0 27.0637
1983 03 2 1 76.308
1984 03 2 0 1.94584
1985 03 2 1 2.30411
1986 03 2 0 2.48955
1987 03 2 1 276.397
1988 03 2 0 4.07911
1989 03 2 1 1.35552
1990 03 2 0 1.3782
1991 03 2 0 14.2208
1992 03 2 1 96.2726
1993 03 2 1 8.22792
1994 03 2 0 1.66078
1995 03 2 0 34.0293
1996 03 2 0 1.57435
1997 03 2 0 33.0845
1998 03 2 1 20.416
1999 03 2 1 2.22719
2000 03 2 1 1.02182
2001 03 2 0 34.3575
2002 03 2 0 16.0003
2003 03 2 1 21.8773
2004 03 2 0 32.8597
2005 03 2 0 18.7522
2006 03 2 1 3.05119
2007 03 2 0 7.10461
2008 03 2 1 3.19789
2009 03 2 1 84.0608
2010 03 2 1 21.3862
2011 03 2 1 0.866398
2012 03 2 0 0.0196463
2013 03 2 0 2.78244
2014 03 2 0 2.94077
2015 03 2 1 0.0699232
2016 03 2 1 0.963742
1982 04 3 0 47.3665
1983 04 3 1 0.0385534
1984 04 3 0 0.335937
1985 04 3 1 102.409
1986 04 3 0 1.23044
1987 04 3 1 88.0714
1988 04 3 0 13.7977
1989 04 3 1 1.01204
1990 04 3 0 151.788
1991 04 3 0 1.14934
1992 04 3 1 818.214
1993 04 3 1 60.6585
1994 04 3 0 9.22011
1995 04 3 0 9.00632
1996 04 3 0 9.01504e-06
1997 04 3 1 52.2029
1998 04 3 1 4.8502
1999 04 3 1 97.3621
2000 04 3 1 84.7371
2001 04 3 0 106.827
2002 04 3 0 3.5631
2003 04 3 0 32.8321
2004 04 3 0 193.351
2005 04 3 1 439.971
2006 04 3 0 0.055113
2007 04 3 0 2.44259
2008 04 3 1 5.23394
2009 04 3 0 3.28757e-05
2010 04 3 1 4.10307
2011 04 3 1 0.042622
2012 04 3 0 80.5092
2013 04 3 0 6.57713e-05
2014 04 3 0 0.0154524
2015 04 3 1 10.0504
2016 04 3 1 4.54453
1982 05 4 1 36.4261
1983 05 4 1 0.702508
1984 05 4 0 0.219861
1985 05 4 0 259.758
1986 05 4 0 1.64356
1987 05 4 1 86.4316
1988 05 4 1 25.4146
1989 05 4 1 3.0665
1990 05 4 0 175.05
1991 05 4 1 52.4288
1992 05 4 1 320.651
1993 05 4 1 28.0241
1994 05 4 1 1.15446
1995 05 4 0 101.002
1996 05 4 0 0.0381941
1997 05 4 1 208.302
1998 05 4 1 11.1972
1999 05 4 1 329.003
2000 05 4 0 68.5438
2001 05 4 0 81.9133
2002 05 4 1 0.649968
2003 05 4 0 47.1547
2004 05 4 0 849.162
2005 05 4 1 233.868
2006 05 4 0 0.696695
2007 05 4 0 8.55049
2008 05 4 0 6.8689
2009 05 4 0 0.000219684
2010 05 4 0 396.256
2011 05 4 0 0.0654677
2012 05 4 0 181.764
2013 05 4 0 0.099592
2014 05 4 1 2.20879
2015 05 4 1 6248.39
2016 05 4 1 1265.44
1982 03 0 0 92.1 46.4
1983 03 0 1 0.416 1.17
1984 03 0 0 0.614 0.191
1985 03 0 1 316.1 72.2
1986 03 0 0 1.99 4.85
1987 03 0 1 139.6 147.5
1988 03 0 0 35.6 66.0
1989 03 0 1 2.71 0.354
1990 03 0 0 221.6 0.0
1991 03 0 0 3.54 62.8
1992 03 0 1 912.6 912.8
1993 03 0 1 111.6 87.3
1994 03 0 0 19.4 0.0
1995 03 0 0 10.1 2.73
1996 03 0 0 0.0 0.0
1997 03 0 0 80.9 10.4
1998 03 0 1 26.1 3.04
1999 03 0 1 263.6 106.4
2000 03 0 1 35.9 2.77
2001 03 0 0 93.3 89.9
2002 03 0 0 9.59 56.5
2003 03 0 1 63.5 80.9
2004 03 0 0 299.0 88.6
2005 03 0 0 469.1 232.2
2006 03 0 1 0.132 0.171
2007 03 0 0 5.35 13.0
2008 03 0 1 17.5 56.0
2009 03 0 1 0.000 0.059
2010 03 0 1 10.2 257.3
2011 03 0 1 0.163 0.838
2012 03 0 0 49.3 0.0
2013 03 0 0 0.0 13.0
2014 03 0 0 0.150 0.195
2015 03 0 1 42.4 0.0
2016 03 0 1 13.8 6.30
1982 03 1 0 2.74505
1983 03 1 1 38.8782
1984 03 1 0 9.37427
1985 03 1 1 3.57496
1986 03 1 0 2.4678
1987 03 1 1 35.5923
1988 03 1 0 4.45272
1989 03 1 1 3.94029
1990 03 1 0 10.6694
1991 03 1 0 4.84918
1992 03 1 1 45.5478
1993 03 1 1 24.9734
1994 03 1 0 7.9582
1995 03 1 0 44.472
1996 03 1 0 2.94227
1997 03 1 0 13.3689
1998 03 1 1 78.8116
1999 03 1 1 0.28363
2000 03 1 1 0.00447711
2001 03 1 0 137.197
2002 03 1 0 6.34377
2003 03 1 1 7.33769
2004 03 1 0 15.7652
2005 03 1 0 22.8004
2006 03 1 1 1.49823
2007 03 1 0 2.28426
2008 03 1 1 1.55174
2009 03 1 1 2.39562
2010 03 1 1 24.3921
2011 03 1 1 0.573637
2012 03 1 0 1.50321
2013 03 1 0 2.84136
2014 03 1 0 14.7455
2015 03 1 1 29.3696
2016 03 1 1 5.24155
1982 04 2 0 34.0435
1983 04 2 1 1.11006
1984 04 2 0 0.296828
1985 04 2 1 198.076
1986 04 2 0 0.593276
1987 04 2 1 216.946
1988 04 2 0 10.13
1989 04 2 1 1.02647
1990 04 2 0 179.27
1991 04 2 0 0.93164
1992 04 2 1 1481.95
1993 04 2 1 206.62
1994 04 2 0 6.52501
1995 04 2 0 8.24984
1996 04 2 0 3.58209e-06
1997 04 2 1 88.9347
1998 04 2 1 8.76914
1999 04 2 1 23.8488
2000 04 2 1 1.99916
2001 04 2 0 65.9705
2002 04 2 0 3.67374
2003 04 2 0 39.6369
2004 04 2 0 236.08
2005 04 2 1 164.412
2006 04 2 0 0.0291037
2007 04 2 0 2.30069
2008 04 2 1 4.20235
2009 04 2 0 2.89026e-05
2010 04 2 1 5.11129
2011 04 2 1 0.0467551
2012 04 2 0 13.9364
2013 04 2 0 6.07831e-05
2014 04 2 0 0.0765376
2015 04 2 1 103.835
2016 04 2 1 34.6047
1982 05 3 1 39.0036
1983 05 3 1 0.489631
1984 05 3 0 0.215613
1985 05 3 0 55.235
1986 05 3 0 1.20017
1987 05 3 1 143.702
1988 05 3 1 6.78916
1989 05 3 1 3.27516
1990 05 3 0 172.56
1991 05 3 1 92.6065
1992 05 3 1 352.432
1993 05 3 1 49.7137
1994 05 3 1 2.05151
1995 05 3 0 77.5997
1996 05 3 0 0.0640353
1997 05 3 1 579.267
1998 05 3 1 7.34702
1999 05 3 1 193.818
2000 05 3 0 53.6897
2001 05 3 0 53.3843
2002 05 3 1 3.75177
2003 05 3 0 24.1263
2004 05 3 0 3128.04
2005 05 3 1 44.522
2006 05 3 0 0.359316
2007 05 3 0 25.5177
2008 05 3 0 7.85551
2009 05 3 0 0.0135138
2010 05 3 0 108.253
2011 05 3 0 0.137417
2012 05 3 0 103.024
2013 05 3 0 0.0139938
2014 05 3 1 0.0977683
2015 05 3 1 18366.5
2016 05 3 1 24173
1982 06 4 1 414.355
1983 06 4 1 0.900086
1984 06 4 0 23.8166
1985 06 4 0 541.715
1986 06 4 0 3.69741
1987 06 4 1 82.9309
1988 06 4 1 36.0641
1989 06 4 0 18.5922
1990 06 4 0 94.9153
1991 06 4 1 154.359
1992 06 4 1 341.599
1993 06 4 1 100.579
1994 06 4 1 41.1793
1995 06 4 0 1.49671
1996 06 4 0 0.000807811
1997 06 4 1 95.0302
1998 06 4 0 0.0908837
1999 06 4 1 24.5313
2000 06 4 0 0.306993
2001 06 4 0 69.6208
2002 06 4 1 62.8967
2003 06 4 0 6.66605
2004 06 4 1 86.8219
2005 06 4 1 32.9947
2006 06 4 0 14.9869
2007 06 4 0 141.791
2008 06 4 0 18.2838
2009 06 4 1 6.08308
2010 06 4 0 109.446
2011 06 4 0 0.0653295
2012 06 4 0 104.212
2013 06 4 0 19.3592
2014 06 4 1 17.3061
2015 06 4 1 287.574
2016 06 4 0 8.98865
1982 04 0 0 30.8 92.1
1983 04 0 1 0.099 0.416
1984 04 0 0 0.008 0.614
1985 04 0 1 506.5 316.1
1986 04 0 0 0.398 1.99
1987 04 0 1 88.2 139.6
1988 04 0 0 16.8 35.6
1989 04 0 1 1.07 2.71
1990 04 0 0 642.9 221.6
1991 04 0 0 98.6 3.54
1992 04 0 1 660.7 912.6
1993 04 0 1 30.6 111.6
1994 04 0 0 0.407 19.4
1995 04 0 0 63.0 10.1
1996 04 0 0 0.0 0.0
1997 04 0 1 269.9 80.9
1998 04 0 1 1.90 26.1
1999 04 0 1 257.7 263.6
2000 04 0 1 7.29 35.9
2001 04 0 0 53.4 93.3
2002 04 0 0 0.148 9.59
2003 04 0 0 24.7 63.5
2004 04 0 0 1866 299.0
2005 04 0 1 159.6 469.1
2006 04 0 0 0.046 0.132
2007 04 0 0 4.85 5.35
2008 04 0 1 4.07 17.5
2009 04 0 0 0.0 0.000
2010 04 0 1 256.4 10.2
2011 04 0 1 0.0 0.163
2012 04 0 0 6.60 49.3
2013 04 0 0 0.0 0.0
2014 04 0 0 0.014 0.150
2015 04 0 1 163.3 42.4
2016 04 0 1 14.8 13.8
1982 04 1 0 6.56535
1983 04 1 1 0.737395
1984 04 1 0 0.212032
1985 04 1 1 980.619
1986 04 1 0 0.698495
1987 04 1 1 69.8906
1988 04 1 0 19.3963
1989 04 1 1 0.265386
1990 04 1 0 389.84
1991 04 1 0 5.93065
1992 04 1 1 3560.55
1993 04 1 1 278.936
1994 04 1 0 17.0892
1995 04 1 0 7.16401
1996 04 1 0 3.65667e-05
1997 04 1 1 434.624
1998 04 1 1 4.93647
1999 04 1 1 22.4047
2000 04 1 1 6.39804
2001 04 1 0 118.761
2002 04 1 0 5.16071
2003 04 1 0 56.236
2004 04 1 0 367.165
2005 04 1 1 98.6272
2006 04 1 0 0.0211656
2007 04 1 0 1.67471
2008 04 1 1 1.13644
2009 04 1 0 8.06937e-05
2010 04 1 1 5.12714
2011 04 1 1 0.0144822
2012 04 1 0 6.56439
2013 04 1 0 4.42337e-06
2014 04 1 0 0.0077834
2015 04 1 1 53.7034
2016 04 1 1 4.35277
1982 05 2 1 91.7923
1983 05 2 1 12.4292
1984 05 2 0 0.294211
1985 05 2 0 341.748
1986 05 2 0 1.61532
1987 05 2 1 254.035
1988 05 2 1 22.8177
1989 05 2 1 1.97067
1990 05 2 0 136.68
1991 05 2 1 102.636
1992 05 2 1 459.564
1993 05 2 1 85.5374
1994 05 2 1 2.25003
1995 05 2 0 57.1123
1996 05 2 0 0.0827366
1997 05 2 1 207.457
1998 05 2 1 13.6639
1999 05 2 1 96.0302
2000 05 2 0 12.1953
2001 05 2 0 111.821
2002 05 2 1 0.857965
2003 05 2 0 63.9057
2004 05 2 0 556.739
2005 05 2 1 146.783
2006 05 2 0 0.163286
2007 05 2 0 10.641
2008 05 2 0 13.3938
2009 05 2 0 0.00106389
2010 05 2 0 331.378
2011 05 2 0 0.365793
2012 05 2 0 316.643
2013 05 2 0 0.0329463
2014 05 2 1 0.820928
2015 05 2 1 2780.12
2016 05 2 1 480.22
1982 06 3 1 161.324
1983 06 3 1 2.75708
1984 06 3 0 9.47816
1985 06 3 0 3161.03
1986 06 3 0 7.48966
1987 06 3 1 343.489
1988 06 3 1 16.0194
1989 06 3 0 5.42232
1990 06 3 0 76.1438
1991 06 3 1 80.1429
1992 06 3 1 1672.54
1993 06 3 1 1108.48
1994 06 3 1 67.1391
1995 06 3 0 3.06425
1996 06 3 0 0.00714568
1997 06 3 1 108.254
1998 06 3 0 4.83598
1999 06 3 1 30.6641
2000 06 3 0 0.824948
2001 06 3 0 51.0894
2002 06 3 1 22.1624
2003 06 3 0 38.056
2004 06 3 1 80.3985
2005 06 3 1 85.4891
2006 06 3 0 1.90656
2007 06 3 0 97.6436
2008 06 3 0 2.83068
2009 06 3 1 5.36446
2010 06 3 0 66.3059
2011 06 3 0 9.93272e-05
2012 06 3 0 11.1272
2013 06 3 0 11.8419
2014 06 3 1 103.523
2015 06 3 1 6563.3
2016 06 3 0 105.158
1982 07 4 1 518.355
1983 07 4 0 502.233
1984 07 4 0 0.181802
1985 07 4 0 3.37837
1986 07 4 0 8.82665
1987 07 4 1 524.189
1988 07 4 1 3.8805
1989 07 4 0 0.177242
1990 07 4 0 6.57555
1991 07 4 1 0.240222
1992 07 4 1 868.583
1993 07 4 1 205.889
1994 07 4 0 0.45334
1995 07 4 0 10.107
1996 07 4 0 64.0122
1997 07 4 1 48.6309
1998 07 4 1 0.269084
1999 07 4 1 22.443
2000 07 4 0 1.85224
2001 07 4 0 11.5507
2002 07 4 1 2.46318
2003 07 4 0 278.49
2004 07 4 1 82.3552
2005 07 4 0 320.781
2006 07 4 0 2.18591
2007 07 4 0 5.65633
2008 07 4 0 6.53073
2009 07 4 1 1.83895
2010 07 4 1 70.6915
2011 07 4 0 6.12323e-07
2012 07 4 1 0.820482
2013 07 4 0 18.2985
2014 07 4 0 0.0281793
2015 07 4 1 0.802759
2016 07 4 0 28.3679
1982 05 0 1 1524 30.8
1983 05 0 1 0.016 0.099
1984 05 0 0 5.87 0.008
1985 05 0 0 1725 506.5
1986 05 0 0 3.41 0.398
1987 05 0 1 298.0 88.2
1988 05 0 1 18.6 16.8
1989 05 0 1 29.7 1.07
1990 05 0 0 798.1 642.9
1991 05 0 1 228.5 98.6
1992 05 0 1 1052 660.7
1993 05 0 1 159.7 30.6
1994 05 0 1 85.1 0.407
1995 05 0 0 0.532 63.0
1996 05 0 0 0.0 0.0
1997 05 0 1 135.3 269.9
1998 05 0 1 0.0 1.90
1999 05 0 1 161.8 257.7
2000 05 0 0 0.547 7.29
2001 05 0 0 103.3 53.4
2002 05 0 1 133.8 0.148
2003 05 0 0 2.50 24.7
2004 05 0 0 1020 1866
2005 05 0 1 69.1 159.6
2006 05 0 0 22.6 0.046
2007 05 0 0 327.1 4.85
2008 05 0 0 17.1 4.07
2009 05 0 0 6.63 0.0
2010 05 0 0 148.5 256.4
2011 05 0 0 0.0 0.0
2012 05 0 0 271.6 6.60
2013 05 0 0 1.78 0.0
2014 05 0 1 15.6 0.014
2015 05 0 1 2621 163.3
2016 05 0 1 94.4 14.8
1982 05 1 1 582.168
1983 05 1 1 4.29998
1984 05 1 0 0.697915
1985 05 1 0 104.363
1986 05 1 0 28.986
1987 05 1 1 371.047
1988 05 1 1 16.5356
1989 05 1 1 4.26596
1990 05 1 0 224.201
1991 05 1 1 205.758
1992 05 1 1 1147.65
1993 05 1 1 421.818
1994 05 1 1 2.09888
1995 05 1 0 18.1205
1996 05 1 0 0.0715547
1997 05 1 1 833.521
1998 05 1 1 6.49322
1999 05 1 1 170.22
2000 05 1 0 8.44628
2001 05 1 0 104.582
2002 05 1 1 0.315115
2003 05 1 0 7.15332
2004 05 1 0 221.443
2005 05 1 1 60.3169
2006 05 1 0 0.371662
2007 05 1 0 7.28972
2008 05 1 0 4.16389
2009 05 1 0 0.0190875
2010 05 1 0 173.81
2011 05 1 0 0.153684
2012 05 1 0 23.2809
2013 05 1 0 0.000686696
2014 05 1 1 0.0719319
2015 05 1 1 1.92151e+06
2016 05 1 1 169.986
1982 06 2 1 1570.51
1983 06 2 1 0.620618
1984 06 2 0 8.43069
1985 06 2 0 525.061
1986 06 2 0 7.02113
1987 06 2 1 209.658
1988 06 2 1 7.65172
1989 06 2 0 30.4418
1990 06 2 0 55.1383
1991 06 2 1 76.6143
1992 06 2 1 5076.21
1993 06 2 1 665.59
1994 06 2 1 39.348
1995 06 2 0 0.128364
1996 06 2 0 0.00275737
1997 06 2 1 303.141
1998 06 2 0 0.0761425
1999 06 2 1 139.801
2000 06 2 0 2.217
2001 06 2 0 110.69
2002 06 2 1 17.8222
2003 06 2 0 5.7856
2004 06 2 1 444.246
2005 06 2 1 26.2388
2006 06 2 0 4.19458
2007 06 2 0 128.091
2008 06 2 0 3.45065
2009 06 2 1 20.4288
2010 06 2 0 88.0645
2011 06 2 0 0.375475
2012 06 2 0 37.8744
2013 06 2 0 5.9927
2014 06 2 1 10.0687
2015 06 2 1 190.65
2016 06 2 0 6.71219
1982 07 3 1 17.539
1983 07 3 0 56.2669
1984 07 3 0 0.00701295
1985 07 3 0 6.02637
1986 07 3 0 97.7892
1987 07 3 1 7580.97
1988 07 3 1 0.897696
1989 07 3 0 0.369335
1990 07 3 0 48.2155
1991 07 3 1 2.19703
1992 07 3 1 6.49713
1993 07 3 1 35.7151
1994 07 3 0 10.3013
1995 07 3 0 111.736
1996 07 3 0 2.27588
1997 07 3 1 138.769
1998 07 3 1 0.000381525
1999 07 3 1 66.6503
2000 07 3 0 11.5058
2001 07 3 0 0.140317
2002 07 3 1 1.41026
2003 07 3 0 8.41298
2004 07 3 1 50.6761
2005 07 3 0 867.287
2006 07 3 0 42.0201
2007 07 3 0 4729.06
2008 07 3 0 3.49928
2009 07 3 1 0.135791
2010 07 3 1 235.389
2011 07 3 0 0.00243627
2012 07 3 1 1.28346
2013 07 3 0 90.4352
2014 07 3 0 7.96297e-05
2015 07 3 1 2.46125
2016 07 3 0 479.823
1982 08 4 1 15.38
1983 08 4 0 0.951979
1984 08 4 0 0.00504729
1985 08 4 0 1.51359
1986 08 4 0 0.157135
1987 08 4 1 75.8352
1988 08 4 1 3.19274
1989 08 4 0 0.00418201
1990 08 4 0 3.62546
1991 08 4 1 0.0994059
1992 08 4 0 425.582
1993 08 4 0 28.0031
1994 08 4 1 0.294611
1995 08 4 0 0.521634
1996 08 4 0 1.97935
1997 08 4 1 19.9928
1998 08 4 1 11.6586
1999 08 4 1 0.259251
2000 08 4 0 0.00231817
2001 08 4 0 0.912053
2002 08 4 1 1.3267
2003 08 4 0 10.3351
2004 08 4 1 343.054
2005 08 4 0 288.674
2006 08 4 0 1.84682
2007 08 4 0 8.15285
2008 08 4 0 65.9395
2009 08 4 1 0.0196517
2010 08 4 1 228.874
2011 08 4 0 0.000830777
2012 08 4 1 0.00212582
2013 08 4 0 0.448179
2014 08 4 0 0.022534
2015 08 4 1 0.0161668
2016 08 4 0 0.0999103
1982 06 0 1 102.8 1524
1983 06 0 1 23.1 0.016
1984 06 0 0 0.003 5.87
1985 06 0 0 705.7 1725
1986 06 0 0 878.2 3.41
1987 06 0 1 5404 298.0
1988 06 0 1 3.35 18.6
1989 06 0 0 7.39 29.7
1990 06 0 0 70.0 798.1
1991 06 0 1 28.1 228.5
1992 06 0 1 903.8 1052
1993 06 0 1 136.7 159.7
1994 06 0 1 102.9 85.1
1995 06 0 0 108.9 0.532
1996 06 0 0 3.10 0.0
1997 06 0 1 1329 135.3
1998 06 0 0 0.0 0.0
1999 06 0 1 241.5 161.8
2000 06 0 0 103.4 0.547
2001 06 0 0 6.31 103.3
2002 06 0 1 3.94 133.8
2003 06 0 0 38.8 2.50
2004 06 0 1 327.9 1020
2005 06 0 1 48.5 69.1
2006 06 0 0 0.780 22.6
2007 06 0 0 1402 327.1
2008 06 0 0 3.03 17.1
2009 06 0 1 0.273 6.63
2010 06 0 0 28.1 148.5
2011 06 0 0 0.0 0.0
2012 06 0 0 4.12 271.6
2013 06 0 0 374.2 1.78
2014 06 0 1 2.86 15.6
2015 06 0 1 3273 2621
2016 06 0 0 253.9 94.4
1982 06 1 1 1165.98
1983 06 1 1 2.55301
1984 06 1 0 213.366
1985 06 1 0 410.857
1986 06 1 0 8.25062
1987 06 1 1 236.147
1988 06 1 1 15.4308
1989 06 1 0 13.5944
1990 06 1 0 42.837
1991 06 1 1 14.6249
1992 06 1 1 1027.44
1993 06 1 1 169.049
1994 06 1 1 33.0303
1995 06 1 0 0.698691
1996 06 1 0 0.0187864
1997 06 1 1 188.247
1998 06 1 0 0.0171498
1999 06 1 1 45.1866
2000 06 1 0 4.7413
2001 06 1 0 22.8827
2002 06 1 1 62.2529
2003 06 1 0 3.01969
2004 06 1 1 325.373
2005 06 1 1 58.4313
2006 06 1 0 12.3501
2007 06 1 0 304.25
2008 06 1 0 7.34171
2009 06 1 1 4.60966
2010 06 1 0 38.7679
2011 06 1 0 0.0287518
2012 06 1 0 6.99376
2013 06 1 0 2.08577
2014 06 1 1 6.75409
2015 06 1 1 3811.72
2016 06 1 0 32.2525
1982 07 2 1 9.95969
1983 07 2 0 6.96967
1984 07 2 0 0.0382639
1985 07 2 0 16.8128
1986 07 2 0 148.874
1987 07 2 1 1342.53
1988 07 2 1 3.37244
1989 07 2 0 2.6682
1990 07 2 0 28.3412
