Y	M	Lead	P-Y	P-M	Streamflow_CV
1989 01 3 1989 03 92.0139
1990 01 3 1990 03 22.8346
1991 01 3 1991 03 69.7
1992 01 3 1992 03 914.347
1993 01 3 1993 03 67.2586
1994 01 3 1994 03 131.939
1995 01 3 1995 03 40.3518
1996 01 3 1996 03 44.5294
1997 01 3 1997 03 201.857
1998 01 3 1998 03 93.57
1999 01 3 1999 03 43.2005
2000 01 3 2000 03 23.7632
2001 01 3 2001 03 145.822
2002 01 3 2002 03 37.8417
2003 01 3 2003 03 28.154
2004 01 3 2004 03 27.9274
2005 01 3 2005 03 68.9539
2006 01 3 2006 03 15.9417
2007 01 3 2007 03 19.7797
2008 01 3 2008 03 61.1179
2009 01 3 2009 03 26.5278
2010 01 3 2010 03 125.824
2011 01 3 2011 03 51.3365
2012 01 3 2012 03 22.5422
2013 01 3 2013 03 22.733
2014 01 3 2014 03 16.1537
2015 01 3 2015 03 15.3783
2016 01 3 2016 03 61.9845
1982 01 4 1982 04 62.0675
1983 01 4 1983 04 93.6634
1984 01 4 1984 04 31.2868
1985 01 4 1985 04 141.681
1986 01 4 1986 04 38.6037
1987 01 4 1987 04 469.607
1988 01 4 1988 04 50.5923
1989 01 4 1989 04 52.6559
1990 01 4 1990 04 156.363
1991 01 4 1991 04 66.708
1992 01 4 1992 04 548.451
1993 01 4 1993 04 114.559
1994 01 4 1994 04 50.3361
1995 01 4 1995 04 44.4163
1996 01 4 1996 04 31.3879
1997 01 4 1997 04 150.437
1998 01 4 1998 04 175.566
1999 01 4 1999 04 34.7973
2000 01 4 2000 04 105.482
2001 01 4 2001 04 311.002
2002 01 4 2002 04 94.494
2003 01 4 2003 04 29.1993
2004 01 4 2004 04 37.5288
2005 01 4 2005 04 75.8532
2006 01 4 2006 04 33.8717
2007 01 4 2007 04 22.066
2008 01 4 2008 04 109.834
2009 01 4 2009 04 26.7939
2010 01 4 2010 04 89.2589
2011 01 4 2011 04 35.3694
2012 01 4 2012 04 20.6781
2013 01 4 2013 04 21.9114
2014 01 4 2014 04 8.432
2015 01 4 2015 04 19.4597
2016 01 4 2016 04 26.3782
1982 02 0 1982 02 49.8001
1983 02 0 1983 02 114.1
1984 02 0 1984 02 28.3999
1985 02 0 1985 02 438.399
1986 02 0 1986 02 29.1999
1987 02 0 1987 02 784.503
1988 02 0 1988 02 52.9003
1989 02 0 1989 02 98.9
1990 02 0 1990 02 24.6
1991 02 0 1991 02 100.9
1992 02 0 1992 02 4268
1993 02 0 1993 02 87.2999
1994 02 0 1994 02 178.9
1995 02 0 1995 02 34.6001
1996 02 0 1996 02 28.2001
1997 02 0 1997 02 290.999
1998 02 0 1998 02 43.1999
1999 02 0 1999 02 25.3999
2000 02 0 2000 02 8.17996
2001 02 0 2001 02 227.5
2002 02 0 2002 02 23.8999
2003 02 0 2003 02 17.7999
2004 02 0 2004 02 14.7999
2005 02 0 2005 02 84.1002
2006 02 0 2006 02 14.2
2007 02 0 2007 02 13.1999
2008 02 0 2008 02 42.8998
2009 02 0 2009 02 10.2
2010 02 0 2010 02 180.401
2011 02 0 2011 02 38.1001
2012 02 0 2012 02 11.2
2013 02 0 2013 02 8.31996
2014 02 0 2014 02 10.9
2015 02 0 2015 02 8.62003
2016 02 0 2016 02 40.2
1982 02 1 1982 02 66.0849
1983 02 1 1983 02 123.522
1984 02 1 1984 02 42.4154
1985 02 1 1985 02 546.452
1986 02 1 1986 02 40.7697
1987 02 1 1987 02 434.492
1988 02 1 1988 02 152.095
1989 02 1 1989 02 36.5199
1990 02 1 1990 02 40.1047
1991 02 1 1991 02 131.734
1992 02 1 1992 02 602.531
1993 02 1 1993 02 96.9168
1994 02 1 1994 02 114.617
1995 02 1 1995 02 53.0123
1996 02 1 1996 02 71.7201
1997 02 1 1997 02 69.8849
1998 02 1 1998 02 49.9875
1999 02 1 1999 02 18.3737
2000 02 1 2000 02 12.2737
2001 02 1 2001 02 28.8007
2002 02 1 2002 02 27.0397
2003 02 1 2003 02 19.4422
2004 02 1 2004 02 10.1589
2005 02 1 2005 02 70.196
2006 02 1 2006 02 23.09
2007 02 1 2007 02 21.566
2008 02 1 2008 02 64.1887
2009 02 1 2009 02 17.0639
2010 02 1 2010 02 154.896
2011 02 1 2011 02 43.8192
2012 02 1 2012 02 4.72404
2013 02 1 2013 02 1.14702
2014 02 1 2014 02 3.04821
2015 02 1 2015 02 9.70498
2016 02 1 2016 02 366.403
1982 02 2 1982 03 48.3322
1983 02 2 1983 03 102.654
1984 02 2 1984 03 42.9357
1985 02 2 1985 03 282.186
1986 02 2 1986 03 47.2483
1987 02 2 1987 03 314.192
1988 02 2 1988 03 45.9365
1989 02 2 1989 03 92.4054
1990 02 2 1990 03 31.9499
1991 02 2 1991 03 87.1431
1992 02 2 1992 03 1042.4
1993 02 2 1993 03 51.2617
1994 02 2 1994 03 123.587
1995 02 2 1995 03 45.3685
1996 02 2 1996 03 44.8302
1997 02 2 1997 03 163.374
1998 02 2 1998 03 49.1049
1999 02 2 1999 03 33.4119
2000 02 2 2000 03 15.1699
2001 02 2 2001 03 150.522
2002 02 2 2002 03 31.1716
2003 02 2 2003 03 27.6261
2004 02 2 2004 03 26.4968
2005 02 2 2005 03 83.9708
2006 02 2 2006 03 26.0992
2007 02 2 2007 03 23.5145
2008 02 2 2008 03 38.1842
2009 02 2 2009 03 34.5966
2010 02 2 2010 03 142.357
2011 02 2 2011 03 48.4149
2012 02 2 2012 03 21.4385
2013 02 2 2013 03 17.4247
2014 02 2 2014 03 20.8023
2015 02 2 2015 03 14.468
2016 02 2 2016 03 44.821
1982 02 3 1982 04 48.1555
1983 02 3 1983 04 69.9729
1984 02 3 1984 04 21.7565
1985 02 3 1985 04 94.0416
1986 02 3 1986 04 52.6897
1987 02 3 1987 04 535.82
1988 02 3 1988 04 43.5877
1989 02 3 1989 04 48.4084
1990 02 3 1990 04 147.789
1991 02 3 1991 04 52.3263
1992 02 3 1992 04 394.194
1993 02 3 1993 04 88.6669
1994 02 3 1994 04 60.4372
1995 02 3 1995 04 92.2235
1996 02 3 1996 04 25.2788
1997 02 3 1997 04 144.88
1998 02 3 1998 04 170.408
1999 02 3 1999 04 52.1331
2000 02 3 2000 04 164.456
2001 02 3 2001 04 165.913
2002 02 3 2002 04 93.6104
2003 02 3 2003 04 64.4703
2004 02 3 2004 04 46.9149
2005 02 3 2005 04 62.5093
2006 02 3 2006 04 31.7561
2007 02 3 2007 04 36.0043
2008 02 3 2008 04 146.614
2009 02 3 2009 04 23.1337
2010 02 3 2010 04 110.225
2011 02 3 2011 04 29.2279
2012 02 3 2012 04 26.7281
2013 02 3 2013 04 19.8472
2014 02 3 2014 04 6.02537
2015 02 3 2015 04 16.8003
2016 02 3 2016 04 41.2003
1982 02 4 1982 05 57.8871
1983 02 4 1983 05 127.996
1984 02 4 1984 05 47.8797
1985 02 4 1985 05 1107.09
1986 02 4 1986 05 133.115
1987 02 4 1987 05 621.048
1988 02 4 1988 05 85.5207
1989 02 4 1989 05 67.2817
1990 02 4 1990 05 1015.09
1991 02 4 1991 05 42.8421
1992 02 4 1992 05 1708.47
1993 02 4 1993 05 131.697
1994 02 4 1994 05 34.8036
1995 02 4 1995 05 98.1108
1996 02 4 1996 05 68.0041
1997 02 4 1997 05 453.293
1998 02 4 1998 05 116.235
1999 02 4 1999 05 104.166
2000 02 4 2000 05 14.858
2001 02 4 2001 05 90.7056
2002 02 4 2002 05 232.734
2003 02 4 2003 05 23.8426
2004 02 4 2004 05 125.627
2005 02 4 2005 05 53.44
2006 02 4 2006 05 36.6996
2007 02 4 2007 05 215.388
2008 02 4 2008 05 291.113
2009 02 4 2009 05 10.4895
2010 02 4 2010 05 732.694
2011 02 4 2011 05 10.8592
2012 02 4 2012 05 10.0164
2013 02 4 2013 05 15.5521
2014 02 4 2014 05 3.92623
2015 02 4 2015 05 131.852
2016 02 4 2016 05 214.903
1982 03 0 1982 03 44.6002
1983 03 0 1983 03 60.6002
1984 03 0 1984 03 21.7001
1985 03 0 1985 03 210.899
1986 03 0 1986 03 28.8
1987 03 0 1987 03 815.499
1988 03 0 1988 03 43.3999
1989 03 0 1989 03 52.6001
1990 03 0 1990 03 266.2
1991 03 0 1991 03 70.9999
1992 03 0 1992 03 1066
1993 03 0 1993 03 137.499
1994 03 0 1994 03 40.4998
1995 03 0 1995 03 36.6
1996 03 0 1996 03 19.8999
1997 03 0 1997 03 167.099
1998 03 0 1998 03 159.9
1999 03 0 1999 03 25.3999
2000 03 0 2000 03 73.8997
2001 03 0 2001 03 160.999
2002 03 0 2002 03 123.5
2003 03 0 2003 03 21.2001
2004 03 0 2004 03 30.1
2005 03 0 2005 03 70.4997
2006 03 0 2006 03 21.7001
2007 03 0 2007 03 17.3
2008 03 0 2008 03 159.499
2009 03 0 2009 03 14.5001
2010 03 0 2010 03 108.8
2011 03 0 2011 03 20.5
2012 03 0 2012 03 10.6
2013 03 0 2013 03 7.22001
2014 03 0 2014 03 4.04
2015 03 0 2015 03 18.2001
2016 03 0 2016 03 59.4002
1982 03 1 1982 03 53.863
1983 03 1 1983 03 172.326
1984 03 1 1984 03 36.2919
1985 03 1 1985 03 250.177
1986 03 1 1986 03 40.8946
1987 03 1 1987 03 270.661
1988 03 1 1988 03 61.9519
1989 03 1 1989 03 74.6652
1990 03 1 1990 03 47.5261
1991 03 1 1991 03 70.5907
1992 03 1 1992 03 829.113
1993 03 1 1993 03 100.929
1994 03 1 1994 03 114.181
1995 03 1 1995 03 49.4922
1996 03 1 1996 03 30.3187
1997 03 1 1997 03 179.843
1998 03 1 1998 03 67.7753
1999 03 1 1999 03 38.4288
2000 03 1 2000 03 7.56529
2001 03 1 2001 03 164.569
2002 03 1 2002 03 37.0752
2003 03 1 2003 03 33.2565
2004 03 1 2004 03 43.3307
2005 03 1 2005 03 79.0213
2006 03 1 2006 03 33.2216
2007 03 1 2007 03 25.441
2008 03 1 2008 03 57.8355
2009 03 1 2009 03 24.7134
2010 03 1 2010 03 127.632
2011 03 1 2011 03 41.0916
2012 03 1 2012 03 40.8271
2013 03 1 2013 03 10.262
2014 03 1 2014 03 10.6942
2015 03 1 2015 03 9.48232
2016 03 1 2016 03 17.1811
1982 03 2 1982 04 42.6144
1983 03 2 1983 04 164.605
1984 03 2 1984 04 28.481
1985 03 2 1985 04 106.675
1986 03 2 1986 04 55.592
1987 03 2 1987 04 720.829
1988 03 2 1988 04 37.8559
1989 03 2 1989 04 42.8859
1990 03 2 1990 04 181.1
1991 03 2 1991 04 42.299
1992 03 2 1992 04 1163.48
1993 03 2 1993 04 121.641
1994 03 2 1994 04 28.2281
1995 03 2 1995 04 61.9418
1996 03 2 1996 04 19.1135
1997 03 2 1997 04 113.597
1998 03 2 1998 04 238.033
1999 03 2 1999 04 30.0391
2000 03 2 2000 04 35.9158
2001 03 2 2001 04 148.357
2002 03 2 2002 04 121.522
2003 03 2 2003 04 29.1549
2004 03 2 2004 04 40.852
2005 03 2 2005 04 44.7546
2006 03 2 2006 04 22.8314
2007 03 2 2007 04 33.6441
2008 03 2 2008 04 49.8978
2009 03 2 2009 04 31.1954
2010 03 2 2010 04 123.409
2011 03 2 2011 04 21.3439
2012 03 2 2012 04 16.7554
2013 03 2 2013 04 34.3417
2014 03 2 2014 04 8.96773
2015 03 2 2015 04 18.1139
2016 03 2 2016 04 53.9222
1982 03 3 1982 05 31.1973
1983 03 3 1983 05 71.8808
1984 03 3 1984 05 26.4217
1985 03 3 1985 05 406.607
1986 03 3 1986 05 60.1542
1987 03 3 1987 05 329.996
1988 03 3 1988 05 70.0176
1989 03 3 1989 05 91.9548
1990 03 3 1990 05 1065.41
1991 03 3 1991 05 31.452
1992 03 3 1992 05 1515.64
1993 03 3 1993 05 427.4
1994 03 3 1994 05 17.2598
1995 03 3 1995 05 44.6265
1996 03 3 1996 05 88.3517
1997 03 3 1997 05 235.197
1998 03 3 1998 05 52.0498
1999 03 3 1999 05 135.727
2000 03 3 2000 05 35.8504
2001 03 3 2001 05 53.1604
2002 03 3 2002 05 384.363
2003 03 3 2003 05 27.7567
2004 03 3 2004 05 153.014
2005 03 3 2005 05 40.4962
2006 03 3 2006 05 48.7753
2007 03 3 2007 05 220.67
2008 03 3 2008 05 379.805
2009 03 3 2009 05 16.6751
2010 03 3 2010 05 1259.68
2011 03 3 2011 05 21.0823
2012 03 3 2012 05 31.6126
2013 03 3 2013 05 101.184
2014 03 3 2014 05 4.67477
2015 03 3 2015 05 42.4721
2016 03 3 2016 05 223.831
1982 03 4 1982 06 1609.95
1983 03 4 1983 06 199.604
1984 03 4 1984 06 11.2605
1985 03 4 1985 06 243.172
1986 03 4 1986 06 21.8864
1987 03 4 1987 06 541.284
1988 03 4 1988 06 68.2865
1989 03 4 1989 06 71.206
1990 03 4 1990 06 1787.92
1991 03 4 1991 06 254.59
1992 03 4 1992 06 170.676
1993 03 4 1993 06 145.458
1994 03 4 1994 06 927.796
1995 03 4 1995 06 61.5305
1996 03 4 1996 06 31.3589
1997 03 4 1997 06 250.619
1998 03 4 1998 06 18.9625
1999 03 4 1999 06 54.6606
2000 03 4 2000 06 4.75474
2001 03 4 2001 06 196.476
2002 03 4 2002 06 162.351
2003 03 4 2003 06 14.148
2004 03 4 2004 06 70.616
2005 03 4 2005 06 87.3018
2006 03 4 2006 06 625.519
2007 03 4 2007 06 836.331
2008 03 4 2008 06 290.131
2009 03 4 2009 06 82.6866
2010 03 4 2010 06 162.747
2011 03 4 2011 06 47.8654
2012 03 4 2012 06 17.7719
2013 03 4 2013 06 3.19414
2014 03 4 2014 06 4.30453
2015 03 4 2015 06 828.998
2016 03 4 2016 06 945.333
1982 04 0 1982 04 23
1983 04 0 1983 04 42.6001
1984 04 0 1984 04 16.6999
1985 04 0 1985 04 282.099
1986 04 0 1986 04 33.6
1987 04 0 1987 04 177.101
1988 04 0 1988 04 44.6002
1989 04 0 1989 04 53.8003
1990 04 0 1990 04 817.303
1991 04 0 1991 04 36.1999
1992 04 0 1992 04 365.501
1993 04 0 1993 04 137.999
1994 04 0 1994 04 20.6001
1995 04 0 1995 04 32.7999
1996 04 0 1996 04 60.4
1997 04 0 1997 04 158.501
1998 04 0 1998 04 28.7
1999 04 0 1999 04 90.7001
2000 04 0 2000 04 18.3001
2001 04 0 2001 04 33.1001
2002 04 0 2002 04 231.699
2003 04 0 2003 04 14.4001
2004 04 0 2004 04 109.2
2005 04 0 2005 04 24.8001
2006 04 0 2006 04 39.2
2007 04 0 2007 04 142
2008 04 0 2008 04 248.201
2009 04 0 2009 04 11.6
2010 04 0 2010 04 693.999
2011 04 0 2011 04 9.72996
2012 04 0 2012 04 4.48002
2013 04 0 2013 04 8.77002
2014 04 0 2014 04 2.34
2015 04 0 2015 04 209.7
2016 04 0 2016 04 573.702
1982 04 1 1982 04 24.4591
1983 04 1 1983 04 380.057
1984 04 1 1984 04 68.5065
1985 04 1 1985 04 124.549
1986 04 1 1986 04 29.3877
1987 04 1 1987 04 188.453
1988 04 1 1988 04 34.2018
1989 04 1 1989 04 20.2615
1990 04 1 1990 04 93.1961
1991 04 1 1991 04 81.2046
1992 04 1 1992 04 303.968
1993 04 1 1993 04 205.524
1994 04 1 1994 04 71.9191
1995 04 1 1995 04 76.231
1996 04 1 1996 04 106.296
1997 04 1 1997 04 217.801
1998 04 1 1998 04 86.5054
1999 04 1 1999 04 39.1367
2000 04 1 2000 04 30.0845
2001 04 1 2001 04 64.7465
2002 04 1 2002 04 73.0148
2003 04 1 2003 04 35.7443
2004 04 1 2004 04 39.8891
2005 04 1 2005 04 38.2696
2006 04 1 2006 04 23.4135
2007 04 1 2007 04 42.8837
2008 04 1 2008 04 28.0918
2009 04 1 2009 04 39.3238
2010 04 1 2010 04 107.27
2011 04 1 2011 04 6.45226
2012 04 1 2012 04 11.5719
2013 04 1 2013 04 48.8057
2014 04 1 2014 04 22.288
2015 04 1 2015 04 45.9482
2016 04 1 2016 04 139.333
1982 04 2 1982 05 58.1153
1983 04 2 1983 05 102.696
1984 04 2 1984 05 28.5199
1985 04 2 1985 05 458.846
1986 04 2 1986 05 58.1458
1987 04 2 1987 05 318.23
1988 04 2 1988 05 123.29
1989 04 2 1989 05 34.3668
1990 04 2 1990 05 767.729
1991 04 2 1991 05 36.3493
1992 04 2 1992 05 1223.41
1993 04 2 1993 05 440.762
1994 04 2 1994 05 45.8859
1995 04 2 1995 05 69.7958
1996 04 2 1996 05 52.8598
1997 04 2 1997 05 312.806
1998 04 2 1998 05 350.491
1999 04 2 1999 05 46.8931
2000 04 2 2000 05 23.7182
2001 04 2 2001 05 78.8794
2002 04 2 2002 05 271.511
2003 04 2 2003 05 20.1388
2004 04 2 2004 05 127.064
2005 04 2 2005 05 32.3928
2006 04 2 2006 05 42.8248
2007 04 2 2007 05 210.368
2008 04 2 2008 05 209.623
2009 04 2 2009 05 25.8853
2010 04 2 2010 05 1771.51
2011 04 2 2011 05 9.87327
2012 04 2 2012 05 23.9212
2013 04 2 2013 05 76.5169
2014 04 2 2014 05 4.4802
2015 04 2 2015 05 116.514
2016 04 2 2016 05 382.967
1982 04 3 1982 06 1715.72
1983 04 3 1983 06 170.196
1984 04 3 1984 06 14.0866
1985 04 3 1985 06 447.895
1986 04 3 1986 06 39.315
1987 04 3 1987 06 1007.84
1988 04 3 1988 06 68.6018
1989 04 3 1989 06 68.7823
1990 04 3 1990 06 1426.44
1991 04 3 1991 06 415.366
1992 04 3 1992 06 159.736
1993 04 3 1993 06 225.94
1994 04 3 1994 06 668.301
1995 04 3 1995 06 70.6601
1996 04 3 1996 06 35.9699
1997 04 3 1997 06 301.239
1998 04 3 1998 06 17.4095
1999 04 3 1999 06 75.5898
2000 04 3 2000 06 5.35395
2001 04 3 2001 06 105.82
2002 04 3 2002 06 202.807
2003 04 3 2003 06 12.6986
2004 04 3 2004 06 47.5129
2005 04 3 2005 06 84.6216
2006 04 3 2006 06 461.425
2007 04 3 2007 06 1261.73
2008 04 3 2008 06 243.562
2009 04 3 2009 06 52.1506
2010 04 3 2010 06 180.082
2011 04 3 2011 06 29.1806
2012 04 3 2012 06 26.8798
2013 04 3 2013 06 12.0082
2014 04 3 2014 06 1.02734
2015 04 3 2015 06 648.579
2016 04 3 2016 06 894.535
1982 04 4 1982 07 665.475
1983 04 4 1983 07 18.1712
1984 04 4 1984 07 0.0826646
1985 04 4 1985 07 118.835
1986 04 4 1986 07 96.2078
1987 04 4 1987 07 159.835
1988 04 4 1988 07 8.29828
1989 04 4 1989 07 56.6973
1990 04 4 1990 07 83.2309
1991 04 4 1991 07 670.588
1992 04 4 1992 07 760.086
1993 04 4 1993 07 60.0487
1994 04 4 1994 07 7.03885
1995 04 4 1995 07 37.1845
1996 04 4 1996 07 8.65644
1997 04 4 1997 07 191.936
1998 04 4 1998 07 0.460366
1999 04 4 1999 07 36.2104
2000 04 4 2000 07 9.80737
2001 04 4 2001 07 2.00213
2002 04 4 2002 07 21.1542
2003 04 4 2003 07 115.099
2004 04 4 2004 07 13.2268
2005 04 4 2005 07 14.0642
2006 04 4 2006 07 0.548571
2007 04 4 2007 07 207.07
2008 04 4 2008 07 38.0163
2009 04 4 2009 07 22.3808
2010 04 4 2010 07 26.098
2011 04 4 2011 07 0.00131883
2012 04 4 2012 07 1.05096e-05
2013 04 4 2013 07 16.8616
2014 04 4 2014 07 10.0236
2015 04 4 2015 07 3008.54
2016 04 4 2016 07 3889.79
1982 05 0 1982 05 1927
1983 05 0 1983 05 167.999
1984 05 0 1984 05 5.16002
1985 05 0 1985 05 298.199
1986 05 0 1986 05 36.1002
1987 05 0 1987 05 980.203
1988 05 0 1988 05 53.1001
1989 05 0 1989 05 54.6002
1990 05 0 1990 05 1953
1991 05 0 1991 05 439.998
1992 05 0 1992 05 289.2
1993 05 0 1993 05 172.001
1994 05 0 1994 05 817.001
1995 05 0 1995 05 47.5998
1996 05 0 1996 05 26.1999
1997 05 0 1997 05 270.8
1998 05 0 1998 05 10.3
1999 05 0 1999 05 54.3002
2000 05 0 2000 05 5.03
2001 05 0 2001 05 106.4
2002 05 0 2002 05 169.7
2003 05 0 2003 05 15.2
2004 05 0 2004 05 53.8003
2005 05 0 2005 05 59.5001
2006 05 0 2006 05 336
2007 05 0 2007 05 900.599
2008 05 0 2008 05 240.199
2009 05 0 2009 05 52.9003
2010 05 0 2010 05 140.7
2011 05 0 2011 05 5.67002
2012 05 0 2012 05 1.48
2013 05 0 2013 05 0.711
2014 05 0 2014 05 7.67998
2015 05 0 2015 05 1408.01
2016 05 0 2016 05 1577
1982 05 1 1982 05 184.896
1983 05 1 1983 05 89.3506
1984 05 1 1984 05 57.7289
1985 05 1 1985 05 369.017
1986 05 1 1986 05 56.7735
1987 05 1 1987 05 317.564
1988 05 1 1988 05 26.4003
1989 05 1 1989 05 67.9768
1990 05 1 1990 05 1252.33
1991 05 1 1991 05 47.1235
1992 05 1 1992 05 1084.48
1993 05 1 1993 05 672.74
1994 05 1 1994 05 47.6745
1995 05 1 1995 05 51.7317
1996 05 1 1996 05 27.6631
1997 05 1 1997 05 827.595
1998 05 1 1998 05 39.2193
1999 05 1 1999 05 201.493
2000 05 1 2000 05 18.9426
2001 05 1 2001 05 58.1922
2002 05 1 2002 05 50.4325
2003 05 1 2003 05 13.1314
2004 05 1 2004 05 32.2053
2005 05 1 2005 05 133.63
2006 05 1 2006 05 45.3969
2007 05 1 2007 05 209.652
2008 05 1 2008 05 246.402
2009 05 1 2009 05 46.8588
2010 05 1 2010 05 1013.41
2011 05 1 2011 05 9.35221
2012 05 1 2012 05 13.0996
2013 05 1 2013 05 11.5132
2014 05 1 2014 05 16.4482
2015 05 1 2015 05 116879
2016 05 1 2016 05 1727.84
1982 05 2 1982 06 1027.17
1983 05 2 1983 06 225.163
1984 05 2 1984 06 14.2306
1985 05 2 1985 06 271.542
1986 05 2 1986 06 60.1653
1987 05 2 1987 06 834.943
1988 05 2 1988 06 99.4747
1989 05 2 1989 06 91.083
1990 05 2 1990 06 2447.59
1991 05 2 1991 06 423.691
1992 05 2 1992 06 226.278
1993 05 2 1993 06 165.544
1994 05 2 1994 06 1018.68
1995 05 2 1995 06 104.992
1996 05 2 1996 06 58.5794
1997 05 2 1997 06 210.95
1998 05 2 1998 06 19.1127
1999 05 2 1999 06 72.889
2000 05 2 2000 06 12.5814
2001 05 2 2001 06 200.593
2002 05 2 2002 06 168.871
2003 05 2 2003 06 24.328
2004 05 2 2004 06 61.4933
2005 05 2 2005 06 73.0987
2006 05 2 2006 06 654.654
2007 05 2 2007 06 1318.56
2008 05 2 2008 06 293.915
2009 05 2 2009 06 58.679
2010 05 2 2010 06 183.954
2011 05 2 2011 06 85.398
2012 05 2 2012 06 46.5515
2013 05 2 2013 06 1.60459
2014 05 2 2014 06 0.881642
2015 05 2 2015 06 84.1467
2016 05 2 2016 06 170.18
1982 05 3 1982 07 363.267
1983 05 3 1983 07 29.0676
1984 05 3 1984 07 0.0624065
1985 05 3 1985 07 21.5614
1986 05 3 1986 07 208.844
1987 05 3 1987 07 262.798
1988 05 3 1988 07 17.0928
1989 05 3 1989 07 51.3404
1990 05 3 1990 07 57.4334
1991 05 3 1991 07 789.012
1992 05 3 1992 07 606.398
1993 05 3 1993 07 53.9541
1994 05 3 1994 07 12.9425
1995 05 3 1995 07 68.9758
1996 05 3 1996 07 30.7281
1997 05 3 1997 07 139.301
1998 05 3 1998 07 0.841653
1999 05 3 1999 07 37.7151
2000 05 3 2000 07 19.4741
2001 05 3 2001 07 1.2971
2002 05 3 2002 07 34.0749
2003 05 3 2003 07 92.3667
2004 05 3 2004 07 11.3877
2005 05 3 2005 07 10.7012
2006 05 3 2006 07 0.687518
2007 05 3 2007 07 222.657
2008 05 3 2008 07 49.9514
2009 05 3 2009 07 8.28103
2010 05 3 2010 07 10.5443
2011 05 3 2011 07 0.000672169
2012 05 3 2012 07 1.08604e-07
2013 05 3 2013 07 1.50302
2014 05 3 2014 07 5.48356
2015 05 3 2015 07 2504.09
