xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	03.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.1706327661453768
1983	4.9094974114771546
1984	3.5394234924818155
1985	5.4560152786933411
1986	3.6433313019726201
1987	5.5552722488466069
1988	4.0949001908797920
1989	4.4321614438403714
1990	3.3377122780504243
1991	4.3824973529832363
1992	7.0537961117292500
1993	4.3350939508237030
1994	4.7637519732681470
1995	3.8145091733053293
1996	3.6404813122605573
1997	5.1388217027909882
1998	4.1896567438149415
1999	3.4709233055047779
2000	2.7944478663084844
2001	4.7743800167168686
2002	3.3427896123763770
2003	3.0507174313287466
2004	3.0708299834240704
2005	4.2490125567391406
2006	3.1126414702712859
2007	2.8416248505573560
2008	3.9159539606680731
2009	3.0181674069453450
2010	4.8846141168027222
2011	4.1141729402952247
2012	3.2463968927827045
2013	2.9890589268180019
2014	3.0290747798797391
2015	2.6072129483892397
2016	4.1837626086510946
