xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	12.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	4.4148721441320209
1983	4.1533272354283239
1984	4.5456324160994823
1985	4.3296359520546082
1986	4.2282782092790931
1987	4.2438184225726578
1988	3.6597573934215730
1989	2.4537667412085904
1990	4.1854299206319290
1991	4.2953501333825654
1992	3.9899020503186979
1993	3.5614127331982846
1994	3.8345379160287503
1995	4.0649771770243683
1996	4.1384152291982375
1997	3.6084804252300011
1998	2.8955476230228649
1999	2.3849766016392344
2000	4.4491091613041442
2001	3.4221550500341364
2002	3.8964256547464791
2003	2.5745712814788435
2004	4.8645189395612709
2005	4.0909424128633001
2006	2.4083852847630856
2007	3.6383314969895699
2008	3.4586176332901024
2009	2.7976309767985459
2010	3.0346677372339554
2011	-1.5716475442476088
2012	1.8205828679205434
2013	2.4575483856240301
2014	3.3108854588083467
2015	4.4872044730993395
2016	3.9198168999806704
