xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:nfields=1
cpt:field=undefined, cpt:nrow=35, cpt:ncol=1, cpt:row=T, cpt:col=station, cpt:units=none, cpt:missing=-999.00000000000000               
	04.0
cpt:Y	32.932977780000002
cpt:X	-99.215388899999994
1982	3.3773729779366981
1983	4.1612665971025002
1984	3.6766877175779871
1985	5.0974291118399195
1986	3.5724369751888294
1987	6.5323237742677982
1988	3.9718541003020720
1989	4.2398441951664925
1990	5.1529157410570843
1991	4.0066041453145740
1992	6.5623954225353733
1993	4.5452857996930645
1994	3.7203108309635886
1995	3.7312634844645167
1996	2.9453478237345427
1997	4.7257723173231536
1998	4.7187363635472277
1999	4.1622113541116947
2000	4.7231070616756270
2001	5.3264088483069161
2002	4.3685900242174212
2003	3.3804714232283901
2004	3.4195347217123264
2005	4.1680695451825480
2006	3.1972160808603527
2007	2.8653139041077718
2008	4.0846787046496678
2009	3.1998694586861056
2010	4.7919411260835734
2011	3.3227740567112671
2012	3.1670253689839436
2013	2.6394058482768634
2014	2.3952768257069494
2015	3.5846186470140826
2016	4.3175384767880098
